1997,"Airway mucosa: Secretory cells, mucus and mucin genes","Jeffery P.K., Li D.",09031936,"European Respiratory Journal",10, 7,62,1,4,1,6,0,68
1997,"Corticosteroid reversibility in COPD is related to features of asthma","Chanez P., Vignola A.M., O'Shaugnessy T., Enander I., Li D., Jeffery P.K., Bousquet J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",155, 5,136,12,10,6,28,0,164
1997,"Inflammation in bronchial biopsies of subjects with chronic bronchitis: Inverse relationship of CD8+ T lymphocytes with FEV1","O'Shaughnessy T.C., Ansari T.W., Barnes N.C., Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",155, 3,260,51,24,8,83,0,343
1997,"Localization and up-regulation of mucin (MUC2) gene expression in human nasal biopsies of patients with cystic fibrosis","Li D., Jeffery P.K., Wang D., Majumdar S., Jany B., Durham S.R., Cottrell J., Caplen N., Geddes D.M., Alton E.W.F.W.",00223417,"Journal of Pathology",181, 3,22,1,1,0,2,0,24
1997,"Pathology of asthma and COPD: A synopsis","Jeffery P.K.",09059180,"European Respiratory Review",7, 43,13,1,0,0,1,0,14
1996,"Diverse cellular TGF-?1 and TGF-?3 gene expression in normal human and murine lung","Coker R.K., Laurent G.J., Shahzeidi S., Hernandez-Rodriguez N.A., Pantelidis P., Du Bois R.M., Jeffery P.K., McAnulty R.J.",09031936,"European Respiratory Journal",9, 12,25,3,3,2,8,0,33
1996,"Asthma Prophylaxis Agents Alter the Function of an Airway Epithelial Chloride Channel","Alton E.W.F.W., Williams A.J., Kingsleigh-Smith D.J., Munkonge F.M., Smith S.N., Lindsay A.R.G., Gruenert D.C., Jeffery P.K., Norris A., Geddes D.M.",10441549,"American Journal of Respiratory Cell and Molecular Biology",14, 4,29,1,0,0,1,0,30
1996,"A Role for the ?2 Integrin CD11b in Mediating Experimental Lung Injury in Mice","Miotla J.M., Williams T.J., Hellewell P.G., Jeffery P.K.",10441549,"American Journal of Respiratory Cell and Molecular Biology",14, 4,18,0,0,0,0,0,18
1996,"Bronchial biopsies and airway inflammation","Jeffery P.K.",09031936,"European Respiratory Journal",9, 8,36,0,2,2,4,0,40
1995,"The distribution and density of airway Vasoactive intestinal polypeptide (VIP) binding sites in cystic fibrosis and asthma","Sharma R.K., Addis B.J., Jeffery P.K.",09520600,"Pulmonary Pharmacology",8, 2-3,6,1,0,0,1,0,7
1995,"Airway and lung elastic fibre is not reduced in asthma nor in asthmatics following corticosteroid treatment","Godfrey R.W.A., Lorimer S., Majumdar S., Adelroth E., Johnston P.W., Rogers A.V., Johansson S.-A., Jeffery P.K.",09031936,"European Respiratory Journal",8, 6,23,0,0,0,0,0,23
1995,"Liposome-mediated CFTR gene transfer to the nasal epithelium of patients with cystic fibrosis","Caplen N.J., Coutelle C., Huang L., Porteous D.J., Williamson R., Geddes D.M., Alton E.W.F.W., Middleton P.G., Dorin J.R., Stevenson B.J., Durham S.R., Jeffery P.K., Hudson M.E.",10788956,"Nature Medicine",1, 1,481,7,11,14,32,0,513
1995,"Fibrosing alveolitis in systemic sclerosis: Increase in memory T-cells in lung interstitium","Wells A.U., Lorimer S., Majumdar S., Harrison N.K., Corrin B., Black C.M., Jeffery P.K., Du Bois R.M.",09031936,"European Respiratory Journal",8, 2,30,1,3,2,6,0,36
1995,"Interleukin-8: Differential expression in lone fibrosing alveolitis and systemic sclerosis","Southcott A.M., Jeffery P.K., Du Bois R.M., Jones K.P., Li D., Majumdar S., Cambrey A.D., Pantelidis P., Black C.M., Laurent G.J., Davies B.H.",1073449X,"American Journal of Respiratory and Critical Care Medicine",151, 5,63,4,0,2,6,0,69
1995,"Erratum: Liposome-mediated CFTR gene transfer to the nasal epithelium of patients with cystic fibrosis (Nature Medicine (January 1995) 1 (39-46))","Caplen N.J., Coutelle C., Huang L., Porteous D.J., Williamson R., Geddes D.M., Alton E.W.F.W., Middleton P.G., Dorin J.R., Stevenson B.J., Durham S.R., Jeffery P.K., Hodson M.E.",10788956,"Nature Medicine",1, 3,0,0,0,0,0,0,0
1995,"Anatomic development","Jeffery P.",1073449X,"American Journal of Respiratory and Critical Care Medicine",151, 2,1,0,0,0,0,0,1
1994,"Comparative morphology of the airways in asthma and chronic obstructive pulmonary disease","Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",150, 5,74,2,3,2,7,0,81
1994,"Increased type I procollagen mRNA transcripts in the lungs of mice during the development of bleomycin-induced fibrosis","Shahzeidi S., Jeffery P.K., Laurent G.J., McAnulty R.J.",09031936,"European Respiratory Journal",7, 11,17,1,0,0,1,0,18
1994,"A comparison between the epithelial tight junction morphology of human extrapulmonary bronchi and rat trachea","Godfrey R.W.A., Severs N.J., Jeffery P.K.",09031936,"European Respiratory Journal",7, 8,5,0,0,0,0,0,5
1994,"No effect of histamine on human bronchial epithelial cell permeabillty and tight junctional integrity in vitro","Devalia J.L., Godfrey R.W.A., Sapsford R.J., Severs N.J., Jeffery P.K., Davies R.J.",09031936,"European Respiratory Journal",7, 11,11,2,0,1,3,0,14
1993,"Non-invasive liposome-mediated gene delivery can correct the ion transport defect in cystic fibrosis mutant mice","Alton E.W.F.W., Williamson R., Fasold K.I., Miller A.D., Dickinson P., Stevenson B.J., McLachlan G., Dorin J.R., Porteous D.J., Middleton P.G., Caplen N.J., Smith S.N., Steel D.M., Munkonge F.M., Jeffery P.K., Geddes D.M., Hart S.L.",10614036,"Nature Genetics",5, 2,253,5,5,2,12,0,265
1993,"Structural alterations of airway epithelial tight junctions in cystic fibrosis: comparison of transplant and postmortem tissue.","Godfrey R.W., Severs N.J., Jeffery P.K.",10441549,"American journal of respiratory cell and molecular biology",9, 2,9,0,0,1,1,0,10
1993,"Erratum: Non-invasive liposome-mediated gene delivery can correct the ion transport defect in cystic fibrosis mutant mice (Nature Genetics (1993) 5 (135-142))","Alton E.W.F.W., Williamson R., Fasold K.I., Miller A.D., Dickinson P., Stevenson B.J., McLachlan G., Dorin J.R., Porteous D.J., Middleton P.G., Caplen N.J., Smith S.N., Steel D.M., Munkonge F.M., Jeffery P.K., Geddes D.M., Hart S.L.",10614036,"Nature Genetics",5, 3,0,0,0,0,0,0,0
1993,"Ultrastructure and immunohistology of asthma","Jeffery P.K.",09059180,"European Respiratory Review",3, 14,1,0,0,0,0,0,1
1993,"Mechanisms of action of Pseudomonas aeruginosa pyocyanin on human ciliary beat in vitro","Kanthakumar K., Taylor G., Tsang K.W.T., Cundell D.R., Rutman A., Smith S., Jeffery P.K., Cole P.J., Wilson R.",00199567,"Infection and Immunity",61, 7,30,1,3,3,7,0,37
1993,"Identification of serous-like cells in the surface epithelium of human bronchioles","Rogers A.V., Dewar A., Corrin B., Jeffery P.K.",09031936,"European Respiratory Journal",6, 4,23,2,0,0,2,0,25
1993,"Enhanced type III collagen gene expression during bleomycin induced lung fibrosis","Shahzeidi S., Mulier B., De Crombrugghe B., Jeffery P.K., McAnulty R.J., Laurent G.J.",00406376,"Thorax",48, 6,18,1,1,0,2,0,20
1992,"T lymphocytes and activated eosinophils in airway mucosa in fatal asthma and cystic fibrosis.","Azzawi M., Johnston P.W., Majumdar S., Kay A.B., Jeffery P.K.",00030805,"American Review of Respiratory Disease",145, 6,90,2,4,8,14,0,104
1992,"Freeze-fracture morphology and quantification of human bronchial epithelial tight junctions.","Godfrey R.W., Severs N.J., Jeffery P.K.",10441549,"American journal of respiratory cell and molecular biology",6, 4,9,0,1,0,1,0,10
1992,"Pathology of asthma","Jeffery P.K.",00071420,"British Medical Bulletin",48, 1,55,2,0,0,2,0,57
1992,"Interaction of capsulate Haemophilus influenzae with human airway mucosa in vitro","Read R.C., Rutman A.A., Jeffery P.K., Lund V.J., Brain A.P.R., Moxon E.R., Cole P.J., Wilson R.",00199567,"Infection and Immunity",60, 8,16,0,1,0,1,0,17
1992,"Identification of T lymphocytes, macrophages, and activated eosinophils in the bronchial mucosa in intrinsic asthma: Relationship to symptoms and bronchial responsiveness","Bentley A.M., Menz G., Storz C., Robinson D.S., Bradley B., Jeffery P.K., Durham S.R., Kay A.B.",00030805,"American Review of Respiratory Disease",146, 2,262,3,5,5,13,0,275
1992,"Cigarette smoke-induced goblet cell hyperplasia and mucosal permeability in the rat: A synopsis of the effects of N-acetylcysteine, S-carboxymethylcysteine and budesonide","Jeffery P.K.",09059180,"European Respiratory Review",2, 7,0,0,0,0,0,0,0
1992,"Effect of immunization with Freund's adjuvant and pneumolysin on histologic features of pneumococcal infection in the rat lung in vivo","Roberts P., Jeffery P.K., Mitchell T.J., Andrew P.W., Boulnois G.J., Feldman C., Cole P.J., Wilson R.",00199567,"Infection and Immunity",60, 11,2,0,0,0,0,0,2
1992,"Effects of treatment on airway inflammation and thickening of basement membrane reticular collagen in asthma: A quantitative light and electron microscopic study","Jeffery P.K., Godfrey R.W., Adelroth E., Nelson F., Rogers A., Johansson - S.A.",00030805,"American Review of Respiratory Disease",145, 4 I,306,17,20,12,49,0,355
1992,"The interaction of Streptococcus pneumoniae with intact human respiratory mucosa in vitro","Feldman C., Todd H.C., Cole P.J., Wilson R., Read R., Rutman A., Jeffery P.K., Brain A., Lund V., Mitchell T.J., Andrew P.W., Boulnois G.J.",09031936,"European Respiratory Journal",5, 5,12,1,1,0,2,0,14
1992,"Chronic obstructive pulmonary disease and cigarette smoke-induced epithelial damage","Jeffery P.K.",09059180,"European Respiratory Review",2, 9,3,0,0,0,0,0,3
1992,"Activated T-lymphocytes and eosinophils in the bronchial mucosa in isocyanate-induced asthma","Bentley A.M., Maestrelli P., Saetta M., Fabbri L.M., Robinson D.S., Bradley B.L., Jeffery P.K., Durham S.R., Kay A.B.",00916749,"Journal of Allergy and Clinical Immunology",89, 4,111,3,5,4,12,0,123
1992,"Histological features of the airways in asthma and COPD","Jeffery P.K.",00257931,"Respiration",59, 1,17,0,1,1,2,0,19
1992,"Human airway secretory cells during development and in mature airway epithelium","Jeffery P.K., Gaillard D., Moret S.",09031936,"European Respiratory Journal",5, 1,29,2,2,0,4,0,33
1991,"Eosinophils, T-lymphocytes, mast cells, neutrophils, and macrophages in bronchial biopsy specimens from atopic subjects with asthma: Comparison with biopsy specimens from atopic subjects without asthma and normal control subjects and relationship to bronchial hyperresponsiveness","Bradley B.L., Kay A.B., Azzawi M., Jacobson M., Assoufi B., Collins J.V., Irani A.-M.A., Schwartz L.B., Durham S.R., Jeffery P.K.",00916749,"Journal of Allergy and Clinical Immunology",88, 4,386,14,13,8,35,0,421
1991,"Increased hydrolysable DNA in patients with lung cancer","Sincock A.M., Partington C.K., Jeffery P.K.",02698951,"Medical Science Research",19, 23,0,0,0,0,0,0,0
1991,"Pneumolysin induces the salient histologic features of pneumococcal infection in the rat lung in vivo.","Feldman C., Cole P.J., Munro N.C., Jeffery P.K., Mitchell T.J., Andrew P.W., Boulnois G.J., Guerreiro D., Rohde J.A., Todd H.C.",10441549,"American journal of respiratory cell and molecular biology",5, 5,37,0,3,2,5,0,42
1991,"Effects of a new compound (Zy 15850A) on cigarette smoke-induced bronchitis in the rat","Rogers D.F., Godfrey R.W.A., Castro K., Majumdar S., Jeffery P.K.",00654299,"Agents and Actions",33, 3-4,7,0,0,0,0,0,7
1991,"1. Morphology: Morphology of the airway wall in asthma and in chronic obstructive pulmonary disease","Jeffery P.K.",1073449X,"American Journal of Respiratory and Critical Care Medicine",143, 5,3,0,1,0,1,0,4
1991,"Morphology of the airway wall in asthma and in chronic obstructive pulmonary disease","Jeffery P.K.",00030805,"American Review of Respiratory Disease",143, 5 I,75,0,1,0,1,0,76
1991,"Interaction of nontypable Haemophilus influenzae with human respiratory mucosa in vitro","Read R.C., Wilson R., Rutman A., Lund V., Todd H.C., Brain A.P.R., Jeffery P.K., Cole P.J.",00221899,"Journal of Infectious Diseases",163, 3,67,3,0,0,3,0,70
1991,"Quantitation of mast cells and eosinophils in the bronchial mucosa of symptomatic atopic asthmatics and healthy control subjects using immunohistochemistry [4]","Heard B.E., Jeffery P.K., Kay A.B., Djukanovic R., Roche W.R., Holgate S.T., Walls A.F., Howarth P.H.",00030805,"American Review of Respiratory Disease",143, 5 I,0,0,0,0,0,0,0
1991,"Expression of mRNA for interleukin-5 in mucosal bronchial biopsies from asthma","Hamid Q., Jeffery P.K., Quint D.J., Kay A.B., Azzawi M., Ying S., Moqbel R., Wardlaw A.J., Corrigan C.J., Bradley B., Durham S.R., Collins J.V.",00219738,"Journal of Clinical Investigation",87, 5,427,12,6,4,22,0,449
1991,"Interleukin-5 mRNA in mucosal bronchial biopsies from asthmatic subjects","Hamid Q., Jeffery P.K., Quint D.J., Kay A.B., Azzawi M., Ying S., Moqbel R., Wardlaw A.J., Corrigan C.J., Bradley B., Durham S.R., Collins J.V.",00205915,"International Archives of Allergy and Applied Immunology",94, 1-4,25,0,1,0,1,0,26
1991,"Oral N-acetylcysteine reduces bleomycin-induced collagen deposition in the lungs of mice","Shahzeidi S., Sarnstrand B., Jeffery P.K., McAnulty R.J., Laurent G.J.",09031936,"European Respiratory Journal",4, 7,27,1,3,1,5,0,32
1990,"Identification of activated T lymphocytes and eosinophils in bronchial biopsies in stable atopic asthma","Azzawi M., Kay A.B., Bradley B., Jeffery P.K., Frew A.J., Wardlaw A.J., Knowles G., Assoufi B., Collins J.V., Durham S.",00030805,"American Review of Respiratory Disease",142, 6,476,8,18,5,31,0,507
1990,"Influence of dehydration and watering on camel red cell size: A scanning electron microscopic study","Schroter R.C., Filali R.Z., Brain A.P.R., Jeffery P.K., Robertshaw D.",00345687,"Respiration Physiology",81, 3,0,0,0,0,0,0,0
1990,"T lymphocytes and eosinophils in allergen-induced late-phase asthmatic reactions in the guinea pig","Frew A.J., Church M.K., Holgate S.T., Moqbel R., Azzawi M., Hartnell A., Barkans J., Jeffery P.K., Kay A.B., Scheper R.J., Varley J.",00030805,"American Review of Respiratory Disease",141, 2 I,31,1,1,0,2,0,33
1990,"Airway ?-adrenoceptor number in cystic fibrosis and asthma","Sharma R.K., Jeffery P.K.",01435221,"Clinical Science",78, 4,21,0,1,0,1,0,22
1990,"Presence of intestinal intraepithelial lymphocytes in mice with severe combined immunodeficiency disease","Croitoru K., Stead R.H., Bienenstock J., Fulop G., Harnish D.G., Shultz L.D., Jeffery P.K., Ernst P.B.",00142980,"European Journal of Immunology",20, 3,14,1,0,0,1,0,15
1989,"Bronchial biopsies in asthma. An ultrastructural, quantitative study and correlation with hyperreactivity","Jeffery P.K., Wardlaw A.J., Nelson F.C., Collins J.V., Kay A.B.",00030805,"American Review of Respiratory Disease",140, 6,459,21,16,8,45,0,504
1989,"Oral N-acetylcysteine or S-carboxymethylcysteine inhibit cigarette smoke-induced hypersecretion of mucus in rat larynx and trachea in situ","Rogers D.F., Turner N.C., Marriott C., Jeffery P.K.",09041850,"European Respiratory Journal",2, 10,9,1,0,0,1,0,10
1989,"Bronchial casts associated with hilar lymphatic and pulmonary lymphoid abnormalities","Wiggins J., Sheffield E., Jeffery P.K., Geddes D.M., Corrin B.",00406376,"Thorax",44, 3,11,1,1,0,2,0,13
1988,"Surface morphology of human airway mucosa: Normal, carcinoma or systic fibrosis","Jeffery P.K., Brain A.P.R.",08917035,"Scanning Microscopy",2, 1,6,2,1,1,4,0,10
1988,"Antileucoprotease in the developing fetal lung","Willems L.N.A., Kramps J.A., Jeffery P.K., Dijkman J.H.",00406376,"Thorax",43, 10,2,0,0,0,0,0,2
1988,"Response of laryngeal and tracheo-bronchial surface lining to inhaled cigarette smoke in normal and vitamin A-deficient rats: A scanning electron microscopic study","Jeffery P.K., Brain A.P.R., Shields P.A., Quinn B.P., Betts T.",08917035,"Scanning Microscopy",2, 1,5,0,0,0,0,0,5
1988,"Oral N-acetylcysteine speeds reversal of cigarette smoke-induced mucous cell hyperplasia in the rat","Rogers D.F., Godfrey R.W.A., Majumdar S., Jeffery P.K.",01902148,"Experimental Lung Research",14, 1,7,2,0,0,2,0,9
1988,"Proliferation and differentiation in mammalian airway epithelium","Ayers M.M., Jeffery P.K.",09031936,"European Respiratory Journal",1, 1,67,1,0,2,3,0,70
1987,"The combined effects of vitamin A-deficiency and cigarette smoke on rat tracheal epithelium","Shields P.A., Jeffery P.K.",00071021,"British Journal of Experimental Pathology",68, 5,5,0,0,0,0,0,5
1987,"The origins of secretions in the lower respiratory tract.","Jeffery P.K.",01064347,"European journal of respiratory diseases. Supplement",153, ,4,0,0,0,0,0,4
1987,"Cigarette smoke-induced 'chronic bronchitis': A study in situ of laryngo-tracheal hypersecretion in the rat","Rogers D.F., Turner N.C., Marriott C., Jeffery P.K.",01435221,"Clinical Science",72, 5,5,1,0,0,1,0,6
1986,"Anti-inflammatory drugs and experimental bronchitis","Jeffery P.K.",01064339,"European Journal of Respiratory Diseases",69, 146,8,0,2,0,2,0,10
1986,"Inhibition of cigarette smoke-induced airway secretory cell hyperplasia by indomethacin, dexamethasone, prednisolone, or hydrocortisone in the rat","Rogers D.F., Jeffery P.K.",01902148,"Experimental Lung Research",10, 3,19,0,2,0,2,0,21
1986,"Indomethacin and flurbiprofen speed recovery of rat bronchial epithelium after exposure to cigarette smoke","Rogers D.F., Jeffery P.K.",01902148,"Experimental Lung Research",10, 3,4,0,0,0,0,0,4
1986,"Inhibition by oral N-acetylcysteine of cigarette smoke-induced 'bronchitis' in the rat","Rogers D.F., Jeffery P.K.",01902148,"Experimental Lung Research",10, 3,28,3,3,0,6,0,34
1986,"Nicotine does not cause 'bronchitis' in the rat","Rogers D.F., Williams D.A., Jeffery P.K.",01435221,"Clinical Science",70, 5,1,0,0,0,0,0,1
1985,"Effect of oral acetylcysteine on tobacco smoke-induced secretory cell hyperplasia","Jeffery P.K., Rogers D.F., Ayers M.M.",01064339,"European Journal of Respiratory Diseases",66, 139,8,0,0,0,0,0,8
1985,"Project managers and major projects","Jeffery P.",02637863,"International Journal of Project Management",3, 4,2,1,0,0,1,0,3
1983,"Morphologic features of airway surface epithelial cells and glands","Jeffery P.K.",00030805,"American Review of Respiratory Disease",128, 2,47,3,5,0,8,0,55
1982,"The mechanisms and control of bronchial mucous cell hyperplasia","Jeffery P.K., Ayers M., Rogers D.F.",00123692,"Chest",81, 5,2,0,0,0,0,0,2
1982,"The mechanisms and control of bronchial mucous cell hyperplasia.","Jeffery P.K., Ayers M., Rogers D.",00652598,"Advances in Experimental Medicine and Biology",144, ,2,0,0,0,0,0,2
1982,"The effect of serum on the secretion of radiolabeled mucous macromolecules into the lumen of the cat trachea","Peatfield A.C., Hall R.L., Richardson P.S., Jeffery P.K.",00030805,"American Review of Respiratory Disease",125, 2,0,0,0,0,0,0,0
1981,"The effect of tobacco smoke, with or without phenylmethyloxadiazole (PMO), on rat bronchial epithelium: A light and electron microscopic study","Jeffery P.K., Reid L.M.",00223417,"Journal of Pathology",133, 4,15,0,0,0,0,0,15
1980,"The effect of indomethacin on the response of bronchial epithelium to tobacco smoke","Greig N., Ayers M., Jeffery P.K.",00223417,"Journal of Pathology",132, 1,3,0,0,1,1,0,4
1979,"Experimental degeneration of intra-epithelial nerve fibres in cat airways","Das R.M., Jeffery P.K., Widdicombe J.G.",00218782,"Journal of Anatomy",128, 2,11,0,0,0,0,0,11
1978,"Intraepithelial nerve fibres of the cat larynx and the expiration reflex [proceedings]","Jeffery P.K., Korpas J., Widdicombe J.G.",00223751,"Journal of Physiology",275, ,2,0,0,0,0,0,2
1978,"Structure and function of mucus-secreting cells of cat and goose airway epithelium.","Jeffery P.K.",03005208,"Ciba Foundation symposium",, 54,3,0,0,0,0,0,3
1978,"The epithelial innervation of the lower respiratory tract of the cat","Das R.M., Jeffery P.K., Widdicombe J.G.",00218782,"Journal of Anatomy",126, 1,11,0,0,0,0,0,11
1978,"The nature and origin of tracheal secretions released in response to pilocarpine and ammonia","Gallagher J.T., Hall R.L., Jeffery P.K.",00223751,"Journal of Physiology",275, ,0,0,0,0,0,0,0
1977,"The histochemistry of the jaw muscles of the mature and maturing rat [proceedings]","Bennett J.H., Jeffery P.K., Weber W.V.",00223751,"Journal of Physiology",270, 1,1,0,0,0,0,0,1
1977,"The structure and function of intra-epithelial nerve fibres of the respiratory tract in the cat [proceedings].","Das R.M., Jeffery P.K., Widdicombe J.G.",00223751,"Journal of Physiology",270, 1,1,0,0,0,0,0,1
1976,"Location of stretch receptors in the trachea and bronchi of the dog","Bartlett Jr. D., Jeffery P., Sant'Ambrogio G., Wise J.C.M.",00223751,"Journal of Physiology",258, 2,22,1,0,0,1,0,23
1975,"New observations of rat airway epithelium: a quantitative and electron microscopic study","Jeffery P.K., Reid L.",00218782,"Journal of Anatomy",120, 2,38,4,3,0,7,0,45
1973,"The ultrastructure of normal large bronchi","Jeffery P., Reid L.",,"BRONCHES",23, 6,0,0,0,0,0,0,0
1973,"Intra-epithelial nerves in normal rat airways: a quantitative electron microscopic study.","Jeffery P., Reid L.",00218782,"Journal of Anatomy",114, 1,11,0,0,0,0,0,11
