1998,"Changes in nitric oxide synthase activity in the porcine lung after birth","Arrigoni F.I., Hislop A.A., Mitchell J.A., Pollock J., Haworth S.G.",00406376,"Thorax",53, 4,1,0,0,0,0,0,1
1998,"Expression and release of interleukin-8 by human airway smooth muscle cells: Inhibition by Th-2 cytokines and corticosteroids","John M., Au B.-T., Jose P.J., Lim S., Saunders M., Barnes P.J., Mitchell J.A., Belvisi M.G., Chung K.F.",10441549,"American Journal of Respiratory Cell and Molecular Biology",18, 1,122,1,2,0,3,0,125
1998,"Expression of cyclo-oxygenase-2 in human airway smooth muscle is associated with profound reductions in cell growth","Belvisi M.G., Saunders M., Yacoub M., Mitchell J.A.",00071188,"British Journal of Pharmacology",125, 5,62,1,2,0,3,0,65
1998,"Cyclooxygenase-2 as a therapeutic target","Mitchell J.A., Evans T.W.",10233830,"Inflammation Research",47, 2,45,1,1,3,5,0,50
1998,"Differential induction of cyclooxygenase-2 in human arterial and venous smooth muscle: Role of endogenous prostanoids","Bishop-Bailey D., Pepper J.R., Larkin S.W., Mitchell J.A.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",18, 10,50,0,3,1,4,0,54
1998,"Cyclo-oxygenase-2 regulates inducible ICAM-1 and VCAM-1 expression in human vascular smooth muscle cells","Bishop-Bailey D., Burke-Gaffney A., Hellewell P.G., Pepper J.R., Mitchell J.A.",0006291X,"Biochemical and Biophysical Research Communications",249, 1,28,1,0,0,1,0,29
1998,"Induction of nitric oxide synthase in human vascular smooth muscle: Interactions between proinflammatory cytokines","Chester A.H., Yacoub M.H., Borland J.A.A., Buttery L.D.K., Mitchell J.A., Cunningham D.A., Hafizi S., Hoare G.S., Springall D.R., Polak J.M.",00086363,"Cardiovascular Research",38, 3,41,1,2,0,3,0,44
1998,"Vascular endothelial growth factor upregulates constitutive cyclooxygenase 1 in primary bovine and human endothelial cells","Bryant C.E., Appleton I., Mitchell J.A.",00243205,"Life Sciences",62, 24,39,2,1,0,3,0,42
1998,"Evidence for intracellular endothelin converting enzyme in human vascular smooth muscle cells","Woods M., Wood E.G., Mitchell J.A., Warner T.D.",08926638,"FASEB Journal",12, 4,0,0,0,0,0,0,0
1998,"Reactive oxygen species in acute lung injury","Chabot F., Mitchell J.A., Gutteridge J.M.C., Evans T.W.",09031936,"European Respiratory Journal",11, 3,157,12,18,5,35,0,192
1998,"The role of endogenous nitric oxide in modulating ischemia-reperfusion injury in the isolated, blood-perfused rat lung","Lu Y.-T., Liu S.F., Mitchell J.A., Malik A.B., Hellewell P.G., Evans T.W.",1073449X,"American Journal of Respiratory and Critical Care Medicine",157, 1,31,0,0,0,0,0,31
1998,"Production of nitric oxide during surgery involving cardiopulmonary bypass","Brett S.J., Quinlan G.J., Mitchell J., Pepper J.R., Evans T.W.",00903493,"Critical Care Medicine",26, 2,38,1,2,0,3,0,41
1998,"Cyclo-oxygenase [1] (multiple letters)","Sampson A., Holgate S., Austen K.F., Szczeklik A., Mitchell J.A., Belvisi M.G.",00406376,"Thorax",53, 8,4,1,0,1,2,0,6
1997,"Too many COX (cyclo-oxygenase) spoil the broth: Aspirin-sensitive asthma and 5-lipoxygenase","Mitchell J.A., Belvisi M.G.",00406376,"Thorax",52, 11,16,1,0,0,1,0,17
1997,"Oxidant stress induces the release of both PGE2 and 8-iso PGF2? by a COX-2 dependent pathway","Jourdan K.B., Evans T.W., Quinlan G., Mitchell J.A.",00406376,"Thorax",52, 6,0,0,0,0,0,0,0
1997,"Co-induction of iNOS and COX-2 in P.A. smooth muscle cells: A comparison between rat and human","Jourdan K.B., Mitchell J.A., Evans T.W.",00406376,"Thorax",52, 6,0,0,0,0,0,0,0
1997,"Induction of cyclooxygenase-2 in human saphenous vein and internal mammary artery","Bishop-Bailey D., Pepper J.R., Haddad E.-B., Newton R., Larkin S.W., Mitchell J.A.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",17, 9,41,3,1,0,4,0,45
1997,"Role of nitric oxide in the dilator actions of capsaicin-sensitive nerves in the rabbit coronary circulation","Mitchell J.A., Williams F.M., Williams T.J., Larkin S.W.",01434179,"Neuropeptides",31, 4,12,0,1,1,2,0,14
1997,"In vivo treatment with endotoxin increases rat pulmonary vascular contractility despite NOS induction","Griffiths M.J.D., Curzen N.P., Mitchell J.A., Evans T.W.",1073449X,"American Journal of Respiratory and Critical Care Medicine",156, 2 I,16,1,0,0,1,0,17
1997,"Characterization of the vasodilator properties of peroxynitrite on rat pulmonary artery: Role of poly (adenosine 5'-diphosphoribose) synthase","Chabot F., Mitchell J.A., Quinlan G.J., Evans T.W.",00071188,"British Journal of Pharmacology",121, 3,45,5,0,1,6,0,51
1997,"Sodium salicylate inhibits cyclo-oxygenase-2 activity independently of transcription factor (nuclear factor ?B) activation: Role of arachidonic acid","Mitchell J.A., Saunders M., Barnes P.J., Newton R., Belvisi M.G.",0026895X,"Molecular Pharmacology",51, 6,67,0,2,0,2,0,69
1997,"Characterization of the induction of nitric oxide synthase and cyclo-oxygenase in rat aorta in organ culture","Bishop-Bailey D., Larkin S.W., Warner T.D., Chen G., Mitchell J.A.",00071188,"British Journal of Pharmacology",121, 1,74,2,2,1,5,0,79
1997,"Release of isoprostanes by human pulmonary artery in organ culture: A cyclo-oxygenase and nitric oxide dependent pathway","Jourdan K.B., Mitchell J.A., Evans T.W.",0006291X,"Biochemical and Biophysical Research Communications",233, 3,42,2,1,0,3,0,45
1997,"Evidence for a dilator function of 8-iso prostaglandin F(2?) in rat pulmonary artery","Jourdan K.B., Evans T.W., Curzen N.P., Mitchell J.A.",00071188,"British Journal of Pharmacology",120, 7,35,2,1,0,3,0,38
1997,"Dual action of nitric oxide on airway plasma leakage","Bernareggi M., Mitchell J.A., Barnes P.J., Belvisi M.C.",1073449X,"American Journal of Respiratory and Critical Care Medicine",155, 3,56,2,1,1,4,0,60
1997,"Induction of cyclo-oxygenase-2 by cytokines in human cultured airway smooth muscle cells: Novel inflammatory role of this cell type","Belvisi M.G., Saunders M.A., Haddad E.-B., Hirst S.J., Yacoub M.H., Barnes P.J., Mitchell J.A.",00071188,"British Journal of Pharmacology",120, 5,117,5,2,0,7,0,124
1997,"Release of granulocyte-macrophage colony stimulating factor by human cultured airway smooth muscle cells: Suppression by dexamethasone","Saunders M.A., Mitchell J.A., Seldon P.M., Yacoub M.H., Barnes P.J., Giembycz M.A., Belvisi M.G.",00071188,"British Journal of Pharmacology",120, 4,86,1,2,0,3,0,89
1996,"Peroxynitrite is a vasodilator of rat pulmonary arteries at concetrations that do not cause endothelial dysfunction","Chabot F., Mitchell J.A., Quinlan G., Evans T.W.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"Endothelin-1-induced contraction of pulmonary arteries from endotoxemic rats is attenuated by the endothelin-A receptor antagonist, BQ123","Curzen N.P., Mitchell J.A., Jourdan K.B., Griffiths M.J.D., Evans T.W.",00903493,"Critical Care Medicine",24, 12,14,0,0,0,0,0,14
1996,"Differential release of 8-isoprostanes and prostaglandin (PG) E2 by human pulmonary artery","Jourdan K.B., Evans T.W., Yacoub M., Mitchell J.A.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"Role of poly-ADP ribosyltransferase in the vasodilator actions of peroxynitrite","Chabot F., Mitchell J.A., Quinlan G., Evans T.W.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"8-iso PGF2? constricts and dilates rat pulmonary artery","Jourdan K.B., Evans T.W., Curzen N.P., Mitchell J.A.",00406376,"Thorax",51, 3,0,0,0,0,0,0,0
1996,"Endothelial modification of pulmonary vascular tone","Curzen N.P., Jourdan K.B., Mitchell J.A.",03424642,"Intensive Care Medicine",22, 6,8,0,0,0,0,0,8
1995,"Distribution of cyclooxygenase isoforms in murine chronic granulomatous inflammation. Implications for future anti-inflammatory therapy","Appleton I., Tomlinson A., Mitchell J.A., Willoughby D.A.",00223417,"Journal of Pathology",176, 4,46,2,3,0,5,0,51
1995,"Nitric oxide synthase in the rat fallopian tube is regulated during the oestrous cycle","Bryant C.E., Tomlinson A., Mitchell J.A., Thiemermann C., Willoughby D.A.",00220795,"Journal of Endocrinology",146, 1,39,2,1,1,4,0,43
1995,"Nitric oxide synthase activity is elevated in inflammatory lung disease in humans","Belvisi M., Barnes P.J., Larkin S., Yacoub M., Tadjkarimi S., Williams T.J., Mitchell J.A.",00142999,"European Journal of Pharmacology",283, 1-3,54,0,1,0,1,0,55
1995,"Comparison of the induction of cyclooxygenase and nitric oxide synthase by endotoxin in endothelial cells and macrophages","Akarasereenont P., Mitchell J.A., Bakhle Y.S., Thiemermann C., Vane J.R.",00142999,"European Journal of Pharmacology",273, 1-2,77,2,2,1,5,0,82
1995,"Nitric oxide as a neurotransmitter in human airways","Belvisi M.G., Ward J.K., Mitchell J.A., Barnes P.J.",00039780,"Archives Internationales de Pharmacodynamie et de Therapie",329, 1,53,3,3,0,6,0,59
1995,"Co-induction of nitric oxide synthase and cyclo-oxygenase: Interactions between nitric oxide and prostanoids","Swierkosz T.A., Mitchell J.A., Warner T.D., Botting R.M., Vane J.R.",00071188,"British Journal of Pharmacology",114, 7,248,6,7,0,13,0,261
1995,"Cyclooxygenase-2: Regulation and relevance in inflammation","Mitchell J.A., Larkin S., Williams T.J.",00062952,"Biochemical Pharmacology",50, 10,220,14,16,3,33,0,253
1994,"Effects of Cyclic GMP on Smooth Muscle Relaxation","Warner T.D., Mitchell J.A., Sheng H., Murad F.",10543589,"Advances in Pharmacology",26, C,66,4,0,2,6,0,72
1994,"Relationship between different isoforms of nitric oxide synthase and cyclooxygenase in various cell types","Swierkosz T.A., Mitchell J.A., Tomlinson A., Botting R.M., Warner T.D., Vane J.R.",12306002,"Polish Journal of Pharmacology",46, 6,13,0,0,0,0,0,13
1994,"Inducible isoforms of cyclooxygenase and nitric-oxide synthase in inflammation","Vane J.R., Mitchell J.A., Appleton I., Tomlinson A., Bishop-Bailey D., Croxtall J., Willoughby D.A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",91, 6,653,23,28,11,62,0,715
1994,"Cyclo-oxygenase and nitric oxide synthase isoforms in rat carrageenin-induced pleurisy","Tomlinson A., Appleton I., Moore A.R., Gilroy D.W., Willis D., Mitchell J.A., Willoughby D.A.",00071188,"British Journal of Pharmacology",113, 3,156,3,4,2,9,0,165
1994,"Induction of cyclo-oxygenase-2 by cytokines in human pulmonary epithelial cells: Regulation by dexamethasone","Mitchell J.A., Belvisi M.G., Akarasereenont P., Robbins R.A., Kwon O.-J., Croxtall J., Barnes P.J., Vane J.R.",00071188,"British Journal of Pharmacology",113, 3,214,6,6,2,14,0,228
1994,"Involvement of tyrosine kinase in the induction of cyclo-oxygenase and nitric oxide synthase by endotoxin in cultured cells","Akarasereenont P., Mitchell J.A., Appleton I., Thiemermann C., Vane J.R.",00071188,"British Journal of Pharmacology",113, 4,88,0,1,0,1,0,89
1993,"Selectivity of nonsteroidal antiinflammatory drugs as inhibitors of constitutive and inducible cyclooxygenase","Mitchell J.A., Akarasereenont P., Thiemermann C., Flower R.J., Vane J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",90, 24,1012,30,31,13,74,0,1086
1993,"Particulate endothelial nitric oxide synthase: Requirement and content of tetrahydrobiopterin, FAD, and FMN","Pollock J.S., Werner E.R., Mitchell J.A., Forstermann U.",10623329,"Endothelium: Journal of Endothelial Cell Research",1, 3,3,0,0,0,0,0,3
1993,"Nifedipine inhibits the induction of nitric oxide synthase by bacterial lipopolysaccharide","Szabo C., Mitchell J.A., Gross S.S., Thiemermann C., Vane J.R.",00223565,"Journal of Pharmacology and Experimental Therapeutics",265, 2,54,0,2,1,3,0,57
1993,"Eicosanoids and atherosclerosis","Thiemermann C., Mitchell J.A., Ferns G.A.A.",09579672,"Current Opinion in Lipidology",4, 5,5,0,0,0,0,0,5
1993,"Vascular hyporeactivity to vasoconstrictor agents and hemodynamic decompensation in hemorrhagic shock is mediated by nitric oxide","Thiemermann C., Szabo C., Mitchell J.A., Vane J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",90, 1,218,8,8,3,19,0,237
1993,"Nitric oxide-mediated hyporeactivity to noradrenaline precedes the induction of nitric oxide synthase in endotoxin shock","Szabo C., Mitchell J.A., Thiemermann C., Vane J.R.",00071188,"British Journal of Pharmacology",108, 3,325,4,3,0,7,0,332
1993,"Support of renal blood flow after ischaemic-reperfusion injury by endogenous formation of nitric oxide and of cyclo-oxygenase vasodilator metabolites","Critsol J.P., Thiemermann C., Mitchell J.A., Walder C., Vane J.R.",00071188,"British Journal of Pharmacology",109, 1,51,1,2,1,4,0,55
1993,"Induction by endotoxin of nitric oxide synthase in the rat mesentery: Lack of effect on action of vasoconstrictors","Mitchell J.A., Kohlhaas K.L., Sorrentino R., Warner T.D., Murad F., Vane J.R.",00071188,"British Journal of Pharmacology",109, 1,82,1,3,1,5,0,87
1993,"Platelet-activating factor contributes to the induction of nitric oxide synthase by bacterial lipopolysaccharide","Szabo C., Wu C.-C., Mitchell J.A., Gross S.S., Thiemermann C., Vane J.R.",00097330,"Circulation Research",73, 6,103,1,3,0,4,0,107
1992,"Detection by bioassay and specific enzyme-linked immunosorbent assay of phosphoramidon-inhibitable endothelin-converting activity in brain and endothelium","Warner T.D., Budzik G.P., Mitchell J.A., Huang Z.-J., Murad F.",01602446,"Journal of Cardiovascular Pharmacology",20, 12,2,1,2,0,3,0,5
1992,"Induction of NADPH-dependent diaphorase and nitric oxide synthase activity in aortic smooth muscle and cultured macrophages","Mitchell J.A., Kohlhaas K.L., Matsumoto T., Pollock J.S., Forstermann U., Warner T.D., Schmidt H.H.H.W., Murad F.",0026895X,"Molecular Pharmacology",41, 6,29,1,1,0,2,0,31
1992,"Bioassay for EDRF/NO by accumulation of cyclic GMP in RFL-6 fetal rat lung fibroblasts","Warner T.D., Forstermann U., Ishii K., Mitchell J.A., Nakane M., Pollock J.S., Schmidt H.H.H.W., Sheng H., Murad F.",10586741,"Neuroprotocols",1, 2,1,0,0,0,0,0,1
1992,"Characterization of endothelin-converting enzyme from endothelial cells and rat brain: Detection of the formation of biologically active endothelin-1 by rapid bioassay","Warner T.D., Mitchell J.A., D'Orleans-Juste P., Ishii K., Forstermann U., Murad F.",0026895X,"Molecular Pharmacology",41, 2,4,0,0,1,1,0,5
1992,"Human brain contains a metalloprotease that converts big endothelin-1 to endothelin-1 and is inhibited by phosphoramidon and EDTA","Warner T.D., Schmidt H.H.H.W., Kuk J., Mitchell J.A., Murad F.",00071188,"British Journal of Pharmacology",106, 3,5,1,0,0,1,0,6
1992,"Regional differences in endothelin converting enzyme activity in rat brain: Inhibition by phosphoramidon and EDTA","Warner T.D., Budzik G.P., Matsumoto T., Mitchell J.A., Forstermann U., Murad F.",00071188,"British Journal of Pharmacology",106, 4,16,0,2,0,2,0,18
1992,"Different patterns of release of endothelium-derived relaxing factor and prostacyclin","Mitchell J.A., De Nucci G., Warner T.D., Vane J.R.",00071188,"British Journal of Pharmacology",105, 2,21,0,1,0,1,0,22
1992,"Characterization and localization of nitric oxide synthase in non-adrenergic non-cholinergic nerves from bovine retractor penis muscles","Sheng H., Schmidt H.H.W., Nakane M., Mitchell J.A., Pollock J.S., Fostermann U., Murad F.",00071188,"British Journal of Pharmacology",106, 4,27,0,0,0,0,0,27
1992,"Nitric oxide synthase in ferret brain: Localization and characterization","Matsumoto T., Mitchell J.A., Schmidt H.H.H.W., Kohlhaas K.L., Warner T.D., Forstermann U., Murad F.",00071188,"British Journal of Pharmacology",107, 3,6,0,0,0,0,0,6
1992,"The nitric oxide-cyclic GMP signal transduction pathway in vascular smooth muscle preparations and other tissues","Murad F., Tracey R., Buechler W., Forstermann U., Nakane M., Schmidt H., Pollock J., Sheng H., Matsumoto T., Warner T., Mitchell J.",00215198,"Japanese Journal of Pharmacology",58, 2,14,2,1,0,3,0,17
1992,"Comparison of the release of vasoactive factors from venous and arterial bovine cultured endothelial cells","D'Orleans-Juste P., Mitchell J.A., Wood E.G., Hecker M., Vane J.R.",00084212,"Canadian Journal of Physiology and Pharmacology",70, 5,10,0,0,0,0,0,10
1991,"Isoforms of nitric oxide synthase. Characterization and purification from different cell types","Forstermann U., Schmidt H.H.H.W., Pollock J.S., Sheng H., Mitchell J.A., Warner T.D., Nakane M., Murad F.",00062952,"Biochemical Pharmacology",42, 10,443,19,12,3,34,0,477
1991,"Endothelial cells have a particulate enzyme system responsible for EDRF formation: Measurement by vascular relaxation","Mitchell J.A., Forstermann U., Warner T.D., Pollock J.S., Schmidt H.H.H.W., Heller M., Murad F.",0006291X,"Biochemical and Biophysical Research Communications",176, 3,16,2,0,0,2,0,18
1991,"The biosynthesis of endothelium-derived relaxing factor by endothelial cells as a means of removing excess nitrogen","Hecker M., Sessa W.C., Mitchell J.A., Anggard E.E., Vane J.R.",01602446,"Journal of Cardiovascular Pharmacology",17, 3,4,0,0,0,0,0,4
1991,"Characterization of nitric oxide synthases in non-adrenergic non-cholinergic nerve containing tissue from the rat anococcygeus muscle","Mitchell J.A., Sheng H., Forstermann U., Murad F.",00071188,"British Journal of Pharmacology",104, 2,37,0,1,0,1,0,38
1991,"Purification and characterization of particulate endothelium-derived relaxing factor synthase from cultured and native bovine aortic endothelial cells","Pollock J.S., Forstermann U., Mitchell J.A., Warner T.D., Schmidt H.H.H.W., Nakane M., Murad F.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",88, 23,522,23,23,5,51,0,573
1991,"Phosphorylation by calcium calmodulin-dependent protein kinase II and protein kinase C modulates the activity of nitric oxide synthase","Nakane M., Mitchell J., Forstermann U., Murad F.",0006291X,"Biochemical and Biophysical Research Communications",180, 3,139,6,1,1,8,0,147
1991,"Alkaline buffers release EDRF from bovine cultured aortic endothelial cells","Mitchell J.A., De Nucci G., Warner T.D., Vane J.R.",00071188,"British Journal of Pharmacology",103, 2,17,1,0,1,2,0,19
1991,"Inhibition of the release of endothelium-derived relaxing factor in vitro and in vivo by dipeptides containing N(G)-nitro-L-arginine","Thiemermann C., Mustafa M., Mester P.A., Mitchell J.A., Hecker M., Vane J.R.",00071188,"British Journal of Pharmacology",104, 1,6,0,0,0,0,0,6
1990,"The metabolism of L-arginine and its significance for the biosynthesis of endothelium-derived relaxing factor: L-glutamine inhibits the generation of L-arginine by cultured endothelial cells","Sessa W.C., Hecker M., Mitchell J.A., Vane J.R.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",87, 21,65,0,0,2,2,0,67
1990,"L-glutamine inhibits the release of endothelium-derived relaxing factor from the rabbit aorta","Swierkosz T.A., Mitchell J.A., Sessa W.C., Hecker M., Vane J.R.",0006291X,"Biochemical and Biophysical Research Communications",172, 1,14,0,2,0,2,0,16
1990,"Cultured endothelial cells maintain their L-arginine level despite the continuous release of EDRF","Mitchell J.A., Hecker M., Anggard E.E., Vane J.R.",00142999,"European Journal of Pharmacology",182, 3,39,0,0,0,0,0,39
1990,"N(G)-monomethyl-L-arginine but not N(?)-nitro-L-arginine is metabolized by endothelial cells to L-citrulline","Hecker M., Mitchell J.A., Harris H.J., Katsura M., Thiemermann C., Vane J.R.",00142999,"European Journal of Pharmacology",183, 2,0,0,0,0,0,0,0
1990,"Endothelial cells metabolize N(G)-monomethyl-L-arginine to L-citrulline and subsequently to L-arginine","Hecker M., Mitchell J.A., Harris H.J., Katsura M., Thiemermann C., Vane J.R.",0006291X,"Biochemical and Biophysical Research Communications",167, 3,70,0,1,0,1,0,71
1990,"The generation of L-arginine in endothelial cells is linked to the release of endothelium-derived relaxing factor","Mitchell J.A., Hecker M., Vane J.R.",00142999,"European Journal of Pharmacology",176, 2,22,0,0,0,0,0,22
1990,"Bradykinin, high pH and polycations release endothelium-derived relaxing factor from bovine cultured aortic endothelial cells by distinct mechanisms that are all inhibited by N(G)-monomethyl-L-arginine","Mitchell J.A., Kondo K., Korbut R., Vane J.R.",,"Nitric oxide from L-arginine: a bioregulatory system: proceedings of a Symposium on Biological Importance of Nitric Oxide. ICS897",, ,0,0,0,0,0,0,0
1990,"Inhibition by L-glutamine of the release of endothelium-derived relaxing factor from cultured endothelial cells","Hecker M., Mitchell J.A., Swierkosz T.A., Sessa W.C., Vane J.R.",00071188,"British Journal of Pharmacology",101, 2,22,0,1,0,1,0,23
1989,"Endothelin-1 and endothelin-3 release EDRF from isoalted perfused arterial vessels of the rat and rabbit","Warner T.D., Mitchell J.A., De Nucci G., Vane J.R.",01602446,"Journal of Cardiovascular Pharmacology",13, 5,122,0,3,1,4,0,126
1989,"Simultaneous measurement of endothelium-derived relaxing factor by bioassay and guanylate cyclase stimulation","Kondo K., Mitchell J.A., De Nucci G., Vane J.R.",00071188,"British Journal of Pharmacology",98, 2,12,0,0,0,0,0,12
1969,"Induction of nitric oxide synthase in human vascular smooth muscle: Interactions between proinflammatory cytokines","Chester A.H., Borland J.A.A., Buttery L.D.K., Mitchell J.A., Cunningham D.A., Hafizi S., Hoare G.S., Springall D.R., Polak J.M., Yacoub M.H.",00086363,"Cardiovascular Research",3, 4,0,0,0,0,0,0,0
