,"This is a citation overview for a set of 148 documents.",,,,,,,,,,,,
1992,"Reduction of feeding by the desert locust, Schistocerca gregaria, after infection with Metarhizium flavoviride","Moore D., Reed M., Le Patourel G., Abraham Y.J., Prior C.",00222011,"Journal of Invertebrate Pathology",60, 3,47,2,2,1,5,0,52
1992,"Technical note: mineral deposits on Dacron bags during ruminal incubation.","van Milgen J., Roach M.L., Berger L.L., Murphy M.R., Moore D.M.",00218812,"Journal of animal science",70, 8,2,0,0,1,1,0,3
1992,"Interaction between Rastrococcus invadens [Hom.: Pseudococcidae] and two natural enemies","Akalach M., Fernandez-Garcia E., Moore D.",00138959,"Entomophaga",37, 1,5,0,0,0,0,0,5
1991,"Biological control of the fruit tree mealybug Rastrococcus invadens Williams in Togo: a preliminary sociological and economic evaluation","Vogele J.M., Agounke D., Moore D.",01436147,"Tropical Pest Management",37, 4,5,0,0,0,0,0,5
1991,"Nutrition of coconuts in St Lucia and relationship with attack by coconut mite Aceria guerreronis Keifer","Moore D., Ridout M.S., Alexander L.",00413216,"Tropical Agriculture",68, 1,4,0,0,0,0,0,4
1990,"Resistance of coconuts in St Lucia to attack by the coconut mite Eriophyes guerreronis Keifer","Moore D., Alexander L.",00413216,"Tropical Agriculture",67, 1,3,0,0,0,0,0,3
1989,"The control of Rastrococcus invadens Williams (Hemiptera: Pseudococcidae) in Togo by the introduction of Gyranusoidea tebygi Noyes (Hymenoptera: Encyrtidae)","Agricola U., Agounke D., Fischer H.U., Moore D.",00074853,"Bulletin of Entomological Research",79, 4,7,1,2,0,3,0,10
1988,"Biological control of Rastrococcus invadens Williams in Togo","Moore D., Fischer H.U., Agounke D.",,"FAO Plant Protection Bulletin",36, 4,0,0,0,0,0,0,0
1988,"The contribution of metaphysics to instructional technology: An existentialist perspective based on Sartre's Being and Nothingness","Moore D.M., Garrison J.W.",01485806,"Educational Communication and Technology",36, 1,1,0,0,0,0,0,1
1987,"Stem injection of vamidothion for control of coconut mite, Eriophyes guerreronis Keifer, in St Lucia","Moore D., Alexander L.",02612194,"Crop Protection",6, 5,3,0,1,0,1,0,4
1984,"SOLAR TOTAL ENERGY PROJECT (STEP) PERFORMANCE ANALYSIS OF HIGH TEMPERATURE THERMAL ENERGY STORAGE SUBSYSTEM.","Moore D.M.",,"JPL Publication",, ,0,0,0,0,0,0,0
1984,"SOLAR-CELL INTERCONNECT DESIGN FOR TERRESTRIAL PHOTOVOLTAIC MODULES.","Mon G.R., Moore D.M., Ross Jr. R.G.",01996231,"Journal of Solar Energy Engineering, Transactions of the ASME",106, 4,0,0,0,0,0,0,0
1982,"SOLAR-CELL INTERCONNECT DESIGN FOR TERRESTRIAL PHOTOVOLTAIC MODULES.","Mon G.R., Moore D.M., Ross Jr. R.G.",03636003,"Solar Engineering",, ,0,0,0,0,0,0,0
1980,"Intrusion of basaltic sills into highly porous sediments, and resulting hydrothermal activity","Einsele G., Gieskes J.M., Curray J., Moore D.M., Aguayo E., Aubry M.-P., Fornari D., Guerrero J., Kastner M., Kelts K., Lyle M., Matoba Y., Molina-Cruz A., Niemitz J., Rueda J., Saunders A., Schrader H., Simoneit B., Vacquier V.",00280836,"Nature",283, 5746,39,6,2,0,8,0,47
1980,"FIELD TEST AND EVALUATION OF RESIDENTIAL SPRINKLER SYSTEMS.","Moore David A.",00152617,"Fire journal Boston, Mass.",74, 6,0,0,0,0,0,0,0
1980,"Group meetings for families of burn victims.","Bailey E.W., Moore D.A.",01640534,"Topics in clinical nursing",2, 2,0,0,1,0,1,0,1
1980,"REMOTE DETECTION AND ALARM FOR RESIDENCES: THE WOODLANDS SYSTEM.","Moore David A.",00152617,"Fire journal Boston, Mass.",74, 1,0,0,0,0,0,0,0
1979,"Effects of perceptual type and presentation mode in a visual location task","Whitley J.B., Moore D.M.",01485806,"Educational Communication & Technology",27, 4,1,0,0,1,1,0,2
1971,"Effect of size and type of still projected pictures on immediate recall of content","Moore D.M., Sasse E.B.",01485806,"Educational Communication and Technology Journal",19, 4,1,0,0,0,0,0,1
1966,"New method of isolating the tetrads of agarics [50]","Moore D.",00280836,"Nature",209, 5028,0,0,0,0,0,0,0
1965,"A revision of Boisduvalia (Onagraceae)","Raven P.H., Moore D.M.",0007196X,"Brittonia",17, 3,2,0,0,0,0,0,2
1965,"Types of damage caused by various cracking and crushing methods used for measuring egg shell strength.","Tyler C., Moore D.",00071668,"British poultry science",6, 2,0,0,0,0,0,0,0
1960,"Decomposition of the beta-phase in a copper-indium eutectoid alloy","Moore D.A., White M., West D.R.F.",00280836,"Nature",185, 4711,0,0,0,0,0,0,0
1958,"Scintillation counter for measuring radioactivity of vapours","Lowe A.E., Moore D.",00280836,"Nature",182, 4628,0,0,0,0,0,0,0
