1992,"Inhibitory potency of some isatin analogues on human monoamine oxidase A and B","Medvedev A.E., Goodwin B., Clow A., Halket J., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",44, 3,18,3,2,5,0,23
1992,"Do biochemical factors play a part in postnatal depression?","Glover V.",02785846,"Progress in Neuro-Psychopharmacology and Biological Psychiatry",16, 5,7,1,0,1,0,8
1992,"Is the tyramine test for depressive illness useful in elderly patients?","Arnold E., Fineberg N., Hannah P., Glover V., Pitt B., Sandler M.",01650327,"Journal of Affective Disorders",26, 1,0,0,0,0,0,0
1992,"Migraine and depression: biological aspects.","Glover V., Jarman J., Sandler M.",03625664,"Clinical Neuropharmacology",15, ,0,1,0,1,0,1
1992,"Abnormal platelet 5-hydroxytryptamine uptake and imipramine binding in postnatal dysphoria","Hannah P., Adams D., Glover V., Sandler M.",00223956,"Journal of Psychiatric Research",26, 1,9,3,1,4,0,13
1992,"Links between early post-partum mood and post-natal depression","Hannah P., Adams D., Lee A., Glover V., Sandler M.",00071250,"British Journal of Psychiatry",160, ,98,9,7,16,9,123
1992,"Platelets in neuropsychiatric research","Glover V.",09537104,"Platelets",3, 2,0,0,0,0,0,0
1991,"Urinary but not brain isatin levels are reduced in germ-free rats","Sandler M., Przyborowska A., Halket J., Watkins P., Glover V., Coates M.E.",00223042,"Journal of Neurochemistry",57, 3,15,0,0,0,0,15
1991,"Effect of aromatic amino acids, pentylenetetrazole and yohimbine on isatin and tribulin activity in rat brain","Bhattacharya S.K., Clow A., Przyborowska A., Halket J., Glover V., Sandler M.",03043940,"Neuroscience Letters",132, 1,28,3,0,3,0,31
1991,"Release of (14C)5-hydroxytryptamine from human platelets by red wine","Jarman J., Glover V., Sandler M.",00243205,"Life Sciences",48, 24,8,0,2,2,0,10
1991,"Chocolate is a migraine-provoking agent.","Gibb C.M., Davies P.T., Glover V., Steiner T.J., Clifford Rose F., Sandler M.",03331024,"Cephalalgia",11, 2,19,2,0,2,0,21
1991,"Isatin (indole-2,3-dione) in urine and tissues. Detection and determination by gas chromatography-mass spectrometry","Halket J.M., Watkins P.J., Przyborowska A., Goodwin B.L., Clow A., Glover V., Sandler M.",03784347,"Journal of Chromatography - Biomedical Applications",562, 1-2,13,3,0,3,2,18
1991,"Isatin - a new biological factor","Glover V., Bhattacharya S.K., Sandler M.",00195189,"Indian Journal of Experimental Biology",29, 1,28,0,1,1,0,29
1991,"Kinetics of platelet 5-hydroxytryptamine uptake in headache patients","Hannah P., Jarman J., Glover V., Sandler M., Davies P.T.G., Clifford Rose F.",03331024,"Cephalalgia",11, 3,17,0,0,0,0,17
1991,"Platelet [3H]imipramine binding in migraine and tension headache in relation to depression","Jarman J., Davies P.T.G., Fernandez M., Glover V., Steiner T.J., Rose Sandler F.C.M.",00223956,"Journal of Psychiatric Research",25, 4,10,0,0,0,1,11
1991,"(-)-Deprenyl can induce soluble superoxide dismutase in rat striata","Clow A., Hussain T., Glover V., Sandler M., Dexter D.T., Walker M.",03009564,"Journal of Neural Transmission - General Section",86, 1,20,0,0,0,0,20
1991,"Urinary output of endogenous monoamine oxidase inhibitor and isatin during acute migraine attacks","Jarman J., Przyborowska A., Glover V., Halket J., Davies P.T.G., Clifford Rose F., Sandler M.",03009564,"Journal of Neural Transmission - General Section",84, 1-2,8,0,0,0,0,8
1991,"Clinical pharmacology of moclobemide, a new reversible monoamine oxidase inhibitor","Warrington S.J., McClelland G.R., Turner P., Mant T.G.K., Morrison P., Haywood G., Glover V., Goodwin B.L., Sandler M., St. John-Smith P.",02698811,"Journal of Psychopharmacology",5, 1,1,0,0,0,0,1
1990,"Isatin, regional distribution in rat brain and tissues","Watkins P., Clow A., Glover V., Halket J., Przyborowska A., Sandler M.",01970186,"Neurochemistry International",17, 2,30,1,1,2,0,32
1990,"New developments in the biochemistry of migraine - Focus on 5-HT","Glover V., Sandler M.",,"Headache Quarterly",1, 2,2,0,0,0,0,2
1990,"Postnatal depression: Predisposition and prediction","Sandler M., Glover V., Hannah P.",01443615,"Journal of Obstetrics and Gynaecology",10, 3,0,0,0,0,0,0
1990,"High incidence of endogenous depression in migraine: Confirmation by tyramine test","Jarman J., Fernandez M., Davies P.T.G., Glover V., Steiner T.J., Thompson C., Rose F.C., Sandler M.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",53, 7,11,0,1,1,1,13
1989,"Stress reduces in vivo inhibition of monoamine oxidase by phenelzine in rat brain","Clow A., Glover V., Oxenkrug G.F., Sandler M.",03043940,"Neuroscience Letters",107, 1-3,14,1,0,1,0,15
1989,"Isatin and tribulin concentrations are increased in rabbit brain but not liver following pentylenetetrazole administration","Clow A., Davidson J., Glover V., Halket J.M., Milton A.S., Sandler M., Watkins P.J.",03043940,"Neuroscience Letters",107, 1-3,18,0,0,0,0,18
1989,"Endogenous urinary monoamine oxidase inhibitor excretion in Parkinson's disease and other neurological disorders","Ueki A., Willoughby J., Glover V., Sandler M., Stibbe K., Stern G.M.",09363076,"Journal of Neural Transmission - Parkinson's Disease and Dementia Section",1, 4,4,0,0,0,0,4
1989,"Tyramine sulfoconjugation in relation to depression in migraine. A pilot study","Sandler M., Jarman J., Fernandez M., Glover V., Davies P.T.G., Thompson C., Rose F.C.",07498047,"Clinical Journal of Pain",5, 1,1,0,0,0,0,1
1989,"Distribution of phenolsulphotransferase and monoamine oxidase in the common marmoset","Ueki A., Willoughby J., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",38, 14,1,0,0,0,0,1
1989,"Psychiatric morbidity, platelet monoamine oxidase and tribulin output in headache","Littlewood J., Prasad A., Gibb C., Glover V., Sandler M., Joseph R., Clifford Rose F.",01651781,"Psychiatry Research",30, 1,3,0,0,0,1,4
1989,"Can the vascular and neurogenic theories of migraine finally be reconciled?","Glover V., Sandler M.",01656147,"Trends in Pharmacological Sciences",10, 1,5,0,0,0,0,5
1989,"1-Methyl-4-phenylpyridinium uptake by human and rat striatal synaptosomes","Willoughby J., Cowburn R.F., Hardy J.A., Glover V., Sandler M.",00223042,"Journal of Neurochemistry",52, 2,6,0,0,0,0,6
1988,"Isatin and its analogues as inhibitors of monoamine oxidase","Glover V., Ueki A., Goodwin B.L., Watkins P., Halket J., Sandler M.",00316989,"Pharmacological Research Communications",20, 4,1,0,0,0,0,1
1988,"Platelet phenolsulphotransferase activity and 'abdominal migraine'","Gibb C., Glover V., Gilbertson N., Bentley D., Sandler M.",00039888,"Archives of Disease in Childhood",63, 12,0,0,0,0,0,0
1988,"Tribulin - an endocoid marker for anxiety in man","Sandler M., Clow A., Watkins P.J., Glover V.",07488386,"Stress Medicine",4, 4,14,0,0,0,0,14
1988,"Effect of stress on the inhibition of rat brain monoamine oxidase (MAO) A and B by phenelzine","Glover V., Clow A., Oxenkrug G.F., Sandler M.",00316989,"Pharmacological Research Communications",20, 4,1,0,0,0,0,1
1988,"Tribulin in post-traumatic stress disorder","Davidson J., Glover V., Clow A., Kudler H., Meador K., Sandler M.",00332917,"Psychological Medicine",18, 4,7,0,0,0,0,7
1988,"Red wine as a cause of migraine","Littlewood J.T., Glover V., Davies P.T.G., Gibb C., Sandler M., Rose F.C.",01406736,"Lancet",1, 8585,33,3,4,7,3,43
1988,"Enhanced pressor sensitivity to oral tyramine challenge following high dose selegiline treatment","Prasad A., Glover V., Goodwin B.L., Sandler M., Signy M., Smith S.E.",00333158,"Psychopharmacology",95, 4,6,1,3,4,0,10
1988,"Isatin: Identity with the purified endogenous monoamine oxidase inhibitor tribulin","Glover V., Halket J.M., Watkins P.J., Clow A., Goodwin B.L., Sandler M.",00223042,"Journal of Neurochemistry",51, 2,70,5,4,9,5,84
1988,"Increased urinary tribulin output in generalised anxiety disorder","Clow A., Glover V., Sandler M., Tiller J.",00333158,"Psychopharmacology",95, 3,16,0,0,0,0,16
1988,"Stress causes an increase in endogenous monoamine oxidase inhibitor (tribulin) in rat brain","Bhattacharya S.K., Glover V., McIntyre I., Oxenkrug G., Sandler M.",03043940,"Neuroscience Letters",92, 2,18,1,3,4,1,23
1988,"Urinary catecholamine metabolite and tribulin output during lactate infusion","Clow A., Glover V., Weg M.W., Walker P.L., Sheehan D.V., Carr D.B., Sandler M.",00071250,"British Journal of Psychiatry",152, ,17,1,0,1,0,18
1988,"Tyramine in wine and beer","Hannah P., Glover V., Sandler M.",01406736,"Lancet",1, 8590,15,0,2,2,0,17
1988,"Histochemical localisation of monoamine oxidase A and B in rat brain","Willoughby J., Glover V., Sandler M.",03009564,"Journal of Neural Transmission - General Section",74, 1,36,1,3,4,1,41
1988,"Monoamine oxidase activity and distribution in marmoset brain: Implications for MPTP toxicity","Willoughby J., Glover V., Sandler M., Albanese A., Jenner P., Marsden C.D.",03043940,"Neuroscience Letters",90, 1-2,7,0,0,0,1,8
1987,"Monoamine oxidase and the brain","Glover V., Sandler M.",03341763,"Reviews in the Neurosciences",1, 3-4,1,0,0,0,0,1
1987,"Selegiline and the prophylaxis of Parkinson's disease.","Sandler M., Willoughby J., Glover V., Gibb C.",03036995,"Journal of Neural Transmission, Supplement",25, ,3,0,1,1,0,4
1987,"Analogues of 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine as monoamine oxidase substrates: A second ring is not necessary","Gibb C., Willoughby J., Glover V.",03043940,"Neuroscience Letters",77, 3,3,1,0,1,0,4
1987,"Tribulin output in neurological disorders","Clow A., Glover V., Sandler M.",03065251,"British Journal of Clinical Pharmacology",24, 3,0,0,0,0,0,0
1987,"Psychiatric morbidity and platelet monoamine oxidase activity in cancer patients","Prasad A., Rampling R.P., Glover V., Sandler M.",01651781,"Psychiatry Research",22, 2,1,0,0,0,0,1
1987,"In vitro inhibition of phenolsulphotransferase by food and drink constituents","Gibb C., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",36, 14,16,3,1,4,1,21
1986,"Purification and characterization of tribulin, an endogenous inhibitor of monoamine oxidase and of benzodiazepine receptor binding","Elsworth J.D., Dewar D., Glover V.",,"Journal of Neural Transmission - General Section",67, 1-2,8,0,0,0,0,8
1986,"Monoamine oxidase B (MAO-B) is the major catalyst for 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) oxidation in human brain and other tissues","Glover V., Gibb C., Sandler M.",03043940,"Neuroscience Letters",64, 2,8,0,0,0,0,8
1986,"Distribution of endogenous benzodiazepine receptor ligand-monoamine oxidase inhibitory activity (tribulin) in tissues","Armando I., Glover V., Sandler M.",00243205,"Life Sciences",38, 22,8,0,0,0,0,8
1986,"The role of MAO in MPTP toxicity--a review.","Glover V., Gibb C., Sandler M.",03036995,"Journal of neural transmission. Supplementum",20, ,7,0,0,0,0,7
1986,"Equol and other compounds from bovine urine as monoamine oxidase inhibitors","Dewar D., Glover V., Elsworth J., Sandler M.",,"Journal of Neural Transmission - General Section",65, 2,1,0,0,0,0,1
1986,"Clinical chemistry of monoamine oxidase","Glover V., Sandler M.",02636484,"Cell Biochemistry and Function",4, 2,13,0,0,0,0,13
1986,"Acidic catecholamine metabolites: Substrates for human phenolsulphotransferase M","Bonham Carter S., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",35, 7,0,0,0,0,0,0
1986,"Inhibition of phenolsulphotransferase P by certain food constituents","Gibb C., Glover V., Sandler M.",01406736,"Lancet",1, 8484,1,0,0,0,0,1
1985,"Red wine contains a potent inhibitor of phenolsulphotransferase","Littlewood J.T., Glover V., Sandler M.",03065251,"British Journal of Clinical Pharmacology",19, 2,17,0,1,1,0,18
1985,"Effect of pregnancy on human platelet monoamine oxidase and phenolsulphotransferase M and P","Bonham-Carter S.M., Worth R.W., Glover V., Sandler M.",01443615,"Journal of Obstetrics and Gynaecology",6, 2,0,0,0,0,0,0
1985,"Tribulin: an endogenous monoamine oxidase inhibitor/benzodiazepine receptor ligand.","Sandler M., Glover V., Clow A., Elsworth J.D.",03617742,"Progress in clinical and biological research",192, ,0,0,0,0,0,0
1985,"Attempts to attenuate the 'cheese effect'. Combined drug therapy in depressive illness","Pare C.M.B., Al Mousawi M.A., Sandler M., Glover V.",01650327,"Journal of Affective Disorders",9, 2,7,0,0,0,0,7
1985,"Triazolam, an anomalous benzodiazepine receptor ligand: In vitro characterization of alprazolam and triazolam binding","Clow A., Glover V., Sandler M.",00223042,"Journal of Neurochemistry",45, 2,1,0,0,0,0,1
1984,"The prevalence of diet-induced migraine","Peatfield R.C., Glover V., Littlewood J.T.",03331024,"Cephalalgia",4, 3,19,1,1,2,2,23
1984,"Platelet phenolsulfotransferase activity and the headache spectrum","Sandler M., Littlewood J.T., Glover V.",00485764,"Psychopharmacology Bulletin",20, 3,0,0,0,0,0,0
1984,"Ethanol and endogenous ligands in humans","Sandler M., Glover V., Elsworth J.D., Clow A.",00485764,"Psychopharmacology Bulletin",20, 3,1,0,0,0,0,1
1984,"Platelet monoamine oxidase activity and headache: Relationship to personality and smoking","Glover V., Littlewood J.T., Sandler M.",00485764,"Psychopharmacology Bulletin",20, 3,0,0,0,0,0,0
1984,"Migraine and cluster headache: Links between platelet monoamine oxidase activity, smoking and personality","Littlewood J.T., Glover V., Sandler M.",00178748,"Headache",24, 1,4,0,1,1,2,7
1984,"Low platelet monoamine oxidase activity in headache: No correlation with phenolsulphotransferase, succinate dehydrogenase, platelet preparation method or smoking","Littlewood J., Glover V., Sandler M.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",47, 4,4,0,0,0,0,4
1984,"Platelet monoamine oxidase and phenolsulphotransferase M and P in cancer","Rampling R.P., Bonham Carter S.M., Glover V., Sandler M.",00098981,"Clinica Chimica Acta",139, 3,1,0,0,0,0,1
1984,"Characterization of human brain phenolsulphotransferase","Rein G., Glover V., Sandler M.",00223042,"Journal of Neurochemistry",42, 1,4,0,0,0,0,4
1983,"The mechanism of the 'cheese effect' and its possible prevention by (-)-deprenyl","Glover V., Pycock C.J., Sandler M.",00485764,"Psychopharmacology Bulletin",19, 3,0,0,0,0,0,0
1983,"Platelet phenolsulphotransferase activity in Parkinson's disease","Glover V., Lees A.J., Ward C.",,"Journal of Neural Transmission - General Section",57, 1-2,2,0,0,0,0,2
1983,"Tranylcypromine isomers in depressed outpatients: effects on depression, monoamine oxidase inhibition and tyramine pressor response.","Van de Merwe T.J., Pare C.M., Glover V., Sandler M.",00770094,"Modern problems of pharmacopsychiatry",19, ,0,0,0,0,0,0
1983,"New endogenous benzodiazepine receptor ligand in human urine: Identity with endogenous monoamine oxidase inhibitor?","Clow A., Glover V., Armando I., Sandler M.",00243205,"Life Sciences",33, 8,10,0,0,0,0,10
1983,"Human platelet phenolsulphotransferase M and P: Substrate specificities and correlation with in vivo sulphoconjugation of paracetamol and salicylamide","Bonham Carter S.M., Rein G., Glover V.",03065251,"British Journal of Clinical Pharmacology",15, 3,17,0,1,1,0,18
1983,"Output of endogenous monoamine oxidase inhibitor in rats: Effect of ethanol, tryptamine and tryptophan","Armando I., Glover V., Sandler M., File S.E.",,"Journal of Neural Transmission - General Section",56, 1,2,0,0,0,0,2
1983,"Tyramine-induced noradrenaline release from rat brain slices: Prevention by (-)-deprenyl","Glover V., Pycock C.J., Sandler M.",00071188,"British Journal of Pharmacology",80, 1,4,0,0,0,0,4
1983,"Endogenous urinary monoamine oxidase inhibitor: the benzodiazepine connection.","Glover V., Armando I., Clow A., Sandler M.",00770094,"Modern problems of pharmacopsychiatry",19, ,0,0,0,0,0,0
1983,"Monoamine oxidase A deficit in liver of germ-free rats","Reveley M.A., Glover V., Sandler M., Coates M.E.",00144754,"Experientia",39, 5,1,0,0,0,0,1
1983,"Biochemical predisposition to dietary migraine: The role of phenolsulphotransferase","Glover V., Littlewood J., Sandler M.",00178748,"Headache",23, 2,7,0,0,0,0,7
1983,"Phenolsulphotransferase and human placenta","Sodha R.J., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",32, 10,3,0,0,0,0,3
1983,"Pressor sensitivity to tyramine in patients with headache: Relationship to platelet monoamine oxidase and to dietary provocation","Peatfield R., Littlewood J.T., Glover V.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",46, 9,4,0,0,0,1,5
1982,"Multiple forms of phenolsulphotransferase in human tissues. Selective inhibition by dichloronitrophenol","Rein G., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",31, 10,39,0,1,1,0,40
1982,"Urinary monoamine oxidase inhibitor and benzodiazepine withdrawal","Petursson H., Bhattacharya S.K., Glover V.",00071250,"British Journal of Psychiatry",140, ,9,0,0,0,0,9
1982,"Pictet-Spengler condensation products, stress and alcoholism: some clinical overtones.","Sandler M., Glover V., Armando I., Clow A.",03617742,"Progress in clinical and biological research",90, ,2,0,1,1,0,3
1982,"Raised endogenous monoamine oxidase inhibitor output in postwithdrawal alcoholics: Effects of L-dopa and ethanol","Bhattacharya S.K., Glover V., Sandler M.",00063223,"Biological Psychiatry",17, 7,10,0,0,0,0,10
1982,"?-Carbolines as selective monoamine oxidase inhibitors: In vivo implications","Glover V., Liebowitz J., Armando I., Sandler M.",,"Journal of Neural Transmission - General Section",54, 3-4,9,0,1,1,0,10
1982,"Platelet phenolsulphotransferase deficiency in dietary migraine","Littlewood J., Glover V., Sandler M.",01406736,"Lancet",1, 8279,19,0,1,1,0,20
1981,"Urinary MAO inhibitor in psychiatric illness","Petursson H., Reveley M.A., Glover V., Sandler M.",01651781,"Psychiatry Research",5, 3,3,0,0,0,0,3
1981,"Clinical studies on platelet phenolsulfotransferase","Sandler M., Glover V., Bonham Carter S.M.",00485764,"Psychopharmacology Bulletin",17, 3,0,0,0,0,0,0
1981,"Benzodiazepines reduce stress-augmented increase in rat urine monoamine oxidase inhibitor","Glover V., Bhattacharya S.K., Sandler M.",00280836,"Nature",292, 5821,9,1,0,1,0,10
1981,"Human platelet phenolsulphotransferase: Separate control of the two forms and activity range in depressive illness","Bonham Carter M., Glover V., Sandler M.",00098981,"Clinica Chimica Acta",117, 3,7,0,0,0,0,7
1981,"Platelet monoamine oxidase activity and headache.","Glover V., Peatfield R., Zammit-Pace R., Littlewood J., Gawel M., Rose F.C., Sandler M.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",44, 9,10,0,0,0,1,11
1981,"Human platelet monoamine oxidase activity in health and disease: a review","Sandler M., Reveley M.A., Glover V.",00219746,"Journal of Clinical Pathology",34, 3,10,1,1,2,0,12
1981,"Increased platelet monoamine oxidase activity in affective disorders","Reveley M.A., Glover V., Sandler M., Coppen A.",00333158,"Psychopharmacology",73, 3,1,0,2,2,0,3
1981,"The specific activity of platelet monoamine oxidase varies with platelet count during severe exercise and noradrenaline infusion","Gawel M.J., Glover V., Burkitt M.",00333158,"Psychopharmacology",72, 3,6,0,0,0,0,6
1981,"Sulphate conjugation of biologically active monoamines and their metabolites by human platelet phenolsulphotransferase","Rein G., Glover V., Sandler M.",00098981,"Clinica Chimica Acta",111, 2-3,7,0,0,0,0,7
1981,"Brain monoamine oxidase activity in schizophrenics and controls","Reveley M.A., Glover V., Sandler M., Spokes E.G.",0003990X,"Archives of General Psychiatry",38, 6,0,0,0,0,0,0
1980,"Dopamine oxidation and its inhibition by (-)-deprenyl in man.","Glover V., Elsworth J.D., Sandler M.",03036995,"Journal of Neural Transmission, Supplement",, 16,13,0,0,0,1,14
1980,"The inhibition of tyramine oxidation and the tyramine hypertensive response ('cheese effect') may be independent phenomena","Sandler M., Glover V., Ashford A., Esmail A.",,"Journal of Neural Transmission - General Section",48, 4,3,1,0,1,0,4
1980,"Development of benzylamine oxidase and monoamine oxidase A and B in man","Lewinsohn R., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",29, 9,29,0,1,1,0,30
1980,"Progesterone provokes a selective rise of monoamine oxidase A in the female genital tract","Mazumder R.C., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",29, 12,6,1,1,2,0,8
1980,"Tele-methylhistamine is a specific MAO B substrate in man","Elsworth J.D., Glover V., Sandler M.",00333158,"Psychopharmacology",69, 3,1,0,0,0,0,1
1980,"?-Phenylethylamine and benzylamine as substrates for human monoamine oxidase A: A source of some anomalies?","Lewinsohn R., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",29, 5,3,0,0,0,0,3
1980,"A monoamine oxidase inhibitor in human urine","Glover V., Reveley M.A., Sandler M.",00062952,"Biochemical Pharmacology",29, 3,34,2,1,3,0,37
1980,"Platelet monoamine oxidase activity in megaloblastic anaemia","Glover V., Sandler M., Hughes A., Hoffbrand A.V.",00219746,"Journal of Clinical Pathology",33, 10,3,0,0,0,0,3
1979,"Monoamine oxidase in germ-free chicks: Increased activity in liver but not brain","Bohm K.-H., Glover V., Sandler M., Coates M.E.",00062952,"Biochemical Pharmacology",28, 22,1,0,0,0,0,1
1979,"Distribution and inhibition characteristics of human brain monoamine oxidase","Owen F., Cross A.J., Lofthouse R., Glover V.",00062952,"Biochemical Pharmacology",28, 7,3,0,0,0,0,3
1979,"Absence of platelet monoamine oxidase inhibition during amitriptyline or zimelidine treatment","Reveley M.A., Glover V., Slander M., Coppen A.",03065251,"British Journal of Clinical Pharmacology",8, 4,0,0,0,0,0,0
1979,"Do rat tissues possess 5-hydroxytryptamine-oxidizing activity distinct from monoamine oxidase A?","Bohm K.H., Glover V., Sandler M.",00223042,"Journal of Neurochemistry",33, 2,0,0,0,0,0,0
1978,"A benzylamine oxidase distinct from monoamine oxidase B - widespread distribution in man and rat","Lewinsohn R., Bohm K.H., Glover V., Sandler M.",00062952,"Biochemical Pharmacology",27, 14,40,1,2,3,0,43
1978,"Absence of 'cheese effect' during deprenyl therapy: Some recent studies","Sandler M., Glover V., Ashford A., Stern G.M.",,"Journal of Neural Transmission - General Section",43, 3-4,9,0,0,0,0,9
1978,"Some observations on human brain monoamine oxidase","Cross A.J., Glover V., Lofthouse R., Owen F.",00071188,"British Journal of Pharmacology",62, 3,0,0,0,0,0,0
1978,"Deprenyl administration in man: A selective monoamine oxidase B inhibitor without the 'cheese effect'","Elsworth J.D., Glover V., Reynolds G.P.",00333158,"Psychopharmacology",57, 1,45,3,2,5,2,52
1977,"Monoamine oxidase activity in post-mortem brains of schizophrenics and controls","Cross A.J., Crow T.J., Glover V.",03065251,"British Journal of Clinical Pharmacology",4, 6,0,0,0,0,0,0
1977,"Dopamine is a monoamine oxidase B substrate in man","Glover V., Sandler M., Owen F., Riley G.J.",00280836,"Nature",265, 5589,44,1,1,2,2,48
1977,"Transitory decrease in platelet monoamine-oxidase activity during migraine attacks.","Glover V., Sandler M., Grant E., Rose F.C., Orton D., Wilkinson M., Stevens D.",01406736,"Lancet",1, 8008,9,0,0,0,0,9
