2001,"Dobutamine versus treadmill exercise echocardiography in patients with cad","Rallidis L.S., Nihoyannopoulos P.",10926607,"Cardiology Review",18, 2,0,0,0,0,0,0,0
2000,"Non-bacterial Thrombotic Endocarditis","Markides V., Nihoyannopoulos P.",15252167,"European Journal of Echocardiography",1, 4,2,2,0,1,3,0,5
2000,"Echocardiographic characterization of cardiomyopathy in Friedreich's ataxia with tissue doppler echocardiographically derived myocardial velocity gradients","Dutka D.P., Donnelly J.E., Palka P., Lange A., Nunez D.J.R., Nihoyannopoulos P.",00097322,"Circulation",102, 11,43,2,11,3,16,0,59
2000,"Differentiation between restrictive cardiomyopathy and constrictive pericarditis by early diastolic Doppler myocardial velocity gradient at the posterior wall","Palka P., Lange A., Donnelly J.E., Nihoyannopoulos P.",00097322,"Circulation",102, 6,55,1,0,0,1,0,56
2000,"Prolonged left ventricular dysfunction occurs in patients with coronary artery disease after both dobutamine and exercise induced myocardial ischaemia","Barnes E., Baker C.S.R., Dutka D.P., Rimoldi O., Rinaldi C.A., Nihoyannopoulos P., Camici P.G., Hall R.J.C.",13556037,"Heart",83, 3,26,1,1,1,3,0,29
2000,"Negative stress echocardiographic responses in normotensive and hypertensive patients with angina pectoris, positive exercise stress testing, and normal coronary arteriograms","Zouridakis E.G., Cox I.D., Garcia-Moll X., Brown S., Nihoyannopoulos P., Kaski J.C.",13556037,"Heart",83, 2,13,0,0,0,0,0,13
2000,"Comparison of myocardial contrast echocardiography with NC100100 and 99mTc sestamibi SPECT for detection of resting myocardial perfusion abnormalities in patients with previous myocardial infarction","Jucquois I., Nihoyannopoulos P., D'Hondt A.-M., Roelants V., Robert A., Melin J.A., Glass D., Vanoverschelde J.-L.J.",13556037,"Heart",83, 5,29,1,0,0,1,0,30
2000,"Early risk-stratification in patients with angina but non-diagnostic ECG","Nihoyannopoulos P.",0195668X,"European Heart Journal",21, 5,0,0,0,0,0,0,0
2000,"Aortic atherosclerotic lesions in the thoracic aorta detected by multiplane transesophageal echocardiography as a predictor of coronary artery disease in elderly patients","Parthenakis F.I., Kochiadakis G.E., Skalidis E.I., Kanakaraki M.K., Mezilis N.E., Kanoupakis E.M., Vardas P.E., Nihoyannopoulos P.",01609289,"Clinical Cardiology",23, 10,8,0,0,0,0,0,8
2000,"Echoes of the future","Nihoyannopoulos P.",09696113,"British Journal of Cardiology",7, 8,0,0,0,0,0,0,0
1999,"Echocardiographic assessment of pulmonary hypertension secondary to Chronic Obstructive Pulmonary Disease (COPD)","Higham M.A., Joshi J., Nihoyannopoulos P., Morrell N.W.",00406376,"Thorax",54, 3,0,0,0,0,0,0,0
1999,"The effect of age on vascular compliance in man: Which are the appropriate measures?","Bulpitt C.J., Cameron J.D., Rajkumar C., Armstrong S., Connor M., Joshi J., Lyons D., Moioli O., Nihoyannopoulos P.",09509240,"Journal of Human Hypertension",13, 11,26,1,1,0,2,0,28
1999,"Relation between exercise and dobutamine stress-induced wall motion abnormalities and severity and location of stenosis in single-vessel coronary artery disease","Tousoulis D., Rallidis L., Cokkinos P., Davies G., Nihoyannopoulos P.",00028703,"American Heart Journal",138, 5 I,5,0,0,0,0,0,5
1999,"Echocardiographic pitfalls in the diagnosis of hypertrophic cardiomyopathy","Prasad K., Atherton J., Smith G.C., McKenna W.J., Frenneaux M.P., Nihoyannopoulos P.",13556037,"Heart",82, 3,10,1,1,0,2,0,12
1999,"Clinical and economic outcomes assessment with myocardial contrast echocardiography","Shaw L.J., Monaghan M.J., Nihoyannopoulos P.",13556037,"Heart",82, 3,14,4,0,1,5,0,19
1999,"The effect of long-term training on age-related left ventricular changes by Doppler myocardial velocity gradient","Palka P.X., Lange A., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",84, 9,22,2,0,1,3,0,25
1999,"Comparison of usefulness between exercise capacity and echocardiographic indexes of left ventricular function in cardiac amyloidosis","Trikas A., Rallidis L., Hawkins P., Oakley C.M., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",84, 9,12,0,0,0,0,0,12
1999,"Increased proinflammatory cytokines in patients with chronic stable angina and their reduction by aspirin","Ikonomidis I., Andreotti F., Economou E., Stefanadis C., Toutouzas P., Nihoyannopoulos P.",00097322,"Circulation",100, 8,350,11,13,5,29,0,379
1999,"Natural history of early aortic paraprosthetic regurgitation: A five- year follow-up","Pallidis L.S., Moyssakis I.E., Ikonomidis I., Nihoyannopoulos P.",00028703,"American Heart Journal",138, 2 I,31,7,19,6,32,0,63
1999,"Echocardiographic features of primary, secondary and familial amyloidosis","Moyssakis I., Triposkiadis F., Rallidis L., Hawkins P., Kyriakidis M., Nihoyannopoulos P.",00142972,"European Journal of Clinical Investigation",29, 6,19,3,1,0,4,0,23
1999,"Accuracy and feasibility of contrast echocardiography for detection of perfusion defects in routine practice. Comparison with wall motion and technetium - 99 m Sestamibi single - Photon emission computed tomography","Marwick T.H., Nihoyannopoulos P., Pierard L., Vanoverschelde J.-L., Van Der Wouw P., Lindvall K., Branco L., Brunken R., Meland N., Brochet E., Baer F.M., Binder T., Flachskampf F., Kamp O., Nienaber C.",08702551,"Revista Portuguesa de Cardiologia",18, 4,0,0,0,0,0,0,0
1999,"Dobutamine stress echocardiography and thallium scintigraphy in normotensive and hypertensive patients with angina pectoris, positive exercise electrocardiograms and normal coronary arteriograms","Zouridakis E.G., Cox I.D., Garcia-Moll X., Nihoyannopoulos P., Kaski J.C.",13556037,"Heart",81, 1,0,0,0,0,0,0,0
1999,"NC100100, a new echo contrast agent for the assessment of myocardial perfusion - Safety and comparison with technetium-99m sestamibi single- photon emission computed tomography in a randomized multicenter study","Binder T., Vanoverschelde J.-L., Van Der Wouw P., Meland N., Marelli C., Lindvall K., Assayag P., Baer F., Flachskampf F., Kamp O., Nienaber C., Nihoyannopoulos P., Pierard L., Steg G.",01609289,"Clinical Cardiology",22, 4,11,1,0,0,1,0,12
1999,"Marked variation in the cardiomyopathy associated with Friedreich's ataxia","Dutka D.P., Donnelly J.E., Nihoyannopoulos P., Oakley C.M., Nunez D.J.",13556037,"Heart",81, 2,18,8,6,0,14,0,32
1999,"Role of dobutamine stress echocardiography early after an acute myocardial infarction","Rallidis L.S., Nihoyannopoulos P.",10117970,"Hellenic Journal of Cardiology",40, 3,1,0,0,0,0,0,1
1999,"Improved diagnostic accuracy of dobutamine stress echocardiography with Echogen®","Calachanis M., Evdoridis C., Slight R., Nihoyannopoulos P.",11200421,"Cardiovascular Imaging",11, 3,1,0,0,0,0,0,1
1998,"Extent and severity of atherosclerotic involvement of the aortic valve and root in familial hypercholesterolaemia","Rallidis L., Naoumova R.P., Thompson G.R., Nihoyannopoulos P.",13556037,"Heart",80, 6,30,5,4,0,9,0,39
1998,"Assessment of left ventricular wall motion and delineation of the endocardial border after intravenous injection of Infoson® during dobutamine stress echocardiography","Ikonomidis I., Holmes E., Narbuvold H., Bolstad B., Muan B., Nihoyannopoulos P.",09546928,"Coronary Artery Disease",9, 9,30,1,3,0,4,0,34
1998,"Central role of echocardiography in the diagnosis and assessment of heart failure","Cheesman M.G., Leech G., Chambers J., Monaghan M.J., Nihoyannopoulos P.",13556037,"Heart",80, 1,14,1,0,0,1,0,15
1998,"Stress echocardiography in the community","Nihoyannopoulos P.",0195668X,"European Heart Journal",19, 11,0,0,0,0,0,0,0
1998,"Accuracy and feasibility of contrast echocardiography for detection of perfusion defects in routine practice: Comparison with wall motion and technetium-99m sestamibi single-photon emission computed tomography","Marwick T.H., Nihoyannopoulos P., Pierard L., Vanoverschelde J.-L., Van Der Wouw P., Lindvall K., Brunken R., Meland N., Brochet E., Baer F.M., Binder T., Flachskampf F., Kamp O., Nienaber C.",07351097,"Journal of the American College of Cardiology",32, 5,105,1,2,0,3,0,108
1998,"Hypotensive response during dobutamine stress echocardiography in coronary patients: A common event of well-functioning left ventricle","Rallidis L.S., Moyssakis I.E., Nihoyannopoulos P.",01609289,"Clinical Cardiology",21, 10,7,1,1,0,2,0,9
1998,"Progressive cardiac amyloidosis following liver transplantation for familial amyloid polyneuropathy: Implications for amyloid fibrillogenesis","Stangou A.J., Hawkins P.N., Heaton N.D., Rela M., Monaghan M., Nihoyannopoulos P., O'Grady J., Pepys M.B., Williams R.",00411337,"Transplantation",66, 2,91,7,13,1,21,0,112
1998,"Echo-enhancing (contrast) agents","Cosgrove D.O., Blomley M.J.K., Jayaram V., Nihoyannopoulos P.",08948771,"Ultrasound Quarterly",14, 2,18,0,0,0,0,0,18
1998,"Applications of contrast in echocardiography | Aplicaciones del contraste en la ecocardiografía","Nihoyannopoulos P., Zamorano J.",03008932,"Revista Espanola de Cardiologia",51, 6,5,0,0,0,0,0,5
1998,"Hereditary cardiac amyloidosis","Nihoyannopoulos P., Hawkins P.",0195668X,"European Heart Journal",19, 5,5,0,0,0,0,0,5
1998,"Dobutamine stress echocardiography","Cokkinos P., Kurbaan A.S., Nihoyannopoulos P.",09696113,"British Journal of Cardiology",5, 5,4,0,0,0,0,0,4
1997,"Comparison of dobutamine and treadmill exercise echocardiography in inducing ischemia in patients with coronary artery disease","Rallidis L., Cokkinos P., Tousoulis D., Nihoyannopoulos P.",07351097,"Journal of the American College of Cardiology",30, 7,42,4,0,0,4,0,46
1997,"Stress echocardiography","Nihoyannopoulos P.",00071064,"British Journal of Hospital Medicine",57, 1-2,0,0,0,0,0,0,0
1997,"Incidence and evolution of carcinoid syndrome in the heart","Moyssakis I.E., Rallidis L.S., Guida G.F., Nihoyannopoulos P.I.",09668519,"Journal of Heart Valve Disease",6, 6,17,1,0,0,1,0,18
1997,"Echocardiographic assessment of cardiac involvement in systemic al amyloidosis in relation to whole body amyloid load measured by serum amyloid p component (sap) clearance","Clesham G.J., Vigushin D.M., Hawkins P.N., Pepys M.B., Oakley C.M., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",80, 8,5,0,0,0,0,0,5
1997,"Stress echocardiography for assessing myocardial ischaemia and viable myocardium","Senior R., Kenny A., Nihoyannopoulos P.",13556037,"Heart",78, 1,12,0,1,0,1,0,13
1997,"Significance of persistent left ventricular dysfunction during recovery after dobutamine stress echocardiography","Tsoukas A., Ikonomidis I., Cokkinos P., Nihoyannopoulos P.",07351097,"Journal of the American College of Cardiology",30, 3,28,2,1,0,3,0,31
1997,"Coronary vasodilator reserve in primary and secondary left ventricular hypertrophy. A study with positron emission tomography","Choudhury L., Rosen S.D., Patel D., Nihoyannopoulos P., Camici P.G.",0195668X,"European Heart Journal",18, 1,49,1,2,1,4,0,53
1997,"Diagnosis and management of aortic stenosis in homozygous familial hypercholesterolaemia","Rallidis L.S., Nihoyannopoulos P., Thompson G.R.",10117970,"Hellenic Journal of Cardiology",38, 4,0,0,0,0,0,0,0
1997,"Echocardiographic assessment of cardiac dimensions in patients with increased cardiothoracic ratio","Tsoukas A.S., Kassimatis A.S., Ikonomidis I.G., Joshi J., Nihoyannopoulos P.",10117970,"Hellenic Journal of Cardiology",38, 4,0,0,0,0,0,0,0
1996,"Silent ischemia as a central problem: Regional brain activation compared in silent and painful myocardial ischemia","Rosen S.D., Paulesu E., Nihoyannopoulos P., Tousoulis D., Frackowiak R.S.J., Frith C.D., Jones T., Camici P.G.",00034819,"Annals of Internal Medicine",124, 11,101,2,4,3,9,0,110
1996,"Myocardial beta adrenoceptor density in primary and secondary left ventricular hypertrophy","Choudhury L., Rosen S.D., Lefroy D.C., Nihoyannopoulos P., Oakley C.M., Camici P.G.",0195668X,"European Heart Journal",17, 11,25,1,0,1,2,0,27
1996,"Two-dimensional stress echocardiography in coronary artery disease","Nihoyannopoulos P.",02684705,"Current Opinion in Cardiology",11, 4,5,0,0,0,0,0,5
1996,"Aortic stenosis in homozygous familial hypercholesterolaemia","Rallidis L., Nihoyannopoulos P., Thompson G.R.",13556037,"Heart",76, 1,12,1,0,0,1,0,13
1996,"Absence of atherosclerotic lesions in the thoracic aorta indicates absence of significant coronary artery disease","Parthenakis F., Skalidis E., Simantirakis E., Kounali D., Vardas P., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",77, 12,44,1,2,0,3,0,47
1996,"Symptoms of hypertrophic cardiomyopathy, with special emphasis on syncope and postprandial exacerbation of symptoms","Gilligan D.M., Nihoyannopoulos P., Fletcher A., Sbarouni E., Dritsas A., Oakley C.M.",01609289,"Clinical Cardiology",19, 5,4,3,1,0,4,0,8
1996,"Contrast echocardiography","Nihoyannopoulos P.",00099260,"Clinical Radiology",51, 1,6,0,1,0,1,0,7
1996,"Myocardial ? adrenoceptors and left ventricular function in hypertrophic cardiomyopathy","Choudhury L., Guzzetti S., Lefroy D.C., Nihoyannopoulos P., McKenna W.J., Oakley C.M., Camici P.G.",13556037,"Heart",75, 1,33,1,4,0,5,0,38
1996,"Cardiovascular and hormonal responses to a meal in hypertrophic cardiomyopathy: A comparison of patients with and without postprandial exacerbation of symptoms","Gilligan D.M., Marsonis A., Joshi J., Nihoyannopoulos P., Ghatei M.A., Bloom S.R., Oakley C.M.",01609289,"Clinical Cardiology",19, 2,3,3,1,0,4,0,7
1996,"QT interval in cardiac amyloidosis","Parthenakis F.I., Vardas P.E., Ralidis L., Dritsas A., Nihoyannopoulos P.",01609289,"Clinical Cardiology",19, 1,11,0,0,0,0,0,11
1995,"Response of left atrial systolic function to handgrip in normal subjects","Trikas A., Triposkiadis F., Androulakis A., Toutouzas K., Tentolouris K., Nihoyannopoulos P., Gialafos J., Toutouzas P.",00028703,"American Heart Journal",130, 6,7,1,0,0,1,0,8
1995,"Hyperdynamic performance of remote myocardium in acute infarction. Correlation between regional contractile function and myocardial perfusion","Rechavia E., De Silva R., Nihoyannopoulos P., Lammertsma A.A., Jones T., Maseri A.",0195668X,"European Heart Journal",16, 12,7,0,1,0,1,0,8
1995,"Safety and efficacy of computerized closed-loop delivery of arbutamine: A new pharmacologic myocardial stress modality for the assessment of coronary artery disease","Cramer M.-J.M., Jaarsma W., Sutherland G.R., Nihoyannopoulos P., Fioretti P., Tan L.-B., Schroder K., Visser C.A.",08947317,"Journal of the American Society of Echocardiography",8, 6,2,0,0,0,0,0,2
1995,"The standard electrocardiogram as a screening test for hypertrophic cardiomyopathy","Ryan M.P., Oakley C.M., Cleland J.G.F., French J.A., Joshi J., Choudhury L., Chojnowska L., Michalak E., Al-Mahdawi S., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",76, 10,33,3,5,3,11,0,44
1995,"Plasma neuro-endocrine activity in very elderly subjects and patients with and without heart failure","Dutka D.P., Olivotto I., Ward S., Nihoyannopoulos P., Al-Subaili M., Oakley C.M., Impallomeni M., Cleland J.G.F.",0195668X,"European Heart Journal",16, 9,25,3,1,0,4,0,29
1995,"Cardiac syndrome X: Clinical characteristics and left ventricular function long-term follow-up study","Kaski J.C., Rosano G.M.C., Collins P., Nihoyannopoulos P., Maseri A., Poole-Wilson P.A.",07351097,"Journal of the American College of Cardiology",25, 4,174,13,12,7,32,0,206
1995,"Echocardiography 1995","Monaghan M.J., Nihoyannopoulos P.",00070769,"British Heart Journal",73, 5,0,0,0,0,0,0,0
1995,"Clinical evaluation of left heart Doppler contrast enhancement by a saccharide-based transpulmonary contrast agent","Von Bibra H., Sutherland G., Becher H., Neudert J., Nihoyannopoulos P.",07351097,"Journal of the American College of Cardiology",25, 2,57,1,0,0,1,0,58
1995,"How to quantitate valve regurgitation by echo Doppler techniques","Simpson I.A., De Belder M.A., Kenny A., Martin M., Nihoyannopoulos P.",00070769,"British Heart Journal",73, 5,8,1,0,1,2,0,10
1995,"Magnitude of myocardial dysfunction is greater in painful than in painless myocardial ischemia: An exercise echocardiographic study","Nihoyannopoulos P., Marsonis A., Joshi J., Athanassopoulos G., Oakley C.M.",07351097,"Journal of the American College of Cardiology",25, 7,29,0,1,1,2,0,31
1995,"Genetic testing for familial hypertrophic cardiomyopathy in newborn infants: Clinicians' perspective","Ryan M.P., French J., Al-Mahdawi S., Nihoyannopoulos P., Cleland J.G.F., Oakley C.M., Harper P.S., Clarke A., Davis J., Grigg L.",09598146,"British Medical Journal",310, 6983,8,3,0,0,3,0,11
1994,"Elevated plasma endothelin concentrations in heart failure; An effect of angiotensin II?","Good J.M., Nihoyannopoulos P., Ghatei M.A., Crossman D., Bloom S.R., Clark P., Oakley C.M., Cleland J.G.F.",0195668X,"European Heart Journal",15, 12,30,2,0,1,3,0,33
1994,"Contrast ultrasound. A satellite meeting at EURODOP '94 - The Third Ultrasound Angiography Congress, Oxford, September 28-30, 1994","Fritsch T., Schlief R., Burns P., Careas J.-M., Ostensen J., Nihoyannopoulos P., Sitzer M., Bauer F., Langholz J., Degenhardt F., Lees B., Leen E., Jakobsen J.A.",09255206,"Advances in Echo-Contrast",4, 2,0,0,0,0,0,0,0
1994,"The electrocardiogram is a more sensitive indicator than echocardiography of hypertrophic cardiomyopathy in families with a mutation in the MYH7 gene","Al-Mahdawi S., Chamberlain S., Chojnowska L., Michalak E., Nihoyannopoulos P., Ryan M., Kusnierczyk B., French J.A., Gilligan D.M., Cleland J., Williamson R., Ruzyllo W., Oakley C.",00070769,"British Heart Journal",72, 2,18,0,1,0,1,0,19
1994,"Natural history of secundum atrial septal defect in adults after medical or surgical treatment: A historical prospective study","Shah D., Azhar M., Oakley C.M., Cleland J.G.F., Nihoyannopoulos P.",00070769,"British Heart Journal",71, 3,88,4,10,0,14,0,102
1994,"Cardiac responses assessed by echocardiography to changes in preload in hypertrophic cardiomyopathy","Gilligan D.M., Chan W.L., Stewart R., Joshi J., Nihoyannopoulos P., Oakley C.M.",00029149,"American Journal of Cardiology",73, 4,4,0,0,0,0,0,4
1994,"Ebstein's anomaly: Presentation and outcome from fetus to adult","Celermajer D.S., Deanfield J.E., Bull C., Till J.A., Cullen S., Vassillikos V.P., Sullivan I.D., Allan L., Nihoyannopoulos P., Somerville J.",07351097,"Journal of the American College of Cardiology",23, 1,117,8,8,2,18,0,135
1994,"Erratum: The electrocardiogram is a more sensitive indicator than echocardiography of hypertrophic cardiomyopathy in families with a mutation in the MYH7 gene (Br. Heart J. 1994; 72 (105-111))","Al-Mahdawi W., Chamberlain S., Chojnowska L., Michalak E., Nihoyannopoulos P., Ryan M., Kusnierczyk B., French J.A., Gilligan D.M., Cleland J., Williamson R., Ruzyllo W., Oakley C.",00070769,"British Heart Journal",72, 5,0,0,0,0,0,0,0
1994,"Echocardiographic measures of left ventricular structure and their relation with rest and ambulatory blood pressure in blacks and whites in the United Kingdom","Chaturvedi N., Athanassopoulos G., McKeigue P.M., Marmot M.G., Nihoyannopoulos P.",07351097,"Journal of the American College of Cardiology",24, 6,49,2,2,3,7,0,56
1994,"Echocardiographic assessment of artificial heart valves: British Society of Echocardiography position paper","Chambers J., Fraser A., Lawford P., Nihoyannopoulos P., Simpson I.",00070769,"British Heart Journal",71, 4,30,1,1,0,2,0,32
1994,"Setting up a transoesophageal echocardiography service","Saltissi S., De Belder M.A., Nihoyannopoulos P.",00070769,"British Heart Journal",71, 4,5,1,0,0,1,0,6
1994,"Echocardiography 1994","Monaghan M.J., Nihoyannopoulos P.",00070769,"British Heart Journal",71, 4,0,0,0,0,0,0,0
1994,"Dual-chamber pacing: An alternative treatment for the patient with cardiomyopathy?","Dritsas A., Oakley C.M., Nihoyannopoulos P.",,"Hellenic Journal of Cardiology",35, 2,0,0,0,0,0,0,0
1993,"Detection of atherosclerotic lesions in the aorta by transesophageal echocardiography","Nihoyannopoulos P., Joshi J., Athanasopoulos G., Oakley C.M.",00029149,"American Journal of Cardiology",71, 13,89,4,4,0,8,0,97
1993,"Systemic lupus erythematosus: valvular regurgitation and its relation to anticardiolipin antibodies | Lupus eritematoso sistémico: insuficiencia valvular y su relación con anticuerpos anticardiolipinas.","Diaz R.A., Athanassopoulos G., Nihoyannopoulos P.",00349887,"Revista medica de Chile",121, 2,0,0,1,0,1,0,1
1993,"Diffuse reduction of myocardial beta-adrenoceptors in hypertrophic cardiomyopathy: A study with positron emission tomography","Lefroy D.C., Nihoyannopoulos P., Oakley C.M., Jones T., Camici P.G., De Silva R., Choudhury L., Uren N.G., Crake T., Rhodes C.G., Lammertsma A.A., Boyd H., Patsalos P.N.",07351097,"Journal of the American College of Cardiology",22, 6,53,2,2,0,4,0,57
1993,"Identification of a mutation in the ? cardiac myosin heavy chain gene in a family with hypertrophic cardiomyopathy","Al-Mahdawi S., Chamberlain S., Cleland J., Nihoyannopoulos P., Gilligan D., French J., Choudhury L., Williamson R., Oakley C.",00070769,"British Heart Journal",69, 2,12,0,0,0,0,0,12
1993,"Beat-to-Beat variability in stroke volume during VVI pacing as predictor of hemodynamic benefit from DDD pacing","Dritsas A., Joshi J., Webb S.C., Athanassopoulos G., Oakley C.M., Nihoyannopoulos P.",01478389,"PACE - Pacing and Clinical Electrophysiology",16, 8,2,0,0,0,0,0,2
1993,"Intraventricular systolic flow mapping in hypertrophic cardiomyopathy","Nihoyannopoulos P., Karatasakis G., Joshi J., Gilligan D., Oakley C.M.",07422822,"Echocardiography",10, 2,0,0,1,0,1,0,1
1993,"Effects of lisinopril on cardiorespiratory, neuroendocrine, and renal function in patients with asymptomatic left ventricular dysfunction","Cleland J.G.F., Shah D., Krikler S., Dritsas A., Nihoyannopoulos P., Frost G., Oakley C.M.",00070769,"British Heart Journal",69, 6,19,0,0,1,1,0,20
1993,"Autonomic function in hypertrophic cardiomyopathy","Gilligan D.M., Chan W.L., Sbarouni E., Nihoyannopoulos P., Oakley C.M.",00070769,"British Heart Journal",69, 6,19,0,1,0,1,0,20
1993,"Angiosarcoma of the heart causing cardiac rupture: A rare cause of hemopericardium","Ohri S.K., Nihoyannopoulos P., Taylor K.M., Keogh B.E.",00034975,"Annals of Thoracic Surgery",55, 2,13,0,1,0,1,0,14
1993,"Stress echocardiography: Time for critical reappraisal","Mazeika P.K., Nihoyannopoulos P., Oakley C.M.",00070769,"British Heart Journal",70, 3,2,0,0,0,0,0,2
1992,"Reply","Nihoyannopoulos P., Oakley C.M.",07351097,"Journal of the American College of Cardiology",20, 5,0,0,0,0,0,0,0
1992,"Influence of left ventricular hypertrophy and function on the occurrence of ventricular tachycardia in hypertrophic cardiomyopathy","Dritsas A., Gilligan D., Sbarouni E., Oakley C.M., Nihoyannopoulos P.",00029149,"American Journal of Cardiology",70, 9,4,0,0,0,0,0,4
1992,"Amiodarone reduces QT dispersion in patients with hypertrophic cardiomyopathy","Dritsas A., Gilligan D., Nihoyannopoulos P., Oakley C.M.",01675273,"International Journal of Cardiology",36, 3,33,0,0,0,0,0,33
1992,"Uses and limitations of high dose dipyridamole stress echocardiography for evaluation of coronary artery disease","Mazeika P., Nihoyannopoulos P., Joshi J., Oakley C.M.",00070769,"British Heart Journal",67, 2,20,1,0,0,1,0,21
1992,"Adjustment for the influence of age and heart rate on Doppler measurements of left ventricular filling","Stewart R.A.H., Joshi J., Alexander N., Nihoyannopoulos P., Oakley C.M.",00070769,"British Heart Journal",68, 6,14,2,0,0,2,0,16
1992,"Diastolic function in hypertrophic cardiomyopathy: Relation to exercise capacity","Nihoyannopoulos P., Karatasakis G., Frenneaux M., McKenna W.J., Okley C.M.",07351097,"Journal of the American College of Cardiology",19, 3,67,4,1,0,5,0,72
1992,"Aspirin to prevent growth of vegetations and cerebral emboli in infective endocarditis","Taha T.H., Durrant S.S., Mazeika P.K., Nihoyannopoulos P., Oakley C.M.",09546820,"Journal of Internal Medicine",231, 5,23,1,3,0,4,0,27
1992,"Echocardiology in the evaluation of the critically ill patient","Nihoyannopoulos P.",02660970,"Care of the Critically Ill",8, 3,0,0,0,0,0,0,0
1992,"Doppler haemodynamic profiles of clinically and echocardiographically normal mitral and aortic valve prostheses","Nihoyannopoulos P., Kambouroglou D., Athanassopoulos G., Nadazdin A., Smith P., Oakley C.M.",0195668X,"European Heart Journal",13, 3,7,0,0,0,0,0,7
1992,"A new strategy for the assessment of viable myocardium and regional myocardial blood flow using 15O-water and dynamic positron emission tomography","Yamamoto Y., De Silva R., Rhodes C.G., Araujo L.I., Iida H., Rechavia E., Nihoyannopoulos P., Hackett D., Galassi A.R., Taylor C.J.V., Lammertsma A.A., Jones T., Maseri A.",00097322,"Circulation",86, 1,58,4,6,1,11,0,69
1992,"Peripartum cardiomyopathy with recovery in a patient with coincidental Eisenmenger ventricular septal defect","Oakley C.M., Nihoyannopoulos P.",00070769,"British Heart Journal",67, 2,2,0,0,0,0,0,2
1992,"Effects of peptide YY on the human cardiovascular system: Reversal of responses to vasoactive intestinal peptide","Playford R.J., Calam J., Benito-Orfila M.A., Nihoyannopoulos P., Nandha K.A., Cockcroft J., Todd S., Ghatei M.A., Domin J., Bloom S.R.",00029513,"American Journal of Physiology - Endocrinology and Metabolism",263, 4,8,0,1,0,1,0,9
1992,"Preoperative prediction of the outcome of coronary revascularization using positron emission tomography","De Silva R., Yamamoto Y., Rhodes C.G., Iida H., Nihoyannopoulos P., Davies G.J., Lammertsma A.A., Jones T., Maseri A.",00097322,"Circulation",86, 6,71,2,4,0,6,0,77
1992,"QT-interval abnormalities in hypertrophic cardiomyopathy","Dritsas A., Sbarouni E., Gilligan D., Nihoyannopoulos P., Oakley C.M.",01609289,"Clinical Cardiology",15, 10,66,4,1,1,6,0,72
1992,"Investigation of a hemodynamic basis for syncope in hypertrophic cardiomyopathy: Use of a head-up tilt test","Gilligan D.M., Nihoyannopoulos P., Chan W.L., Oakley C.M.",00097322,"Circulation",85, 6,39,0,0,1,1,0,40
1991,"Usefulness of echocardiography to differentiate dilated cardiomyopathy from coronary-induced congestive heart failure","Diaz R.A., Nihoyannopoulos P., Athanassopoulos G., Oakley C.M.",00029149,"American Journal of Cardiology",68, 11,24,1,1,0,2,0,26
1991,"Diagnostic value of two-dimensional echocardiography in cardiac hydatid disease","Rey M., Alfonso F., Torrecilla E.G., McKenna W.J., Balaguer J., Alvarez L., Rabago P., Rabago G., Nihoyannopoulos P.",0195668X,"European Heart Journal",12, 12,28,2,0,0,2,0,30
1991,"Evaluation of dipyridamole-Doppler echocardiography for detection of myocardial ischemia and coronary artery disease","Mazeika P., Nihoyannopoulos P., Joshi J., Oakley C.M.",00029149,"American Journal of Cardiology",68, 5,8,0,0,0,0,0,8
1991,"Cardiovascular effects of Org OD 14: A new steroidal therapy for climacteric symptoms","Hardiman P., Nihoyannopoulos P., Kicovic P., Ginsburg J.",03785122,"Maturitas",13, 3,20,0,1,0,1,0,21
1991,"Differential diagnosis of congestive cardiomyopathy and myocardial ischemia: two-dimensional echocardiography has a limited value | Diagnóstico diferencial de la miocardiopatía dilatada y miscardiopatía isquémica: la ecocardiografía bidimensional tiene un valor limitado.","Diaz R.A., Nihoyannopoulos P., Oakley C.M.",00349887,"Revista medica de Chile",119, 7,2,0,2,0,2,0,4
1991,"Pharmacological stress echocardiography in the evaluation of coronary artery disease","Mazeika P.K., Nihoyannopoulos P., Nadazdin A., Oakley C.M.",00325473,"Postgraduate Medical Journal",67, 1,4,0,0,0,0,0,4
1991,"Absence of myocardial dysfunction during stress in patients with syndrome X","Nihoyannopoulos P., Kaski J.C., Crake T., Maseri A.",07351097,"Journal of the American College of Cardiology",18, 6,67,4,4,1,9,0,76
1991,"Assessment of valvular obstruction in aortic valve disease. The value of Doppler estimated valve resistance, orifice area and pressure gradient","Nadazdin A., Nihoyannopoulos P., Joshi J., Roussak J., Smith P., Taylor K.M.",,"Cuore",8, 2,0,0,0,0,0,0,0
1991,"Can the dipyridamole-Doppler stress test detect myocardial ischemia?","Mazeika P., Nihoyannopoulos P., Oakley C.M.",00029149,"American Journal of Cardiology",67, 4,0,0,0,0,0,0,0
1990,"Assessment of colour flow imaging in the grading of valvular regurgitation","Galassi A.R., Nihoyannopoulos P., Pupita G., Odawara H., Crea F., McKenna W.J.",0195668X,"European Heart Journal",11, 12,13,0,0,0,0,0,13
