,"This is a citation overview for a set of 94 documents.",,,,,,,,,,,,
1995,"Evidence for linkage disequilibrium in chromosome 13-linked Duchenne-like muscular dystrophy (LGMD2C) [1]","Othmane K.B., Roses A.D., Hamida M.B., Pericak-Vance M.A., Vance J.M., Speer M.C., Stauffer J., Blel S., Middleton L., Hamida B.C., Etribi A., Loeb D., Hentati F.",00029297,"American Journal of Human Genetics",57, 3,28,0,1,0,1,0,29
1995,"Mutations in the dystrophin-associated protein ? sarcoglycan in chromosome 13 muscular dystrophy","Noguchi S., Denton P.H., Kyriakides T., Middleton L., Hentati F., Ben Hamida M., Nonaka I., Vance J.M., Kinkel L.M., Ozawa E., McNally E.M., Ben Othmane K., Hagiwara Y., Mizuno Y., Yoshida M., Yamamoto H., Bonnemann C.G., Gussoni E.",00368075,"Science",270, 5237,343,11,9,5,25,0,368
1995,"Mapping of a distal form of spinal muscular atrophy with upper limb predominance to chromosome 7p","Christodoulou K., Kyriakides T., Hristova A.H., Georgiou D.-M., Kalaydjieva L., Yshpekova B., Ivanova T., Weber J.L., Middleton L.T.",09646906,"Human Molecular Genetics",4, 9,78,1,1,0,2,0,80
1994,"Classification performance of motor unit action potential features","Pattichis C.S., Elia A., Schizas C.N., Middleton L.T.",05891019,"Annual International Conference of the IEEE Engineering in Medicine and Biology - Proceedings",16, 2,0,0,0,0,0,0,0
1994,"Dystrophinopathy presenting as congenital muscular dystrophy","Kyriakides T., Gabriel G., Drousiotou A., Meznanic-Petrusa M., Middleton L.",09608966,"Neuromuscular Disorders",4, 4,8,0,0,0,0,0,8
1994,"23rd ENMC workshop on rare neuromuscular diseases. 4-6 June, Baarn, The Netherlands","Middleton L.T., Moser H.",09608966,"Neuromuscular Disorders",4, 3,2,0,0,0,0,0,2
1994,"Novel cystic fibrosis mutation associated with mild disease in Cypriot patients","Boteva K., Papageorgiou E., Georgiou C., Angastiniotis M., Middleton L.T., Constantinou-Deltas C.D.",03406717,"Human Genetics",93, 5,5,0,0,0,0,0,5
1993,"Bispectral analysis of EMG at different levels of force","Pattichis C.S., Constantinou R., Spyrou S., Schizas C.N., Middleton L.T.",05891019,"Proceedings of the Annual Conference on Engineering in Medicine and Biology",15, 3,0,0,0,0,0,0,0
1993,"Friedreich's ataxia phenotype not linked to chromosome 9 and associated with selective autosomal recessive vitamin E deficiency in two inbred Tunisian families","Hamida M.B., Koenig M., Middleton L., Belal S., Sirugo G., Hamida C.B., Panayides K., Ionannou P., Beckmann J., Mandel J.L., Hentati F.",00283878,"Neurology",43, 11,74,4,4,2,10,0,84
1993,"Localization of a gene (CMT2A) for autosomal dominant Charcot-Marie-Tooth disease type 2 to chromosome 1p and evidence of genetic heterogeneity","Othmane K.B., Pericak-Vance M.A., Vance J.M., Middleton L.T., Loprest L.J., Wilkinson K.M., Lennon F., Rozear M.P., Stajich J.M., Gaskell P.C., Roses A.D.",08887543,"Genomics",17, 2,127,1,0,0,1,0,128
1992,"New hereditary malformation syndrome of unusual facial appearance, skeletal deformities, and musculoskeletal and sensory defects","Middleton L.T., Anastasiades V., Panayidou K., Georghiou D., Kalli E., Gabriel G., Myrianthopoulos N.C.",01487299,"American Journal of Medical Genetics",44, 6,0,0,0,0,0,0,0
1992,"Isolation of a cytochrome oxidase gene overexpressed in Alzheimer's disease brain","Alberts M.J., Ioannou P., Deucher R., Gilbert J., Lee J., Middleton L., Roses A.D.",10447431,"Molecular and Cellular Neurosciences",3, 5,2,0,0,0,0,0,2
1992,"Study of large inbred Friedreich ataxia families reveals a recombination between D9S15 and the disease locus","Belal S., Panayides K., Sirugo G., Hamida C.B., Ioannou P., Hentati F., Beckmann J., Koenig M., Mandel J.-L., Hamida M.B., Middleton L.T.",00029297,"American Journal of Human Genetics",51, 6,4,1,0,0,1,0,5
1992,"Detection of Duchenne and Becker muscular dystrophy carriers by quantitative multiplex polymerase chain reaction analysis","Ioannou P., Christopoulos G., Panayides K., Kleanthous M., Middleton L.",00283878,"Neurology",42, 9,22,1,0,0,1,0,23
1991,"Neural networks in computer aided clinical electromyography","Schizas C.N., Pattichis C.S., Livesay R.R., Middleton L.T.",05891019,"Proceedings of the Annual Conference on Engineering in Medicine and Biology",13, 3,2,0,0,0,0,0,2
1991,"Multiple sclerosis in Cyprus","Middleton L.T., Dean G.",0022510X,"Journal of the Neurological Sciences",103, 1,9,1,1,0,2,0,11
1991,"Unsupervised learning in computer aided macroelectromyography","Schizas C.N., Pattichis C.S., Livesay R.R., Schofield I.S., Lazarou K.X., Middleton L.T.",,"",, ,2,0,0,0,0,0,2
1990,"Artificial neural nets in computer-aided macro motor unit potential classification","Schizas C.N., Pattichis C.S., Schofield I.S., Fawcett P.R., Middleton L.T.",07395175,"IEEE Engineering in Medicine and Biology Magazine",9, 3,6,0,0,0,0,0,6
1989,"Artificial neural net algorithms in classifying electromyographic signals","Schizas C.N., Pattichis C.S., Schofield I.S., Fawcett P.R., Middleton L.T.",05379989,"IEE Conference Publication",, 313,0,0,0,0,0,0,0
1989,"Molecular genetics of amyloid neuropathy in Europe","Holt I.J., Middleton L., Said G., Harding A.E., Chrysostomou G., King R.H.M.",01406736,"Lancet",1, 8637,17,0,0,0,0,0,17
1989,"Focal cranial nerve involvement in chronic inflammatory demyelinating polyneuropathy: Clinical and MRI evidence of peripheral and central lesions","Waddy H.M., Misra V.P., King R.H.M., Thomas P.K., Middleton L., Ormerod L.E.C.",03405354,"Journal of Neurology",236, 7,16,1,1,0,2,0,18
1988,"Friedreich's ataxia in Kathikas-Arodhes, Cyprus","Dean G., Chamberlain S., Middleton L.",01406736,"Lancet",1, 8585,7,3,1,1,5,0,12
