2001,"Ethnic variations in response to a statin (EVIREST)","Poulter N.R., Caulfield M., Feder G.",09509240,"Journal of Human Hypertension",15, 1,3,0,1,0,1,0,4
2001,"Evaluation of cardiovascular risk equations using the ASCOT cohort","Wilson S., Collier D., Johnston A., Poulter N., Feder G., Robson J., Caulfield M.",09509240,"Journal of Human Hypertension",15, 1,0,0,0,0,0,0,0
2001,"Non-specific effects of inclusion in a clinical trial: Information from ASCOT","Thom S., Whitehouse A., Sever P., Poulter N.",09509240,"Journal of Human Hypertension",15, 1,0,0,0,0,0,0,0
2001,"Cardiovascular risk factors in a cohort of 30 000 high-risk men and women in the UK: Cross-sectional, retrospective and prospective studies of screenees for the Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT)","Chapman J.N., Kirby P., Caulfield M.C., Poulter N.R.",09509240,"Journal of Human Hypertension",15, 1,2,0,0,0,0,0,2
2001,"Anglo-Scandinavian cardiac outcomes trial: A brief history, rationale and outline protocol","Sever P.S., Mehlsen J., Nieminen M., O'Brien E., Ostergren J., Dahlof B., Poulter N.R., Wedel H., Beevers G., Caulfield M., Collins R., Kjeldsen S.E., McInnes G.T.",09509240,"Journal of Human Hypertension",15, 1,22,1,1,0,2,0,24
2001,"An intensive phenotyping study to enable the future examination of genetic influences on hypertension-associated cardiovascular disease","Stanton A., Fitzgerald D., Hughes A., Mayet J., O'Brien E., Poulter N.R., Sever P.S., Shields D., Thom S.",09509240,"Journal of Human Hypertension",15, 1,4,2,0,0,2,0,6
2001,"The effects of cardiac events on quality of life and indirect costs","Jonsson B., Buxton M., Kahan T., Poulter N.R., Svarvar P.",09509240,"Journal of Human Hypertension",15, 1,2,0,1,0,1,0,3
2001,"Study rationale and design of ADVANCE: Action in diabetes and vascular disease - Preterax and diamicron MR controlled evaluation","Chalmers J., Cooper M., Ferrannini E., Glasziou P., Grobbee D., Hamet P., Harrap S., Liu L., MacMahon S., Mancia G., Marre M., Matthews D., Mogensen C., Neal B., Yu Pan C., Poulter N., Rodgers A., Williams B., Woodward M., Collins R., Sandercock P., Sleight P., Holman R., Fulcher G., Pollock C., Celermajer D., Watson J., Harrisberg B., Currie R., Girgis S., Jayne K., Monaghan H., Patel A., Richens A., Gray B., Milne A., Adderkin A., Bak A., Flett S., De Guise D., Jetses E., Reid J., Stolk R., Wang W., Williams F., Zou X.",0012186X,"Diabetologia",44, 9,41,11,4,2,17,0,58
2001,"Birthweights, maternal cardiovascular events, and Barker hypothesis","Poulter N.R.",01406736,"Lancet",357, 9273,13,0,1,0,1,0,14
2001,"Rationale, design, methods and baseline demography of participants of the Anglo-Scandinavian cardiac outcomes trial","Sever P.S., Mehlsen J., Nieminen M., O'Brien E., Ostergren J., Dahlof B., Poulter N.R., Wedel H., Beevers G., Caulfield M., Collins R., Kjeldsen S.E., McInnes G.T.",02636352,"Journal of Hypertension",19, 6,144,6,7,1,14,0,158
2001,"QT intervals and QT dispersion as measures of left ventricular hypertrophy in an unselected hypertensive population","Chapman N., Mayet J., Ozkor M., Lampe F.C., Thom S.A.McG., Poulter N.R.",08957061,"American Journal of Hypertension",14, 5 I,20,0,1,0,1,0,21
2001,"Association between smoking and blood pressure evidence from the health survey for England","Primatesta P., Falaschetti E., Gupta S., Marmot M.G., Poulter N.R.",0194911X,"Hypertension",37, 2 I,53,13,10,1,24,0,77
2001,"Oestrogen and protection against cardiovascular disease: Potential versus reality","Poulter N.",09696113,"British Journal of Cardiology",8, 6,2,0,0,0,0,0,2
2000,"Improvement in midwall myocardial shortening with regression of left ventricular hypertrophy","Mayet J., Ariff B., Wasan B., Chapman N., Shahi M., Poulter N.R., Sever P.S., Foale R.A., Thom S.A.McG.",0194911X,"Hypertension",36, 5,21,2,2,2,6,0,27
2000,"Lipid concentrations and the use of lipid lowering drugs: Evidence from a national cross sectional survey","Primatesta P., Poulter N.R.",09598146,"British Medical Journal",321, 7272,106,4,2,1,7,0,113
2000,"Hypertension drug trials: Past, present, and future","Sever P.S., Poulter N.R.",09509240,"Journal of Human Hypertension",14, 10-11,3,0,0,0,0,0,3
2000,"Benefits and pitfalls of cardiovascular risk assessment","Poulter N.R.",09509240,"Journal of Human Hypertension",14, 2,5,0,1,0,1,0,6
2000,"Applying evidence-based medicine to current practice: A round table panel discussion","McInnes G.T., Mancia G., Sever P.S., Poulter N.R.",09509240,"Journal of Human Hypertension",14, 2,0,0,0,0,0,0,0
2000,"Other drug treatments: The evidence","Poulter N.",00296651,"Proceedings of the Nutrition Society",59, 3,0,0,0,0,0,0,0
2000,"Ethnic and gender differences in electrocardiographic QT length and QT dispersion in hypertensive subjects","Chapman N., Mayet J., Ozkor M., Foale R., Thom S., Poulter N.",09509240,"Journal of Human Hypertension",14, 6,6,0,0,0,0,0,6
2000,"Risk of fatal pulmonary embolism with oral contraceptives","Poulter N.R.",01406736,"Lancet",355, 9221,8,0,0,1,1,0,9
2000,"Unresolved issues for hypertension management","Poulter N.",09696113,"British Journal of Cardiology",7, 2,0,0,0,0,0,0,0
2000,"Absence of sympathetic overactivity in Afro-Caribbean hypertensive subjects studied by heart rate variability","Guzzetti S., Thom S.A.McG., Mayet J., Shahi M., Mezzetti S., Foale R.A., Sever P.S., Poulter N.R., Porta A., Malliani A.",09509240,"Journal of Human Hypertension",14, 5,10,1,0,1,2,0,12
2000,"Page's Syndrome: A case of pseudophaeochromocytoma","Chapman J.N., French A.T., Poulter N.R., Sever P.S.",09509240,"Journal of Human Hypertension",14, 2,2,0,0,0,0,0,2
2000,"Blood pressure levels and hypertension status among ethnic groups in England","Primatesta P., Bost L., Poulter N.R.",09509240,"Journal of Human Hypertension",14, 2,31,1,5,1,7,0,38
2000,"Management of hypertension (multiple letters)","Wilding J., Williams G., Drummond G., Marshall T., Rouse A., Eisenberg J., Hey A., Chowdhury T.A., Sandvik H., Stewart M., Sharvill N.J., Psaty B.M., Furberg C.D., Ramsay L.E., Williams B., Potter J.F., Johnston G.D., MacGregor G.A., Poston N.R., Poulter N.R., Russell G.",09598146,"British Medical Journal",320, 7234,0,0,0,0,0,0,0
2000,"Lipid levels in English adults: Implications for cardiovascular disease and its prevention","Poulter N.R., Primatesta P.",09696113,"British Journal of Cardiology",7, 4,0,0,0,0,0,0,0
2000,"Lipid lowering: What about the other 75%?","Poulter N.",09696113,"British Journal of Cardiology",7, 4,5,0,0,0,0,0,5
2000,"Isolated systolic hypertension: Clinical significance and management","Poulter N.",09696113,"British Journal of Cardiology",7, 3,2,0,0,0,0,0,2
1999,"Coronary heart disease is a multifactorial disease","Poulter N.",08957061,"American Journal of Hypertension",12, 10,26,2,2,3,7,0,33
1999,"The impact of micronized fenofibrate on lipid subfractions and on reaching HDL-target levels in 7,098 patients with dyslipidaemia","Poulter N.",09696113,"British Journal of Cardiology",6, 12,22,3,6,0,9,0,31
1999,"Association between birth weight and adult blood pressure in twins: Historical cohort study","Poulter N.R., Chang C.L., MacGregor A.J., Snieder H., Spector T.D.",09598146,"British Medical Journal",319, 7221,88,1,2,1,4,0,92
1999,"Risk of cardiovascular diseases associated with oral progestagen preparations with therapeutic indications","Poulter N.R., Chang C.L., Farley T.M.M., Meirik O.",01406736,"Lancet",354, 9190,31,4,4,1,9,0,40
1999,"Guidelines for management of hypertension: Report of the third working party of the British Hypertension Society","Ramsay L.E., Williams B., Johnston G.D., MacGregor G.A., Poston L., Potter J.F., Poulter N.R., Russell G.",09509240,"Journal of Human Hypertension",13, 9,437,8,5,2,15,0,452
1999,"British Hypertension Society guidelines for hypertension management 1999: Summary","Ramsay L.E., Williams B., Johnston G.D., MacGregor G.A., Poston L., Potter J.F., Poulter N.R., Russell G.",09598146,"British Medical Journal",319, 7210,293,3,7,2,12,0,305
1999,"Effect on stroke of different progestagens in low oestrogen dose oral contraceptives","Poulter N.R., Chang C.L., Farley T.M.M., Marmot M.G., Meirik O.",01406736,"Lancet",354, 9175,29,0,0,1,1,0,30
1999,"Migraine and stroke in young women (multiple letters) [4]","MacGregor E.A., Guillebaud J., Olesen J., Donaghy M., Poulter N.R., Chang C.L.",09598146,"British Medical Journal",318, 7196,0,0,0,0,0,0,0
1999,"Medical education - Communicating best practice","Poulter N.R.",00219150,"Atherosclerosis",143, 1,4,0,0,0,0,0,4
1999,"Ethnic differences in the identification of left ventricular hypertrophy in the hypertensive patient","Chapman J.N., Mayet J., Chang C.L., Foale R.A., Thom S.A.M., Poulter N.R.",08957061,"American Journal of Hypertension",12, 5,30,2,0,2,4,0,34
1999,"QT dispersion in athletic left ventricular hypertrophy","Mayet J., Kanagaratnam P., Shahi M., Senior R., Doherty M., Poulter N.R., Sever P.S., Handler C.E., McG Thom S.A., Foale R.A.",00028703,"American Heart Journal",137, 4 I,20,1,1,1,3,0,23
1999,"Does nibbling or grazing protect the peripheral arteries from atherosclerosis?","Powell J.T., Franks P.J., Poulter N.R.",13506277,"Journal of Cardiovascular Risk",6, 1,8,0,0,0,0,0,8
1999,"The scope for cardiovascular disease risk factor intervention among people with diabetes mellitus in England: A population-based analysis from the health surveys for England 1991-94","Colhoun H.M., Dong W., Barakat M.T., Mather H.M., Poulter N.R.",07423071,"Diabetic Medicine",16, 1,41,1,0,0,1,0,42
1999,"Blood lead and blood pressure: Evidence from the Health Survey for England 1995","Bost L., Primatesta P., Dong W., Poulter N.",09509240,"Journal of Human Hypertension",13, 2,12,0,1,0,1,0,13
1999,"Migraine and stroke in young women: Case-control study","Chang C.L., Donaghy M., Poulter N.",09598146,"British Medical Journal",318, 7175,235,14,10,3,27,0,262
1999,"Treatment Strategies - The Multiple-Risk Patient: Foreword","Poulter N.",08957061,"American Journal of Hypertension",12, 10,0,0,0,0,0,0,0
1998,"Combined oral contraceptives, smoking, and cardiovascular risk","Farley T.M.M., Meirik O., Chang C.L., Poulter N.R.",0143005X,"Journal of Epidemiology and Community Health",52, 12,37,1,2,0,3,0,40
1998,"Joint British recommendations on prevention of coronary heart disease in clinical practice","Wood D., Durrington P., McInnes G., Poulter N., Rees A., Wray R.",13556037,"Heart",80, 2,571,7,4,3,14,0,585
1998,"Calcium antagonists and the diabetic patient: A response to recent controversies","Poulter N.R.",00029149,"American Journal of Cardiology",82, 9,10,0,0,0,0,0,10
1998,"Overestimation of the prevalence of hypertension in the population (multiple letters) [2]","Klungel O.H., Seidell J.C., De Boer A., Colhoun H., Dong W., Poulter N.",02636352,"Journal of Hypertension",16, 11,1,0,0,0,0,0,1
1998,"Dietary sodium intake and mortality: NHANES (multiple letters) [2]","Poulter N.R., Alderman M.H., Cohen H.W., Madhavan S.",01406736,"Lancet",352, 9132,6,0,0,0,0,0,6
1998,"Cardiovascular disease and use of oral and injectable progestogen-only contraceptives and combined injectable contraceptives: Results of an international, multicenter, case-control study","Debert-Ribeiro M., Medina E., Artigas J., He S., Zhong Yu Hui, De-Wei Z., Weijin Z., Rojas O., Vessey M., Heinemann L., Donnan S., Ho S., Bartfi G., Kisjanto J., Wilks R., Agwanda R., Ruiz R., Kozuh-Novak M., Dusitsin N., Virutamasen P., Phanthumchinda K., Koetsawang S., Piya-Anant M., Demirovic J., Belkic K., Mwandila W.S., Mutale C.M., Matenga J., Wilson A., Poulter N.R., Marmot M.G., Permanente K., Perlman J., Kelaghan J., Farley T.M.M., Holck S., Meirik O.",00107824,"Contraception",57, 5,122,15,11,6,32,0,154
1998,"Calcium channel blockers and cardiovascular risk in diabetes.","Poulter N.R.",01406736,"Lancet",351, 9118,3,0,0,0,0,0,3
1998,"Calcium channel blockers and cardiovascular risk in diabetes (multiple letters) [1]","Mason R.P., Mason P.E., Poulter N.R., Pahor M., Psaty B.M., Furberg C.D.",01406736,"Lancet",351, 9118,1,0,0,0,0,0,1
1998,"Blood pressure screening, management and control in England: Results from the health survey for England 1994","Colhoun H.M., Dong W., Poulter N.R.",02636352,"Journal of Hypertension",16, 6,294,2,3,1,6,0,300
1998,"Why do black patients have big hearts?","Mayet J., Chapman N., Li C.K.-C., Shahi M., Poulter N.R., Sever P.S., Thom S.A.McG., Foale R.A.",13556037,"Heart",79, 1,0,0,0,0,0,0,0
1998,"Ethnic differences in the hypertensive heart and 24-hour blood pressure profile","Mayet J., Chapman N., Li C.K.-C., Shahi M., Poulter N.R., Sever P.S., Foale R.A., Thom S.A.McG.",0194911X,"Hypertension",31, 5,37,0,2,0,2,0,39
1998,"Oral contraceptives and risk of venous thromembolism: Impact of duration of use [1] (multiple letters)","Farley T.M.M., Meirik O., Marmot M.G., Chang C.L., Poulter N.R., Suissa S., Spitzer W.O.",00107824,"Contraception",57, 1,24,1,0,0,1,0,25
1998,"Protocol for prospective collaborative overviews of major randomized trials of blood-pressure-lowering treatments","Black H., Boissel J.P., Brenner B., Brown M., Bulpitt C., Chalmers J., Collins R., Cutler J., Dahlof B., Davis B., Fagard R., Fletcher A., Furberg C., Hansson L., Kuramoto K., Lewis E., MacMahon S., Mancia G., Pitt B., Poulter N., Remuzzi G., Sleight P., Turner R., Sever P., Whelton P., Wing L., Yusuf S., Zanchetti A., Martin I., Cohn J., Alderman M., Hansson L., Neal B., Rodgers A., Baigent C., Collins R., MacMahon S.",02636352,"Journal of Hypertension",16, 2,62,4,4,0,8,0,70
1998,"Drug therapy for coronary heart disease: The Sheffield table (multiple letters) [1]","Ramsay L.E., Wallis E.J., Haq I.U., Yeo W.W., Jackson P.R., Poulter N.R., Alberti K.G.M., Beevers D., Betteridge D.J., Campbell R.W.F.",01406736,"Lancet",351, 9100,4,0,0,0,0,0,4
1998,"Socio-economic status and blood pressure: An overview analysis","Colhoun H.M., Hemingway H., Poulter N.R.",09509240,"Journal of Human Hypertension",12, 2,122,14,11,5,30,0,152
1998,"Managing hypercholesterolaemia: What role for dietary fibre?","Poulter N.R.",09696113,"British Journal of Cardiology",5, 3,1,0,0,0,0,0,1
1997,"Drug therapy for coronary heart disease: the Sheffield table.","Poulter N.R., Alberti K.G., Beevers D.G., Betteridge D.J., Campbell R.W.",01406736,"Lancet",350, 9094,2,0,0,0,0,0,2
1997,"Blood lead and blood pressure revisited: Data from the health survey for England 1995","Primatesta P., Bost L., Dong W., Poulter N.",02636352,"Journal of Hypertension",15, 12 I,0,0,0,0,0,0,0
1997,"Blood pressure in women using oral contraceptives: Results from the Health Survey for England 1994","Dong W., Colhoun H.M., Poulter N.R.",02636352,"Journal of Hypertension",15, 10,24,0,5,1,6,0,30
1997,"Left ventricular hypertrophy, blood pressure and ACE genotype in untreated hypertension","Mayet J., Foale R.A., Webb D.J., Thom S.A.McG., O'Kane K.P.J., Elton R., Johnstone H.A., Shahi M., Ozkor M.A., Stanton A.V., Poulter N.R., Sever P.S.",09509240,"Journal of Human Hypertension",11, 9,7,0,1,1,2,0,9
1997,"Left ventricular geometry in presenting untreated hypertension","Mayet J., Shahi M., Poulter N.R., Sever P.S., Foale R.A., Thom S.A.McG.",09509240,"Journal of Human Hypertension",11, 9,4,0,0,0,0,0,4
1997,"The effects on cardiac arrhythmias of antihypertensive therapy causing regression of left ventricular hypertrophy","Mayet J., Thom S.A.M., Chapman N., Shahi M., Poulter N.R., Cunningham D.A., Dave S., Kooner J., Sever P.S., Foale R.A.",08957061,"American Journal of Hypertension",10, 6,5,0,0,0,0,0,5
1997,"Acute myocardial infarction and combined oral contraceptives: Results of an international multicentre case-control study","Poulter N.R., Meirik O., Chang C.L., Farley T.M.M., Kelaghan J., Marmot M.G., Debert-Ribeiro M., Medina E., Artigas J., He S., Hui Z.Y., De-Wei Z., Weijin Z., Rojas O., Heinemann L., Donnan S., Ho S., Bartfai G., Kisjanto J., Wilks R., Agwamda R., Ruiz R., Kozuh-Novak M., Dusitsin N., Virutamasen P., Phanthumchinda K., Koetsawang S., Piya-Anant M., Vessey M., Demirovic J., Belkic K., Mwandila W.S., Mutale C.M., Matenga J., Wilson A., Petitti D., Perlman J., Holck S., Lawley S., Smith S., Shipley M.",01406736,"Lancet",349, 9060,210,6,10,4,20,0,230
1997,"Third-generation oral contraceptives and venous thrombosis.","Poulter N.R., Chang C.L., Marmot M., Farley T.M., Meirik O.",01406736,"Lancet",349, 9053,18,0,0,0,0,0,18
1997,"Risk factors associated with the development of peripheral arterial disease in smokers: A case-control study","Powell J.T., Edwards R.J., Worrell P.C., Franks P.J., Greenhalgh R.M., Poulter N.R.",00219150,"Atherosclerosis",129, 1,31,3,2,1,6,0,37
1997,"Third-generation oral contraceptives and venous thrombosis (multiple letters) [7]","Vandenbroucke J.P., Chang C.L., Marmot M., Farley T.M.M., Meirik O., Farmer R.D.T., Lawrenson R.A., Grant E.C.G., Helmerhorst F.M., Bloemenkamp K.W.M., Rosendaal F.R., Jick H., Jick S.S., Myers M.W., Vasilakis C., Poulter N.R.",01406736,"Lancet",349, 9053,13,0,0,0,0,0,13
1996,"Reliability of data from proxy respondents in an international case-control study of cardiovascular disease and oral contraceptives","Poulter N.R., Chang C.L., Farley T.M.M., Marmot M.G.",0143005X,"Journal of Epidemiology and Community Health",50, 6,10,0,0,0,0,0,10
1996,"Oral contraceptives and venous thromboembolic disease: Status of the current controversy","Poulter N.R.",09696113,"British Journal of Cardiology",3, 7,2,0,0,0,0,0,2
1996,"Coronary heart disease and dyslipidaemia: Size of the problem in the UK","Poulter N.",09696113,"British Journal of Cardiology",3, 1,0,0,0,0,0,0,0
1996,"Left ventricular hypertrophy and QT dispersion in hypertension","Mayet J., Shahi M., McGrath K., Poulter N.R., Sever P.S., Foale R.A., Thom S.A.McG.",0194911X,"Hypertension",28, 5,121,4,6,1,11,0,132
1996,"Oral contraceptives and thrombotic diseases: impact of new epidemiological studies.","Farley T.M., Meirik O., Poulter N.R., Chang C.L., Marmot M.G.",00107824,"Contraception",54, 3,16,0,0,1,1,0,17
1996,"Ischaemic stroke and combined oral contraceptives: Results of an international, multicentre, case-control study","Poulter N., Chang C.L., Farley T.M.M., Meirik O., Marmot M.G.",01406736,"Lancet",348, 9026,232,8,12,3,23,0,255
1996,"Haemorrhagic stroke, overall stroke risk, and combined oral contraceptives: Results of an international, multicentre, case-control study","Poulter N.R., Meirik O.",01406736,"Lancet",348, 9026,164,3,4,0,7,0,171
1996,"The influence of smoking cessation and hypertriglyceridaemia on the progression of peripheral arterial disease and the onset of critical ischaemia","Smith I., Franks P.J., Greenhalgh R.M., Poulter N.R., Powell J.T.",10785884,"European Journal of Vascular and Endovascular Surgery",11, 4,40,3,0,1,4,0,44
1996,"Concomitant risk factors in hypertensives: A survey of risk factors for cardiovascular disease amongst hypertensives in English general practices","Poulter N.R., Zographos D., Mattin R., Sever P.S., Thom S.McG.",08037051,"Blood Pressure",5, 4,14,0,0,0,0,0,14
1996,"Managing the diabetic hypertensive patient","Poulter N.R.",10568727,"Journal of Diabetes and its Complications",10, 3,3,0,0,0,0,0,3
1996,"Differential drug therapy of hypertension","Poulter N.R.",09310509,"Nephrology Dialysis Transplantation",11, 9,0,0,0,0,0,0,0
1996,"Safety of combined oval contraceptive pills [15]","Cramer D.W., Guize L., Scarabin P.Y., Poulter N.R., Farley T.M.M., Chang C.L., Marmot M.G., Meirik O., De Lignieres B., Plu-Bureau G., Amiral J.",01406736,"Lancet",347, 9000,12,1,0,0,1,0,13
1995,"Venous thromboembolic disease and combined oral contraceptives: Results of international multicentre case-control study","Poulter N.R., Meirik O.",01406736,"Lancet",346, 8990,476,27,26,5,58,0,534
1995,"Effect of different progestagens in low oestrogen oral contraceptives on venous thromboembolic disease","Meirik O., Poulter N.R.",01406736,"Lancet",346, 8990,451,13,18,3,34,0,485
1995,"Left ventricular structure and function in previously untreated hypertensive patients: The importance of blood pressure, the nocturnal blood pressure dip and heart rate","Mayet J., Shahi M., Hughes A.D., Stanton A.V., Poulter N.R., Sever P.S., Foale R.A., McG. Thom A.",13506277,"Journal of Cardiovascular Risk",2, 3,14,0,0,0,0,0,14
1995,"The effects of antihypertensive therapy on carotid vascular structure in man","Mayet J., Stanton A.V., Sinclair A.-M., MacKay J., Shahi M., Foale R.A., Nicolaides A., Poulter N.R., Sever P.S., McG. Thom S.A., Hughes A.D.",00086363,"Cardiovascular Research",30, 1,33,0,1,0,1,0,34
1995,"Ventricular arrhythmias in hypertension: In which patients do they occur?","Mayet J., Shahi M., Poulter N.R., Sever P.S., Thom McG. S.A., Foale R.A.",02636352,"Journal of Hypertension",13, 2,21,0,0,0,0,0,21
1994,"Psycho-emotional stress and salt intake may interact to raise blood pressure.","Staessen J.A., Poulter N.R., Fletcher A.E., Markowe H.L., Marmot M.G., Shipley M.J., Bulpitt C.J.",13506277,"Journal of cardiovascular risk",1, 1,15,2,0,0,2,0,17
1994,"Racial differences in cardiac structure and function in essential hypertension","Mayet J., Shahi M., Foale R.A., Poulter N.R., Sever P.S., Thom S.A.McG.",09598146,"British Medical Journal",308, 6935,53,1,2,1,4,0,57
1994,"Beyond blood pressure","Poulter N.R.",09509240,"Journal of Human Hypertension",8, 1,3,0,0,0,0,0,3
1994,"Low dose thiazide diuretic. May not lower blood pressure effectively [11]","Poulter N., Sever P., Chang L., Bell P.M.",09598146,"British Medical Journal",309, 6956,1,0,0,0,0,0,1
1994,"Lipid profiles after the daily consumption of an oat-based cereal: A controlled crossover trial","Poulter N., Chang C.L., Cuff A., Poulter C., Sever P., Thom S.",00029165,"American Journal of Clinical Nutrition",59, 1,7,0,0,2,2,0,9
1994,"Risk factors for cardiovascular disease: 'Clustering' in the older hypertensive man","Poulter N.R.",00070947,"British Journal of Clinical Practice",48, 74,2,0,0,0,0,0,2
1993,"Abdominal aortic aneurysm","Henney A.M., Adiseshiah M., Poulter N., MacSweeney S.T.R., Greenhalgh R.M., Powell J.T.",01406736,"Lancet",341, 8839,29,0,0,0,0,0,29
1993,"Comparison of nifedipine and propranolol as second line agent for hypertension in black Kenyans","Poulter N.R., Sanderson J.E., Thompson A.V., Sever P.S., Chang C.L.",09598146,"British Medical Journal",306, 6878,4,0,0,0,0,0,4
1992,"Hypertension and the probability of an incapacitating event over a defined period: Impact of treatment","Poulter N., Marmot M.G.",0195668X,"European Heart Journal",13, ,1,0,0,0,0,0,1
1992,"Primary prevention of stroke","Marmot M.G., Poulter N.R.",01406736,"Lancet",339, 8789,50,0,0,0,0,0,50
1991,"From stepped care to tailored therapy","Poulter N.R.",09509240,"Journal of Human Hypertension",5, 2,1,0,0,0,0,0,1
1991,"Treatment of hypertension: A clinical epidemiologist's view","Poulter N.R.",01602446,"Journal of Cardiovascular Pharmacology",18, 2,4,0,0,0,0,0,4
1991,"Management of multiple risk factors for coronary heart disease in patients with hypertension","Poulter N.",00028703,"American Heart Journal",121, 1,4,0,0,0,0,0,4
1991,"Determinants of left ventricular filling in hypertension","Shahi M., Thom S., Poulter N., Sever P.S., Foale R.A.",09509240,"Journal of Human Hypertension",5, 1,1,0,0,0,0,0,1
1991,"The effects of blood pressure reduction on abnormal left ventricular diastolic function in hypertensive patients","Shahi M., Thom S., Poulter N., Sever P.S., Foale R.A.",0195668X,"European Heart Journal",12, 9,2,0,0,0,0,0,2
1991,"Withdrawing antihypertensive treatment [1]","Sever P.S., Poulter N.R., Thom S.M.C.G., Sunman W., Crossman D.C., Aylett M., Ketchin S., Jackson P.R., Yeo W.W., Ramsay L.E., Jachuck S.J., Watson A.J., James M.A., MacConnell T.J.",09598146,"British Medical Journal",303, 6803,0,0,0,0,0,0,0
1991,"First line treatment in hypertension (II)","Poulter N., Thom S., Sever P.",09598146,"British Medical Journal",302, 6768,1,0,0,0,0,0,1
1990,"Regression of hypertensive left ventricular hypertrophy and left ventricular diastolic function","Shahi M., Thom S., Poulter N., Sever P.S., Foale R.A.",01406736,"Lancet",336, 8713,34,0,0,0,0,0,34
1990,"Major risk factors for coronary heart disease in hypertension: Implications for management","Poulter N.R.",09509240,"Journal of Human Hypertension",4, 3,1,0,0,0,0,0,1
1990,"Antihypertensive and adverse biochemical effects of bendrofluazide (II)","Poulter N., Sever P., Thom S.",09598146,"British Medical Journal",300, 6737,0,0,0,0,0,0,0
1990,"The Kenyan Luo migration study: observations on the initiation of a rise in blood pressure","Poulter N.R., Khaw K.T., Hopwood B.E.C., Mugambi M., Peart W.S., Rose G., Sever P.S.",09598146,"British Medical Journal",300, 6730,143,11,10,4,25,0,168
1989,"Multiple risk factor evaluation in a hypertension clinic","Thom S., Bunker J., Callister W., Poulter N., Sever P., Zographos D.",02636352,"Journal of Hypertension",7, 6,1,0,0,0,0,0,1
1989,"Double-blind crossover versus parallel groups in hypertension","Sever P.S., Poulter N.R., Bulpitt C.S.",00028703,"American Heart Journal",117, 3,5,0,0,0,0,0,5
1989,"Blood pressure in four remote populations in the INTERSALT study","Carvalho J.J.M., Elliott P., Stamler J., Stamler R., Baruzzi R.G., Howard P.F., Poulter N., Alpers M.P., Franco L.J., Marcopito L.F., Spooner V.J., Dyer A.R.",0194911X,"Hypertension",14, 3,87,6,8,1,15,0,102
1989,"A hypothesis for the pathogenesis of essential hypertension: The initiating factors","Sever P.S., Poulter N.R.",02636352,"Journal of Hypertension",7, 1,11,0,0,0,0,0,11
1988,"Pulse rate and twenty-four hour urinary sodium content interact to determine blood pressure levels of male London civil servants","Poulter N.R., Shipley M.J., Bulpitt C.J., Markowe H.J., Marmot M.G.",02636352,"Journal of Hypertension",6, 4,12,0,0,0,0,0,12
1988,"Higher blood pressures of urban migrants from an African low-blood pressure population are not due to selective migration","Poulter N.R., Khaw K.T., Sever P.S.",08957061,"American Journal of Hypertension",1, 3,8,2,1,1,4,0,12
1987,"Calcium antagonists and diuretics as combined therapy","Sever P.S., Poulter N.R.",02636352,"Journal of Hypertension",5, 4,8,0,1,0,1,0,9
1987,"A double-blind, placebo-controlled, crossover trial to investigate the additive hypotensive effect of a diuretic (mefruside) to that produced by nifedipine","Poulter N., Thompson A.V., Sever P.S.",01602446,"Journal of Cardiovascular Pharmacology",10, 10,3,0,0,0,0,0,3
1987,"Case report of an atypical presentation of falciparum malaria","Thompson A.V., Poulter N.R.",,"East African Medical Journal",64, 1,1,0,0,0,0,0,1
1986,"Reserpine versus beta-blocker as an additive to a diuretic in the treatment of Kenyan hypertensives","Poulter N.R., Sanderson J.E.",0012835X,"East African Medical Journal",63, 6,0,0,0,0,0,0,0
1986,"Moderate potassium supplementation: ineffective in black normotensives.","Poulter N.R., Sever P.S.",0012835X,"East African Medical Journal",63, 12,3,0,1,0,1,0,4
1986,"Blood pressures higher in the home than in the clinic in rural Kenya","Poulter N.R., Lury J.D., Thompson A.V.",0143005X,"Journal of Epidemiology and Community Health",40, 2,1,1,0,0,1,0,2
1985,"Determinants of blood pressure changes due to urbanization: A longitudinal study","Poulter N.R., Khaw K., Hopwood B.E.",02636352,"Journal of Hypertension",3, 3,36,0,2,1,3,0,39
1985,"Migration-induced changes in blood pressure: A controlled longitudinal study","Poulter N.R., Khaw K.T., Mugambi M.",03051870,"Clinical and Experimental Pharmacology and Physiology",12, 3,6,1,2,0,3,0,9
1985,"Blood pressure patterns in relation to age, weight and urinary electrolytes in three Kenyan communities","Poulter N.R., Khaw K.T., Mugambi M.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",79, 3,14,0,0,1,1,0,15
1984,"Blood pressure and associated factors in a rural Kenyan community","Poulter N., Khaw Hopwood K.T.B.E.C.",0194911X,"Hypertension",6, 6 I,21,1,0,1,2,0,23
1984,"Blood pressure and its correlates in an African tribe in urban and rural environments","Poulter N., Khaw K.T., Hopwood B.E.C.",0143005X,"Journal of Epidemiology and Community Health",38, 3,33,3,0,2,5,0,38
1984,"Salt and blood pressure in various populations","Poulter N., Khaw K.T., Hopwood B.E.C.",01602446,"Journal of Cardiovascular Pharmacology",6, 1,9,0,0,1,1,0,10
1982,"Chloroquine-associated pruritus in a European","Spencer H.C., Poulter N.R., Lury J.D., Poulter C.J.",09598146,"British Medical Journal",285, 6356,3,0,0,0,0,0,3
