1986,"Luteinizing hormone and human chorionic gonadotropin stimulate leukotriene B4 production in rat Leydig cells","Sullivan M.H.F., Cooke B.A.",03005127,"Biochemical Society Transactions",14, 6,0,0,0,0,0,0
1986,"The role of Ca2+ in steroidogenesis in Leydig cells. Stimulation of intracellular free Ca2+ by lutropin (LH), luliberin (LHRH) agonist and cyclic AMP","Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",236, 1,28,4,1,5,2,35
1985,"Control and production of leukotriene B4 in rat tumour and testicular Leydig cells","Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",230, 3,3,0,0,0,0,3
1985,"Effects of calmodulin and lipoxygenase inhibitors on LH (lutropin)- and LHRH (luliberin)-agonist-stimulated steroidogenesis in rat Leydig cells","Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",232, 1,15,0,1,1,0,16
1985,"The mechanisms of LHRH agonist action in gonadal tissues","Cooke B.A., Sullivan M.H.F.",03037207,"Molecular and Cellular Endocrinology",41, 2-3,6,0,0,0,0,6
1985,"Evidence for the involvement of lipoxygenase products in steroidogenesis","Dix C.J., Habberfield A.D., Sullivan M.H.F., Cooke B.A.",03005127,"Biochemical Society Transactions",13, 1,3,0,1,1,0,4
1984,"Regulation of cyclic AMP production in rat Leydig cells by LHRH agonist under basal and LH-stimulated conditions","Sullivan M.H.F., Cooke B.A.",03005127,"Biochemical Society Transactions",12, 5,0,0,0,0,0,0
1984,"Control of steroidogenesis in Leydig cells: Roles of Ca2+ and lipoxygenase products in LH and LHRH agonist action","Cooke B.A., Dix C.J., Habberfield A.D., Sullivan M.H.F.",00778923,"Annals of the New York Academy of Sciences",438, ,1,0,0,0,0,1
1984,"The role of calcium in luteinizing hormone-releasing hormone agonist (ICI 118630)-stimulated steroidogenesis in rat Leydig cells","Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",218, 2,2,0,0,0,0,2
1984,"Inhibition of steroid production in Leydig cells by non-steroidal anti-inflammatory and related compounds: Evidence for the involvement of lipoxygenase products in steroidogenesis","Dix C.J., Habberfield A.D., Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",219, 2,23,2,2,4,1,28
1984,"LHRH agonist decreases LH- but not forskolin-stimulated cyclic AMP levels in rat Leydig cells in vitro","Sullivan M.H.F., Cooke B.A.",03037207,"Molecular and Cellular Endocrinology",36, 1-2,2,0,0,0,0,2
1984,"The effect of calcium on the potentiation of LH-stimulated steroidogenesis and inhibition of LH-stimulated cyclic AMP production by LHRH agonist (ICI 118630) in rat Leydig cells","Sullivan M.H.F., Cooke B.A.",03037207,"Molecular and Cellular Endocrinology",34, 1,3,0,0,0,0,3
1983,"Stimulation of cholesterol side-chain cleavage by a luteinizing-hormone-releasing hormone (luliberin) agonist (ICI 118630) in rat Leydig cells","Sullivan M.H.F., Cooke B.A.",02646021,"Biochemical Journal",216, 3,1,0,0,0,0,1
1983,"11. Testicular and epididymal function. Effects of isolation and purification procedures on the viability and properties of testis Leydig cells.","Cooke B.A., Aldred L.F., Hunter M.G., Sullivan M.H., Dix C.J.",00224731,"Journal of Steroid Biochemistry",19, 1 A,7,0,0,0,0,7
1982,"Stimulation and inhibition by LHRH analogues of cultured rat Leydig cell function and lack of effect on mouse Leydig cells","Hunter M.G., Sullivan M.H.F., Dix C.J.",03037207,"Molecular and Cellular Endocrinology",27, 1,12,0,0,0,0,12
