2000,"Cocaine- and amphetamine-regulated transcript, glucagon-like peptide-1 and corticotrophin releasing factor inhibit feeding via agouti-related protein independent pathways in the rat","Edwards C.M.B., Bloom S.R., Abbott C.R., Sunter D., Kim M.-S., Dakin C.L., Murphy K.G., Abusnana S., Taheri S., Rossi M.",00068993,"Brain Research",866, 1-2,29,2,2,1,5,0,34
2000,"Characterization and distribution of prolactin releasing peptide (PrRP) binding sites in the rat - Evidence for a novel binding site subtype in cardiac and skeletal muscle","Satoh F., Smith D.M., Gardiner J.V., Mahmoodi M., Murphy K.G., Ghatei M.A., Bloom S.R.",00071188,"British Journal of Pharmacology",129, 8,12,1,1,0,2,0,14
2000,"Quantification and synthesis of cocaine- and amphetamine-regulated transcript peptide (79-102)-like immunoreactivity and mRNA in rat tissues","Murphy K.G., Bloom S.R., Abbott C.R., Mahmoudi M., Hunter R., Gardiner J.V., Rossi M., Stanley S.A., Ghatei M.A., Kuhar M.J.",00220795,"Journal of Endocrinology",166, 3,42,5,2,0,7,0,49
1999,"Modulation of the corticospinal control of ventilation by changes in reflex respiratory drive","Corfield D.R., Roberts C.A., Guz A., Murphy K., Adams L.",87507587,"Journal of Applied Physiology",87, 5,8,0,0,0,0,0,8
1999,"Cortical and subcortical control of tongue movement in humans: A functional neuroimaging study using fMRI","Corfield D.R., Murphy K., Josephs O., Fink G.R., Frackowiak R.S.J., Guz A., Adams L., Turner R.",87507587,"Journal of Applied Physiology",86, 5,58,8,6,1,15,0,73
1999,"The effect of the orexins on food intake: Comparison with neuropeptide Y, melanin-concentrating hormone and galanin","Edwards C.M.B., Abusnana S., Sunter D., Murphy K.G., Ghatei M.A., Bloom S.R.",00220795,"Journal of Endocrinology",160, 3,248,12,17,3,32,0,280
1998,"Modulation by hypercapnia of activation-related BOLD signal changes in the visual cortex","Corfield D.R., Murphy K., Josephs O., Adams L., Turner R.",10538119,"NeuroImage",7, 4,2,0,0,0,0,0,2
1998,"Areas of human cerebral cortex activated by dyspnoea","Mulnier H.E., Adams L., Murphy K., Rosen S.D., Wise R.J.S., Banzett R.B.",10538119,"NeuroImage",7, 4,0,0,0,0,0,0,0
1998,"Does the motor cortical control of the diaphragm 'bypass' the brain stem respiratory centres in man?","Corfield D.R., Murphy K., Guz A.",00345687,"Respiration Physiology",114, 2,35,2,7,1,10,0,45
1997,"Neural mechanisms associated with the control of speech in man","Murphy K., Corfield D.R., Fink G.R., Wise R.J.S., Guz A., Adams L.",10538119,"NeuroImage",5, 4,1,0,0,0,0,0,1
1997,"Brainstem activation during tongue movement imaged with fMRI","Corfield D.R., Murphy K., Josephs O., Fink G.R., Frackowiak R.S.J., Adams L., Turner R.",10538119,"NeuroImage",5, 4,1,0,0,0,0,0,1
1997,"Cerebral areas associated with motor control of speech in humans","Murphy K., Corfield D.R., Guz A., Fink G.R., Wise R.J.S., Harrison J., Adams L.",87507587,"Journal of Applied Physiology",83, 5,70,2,4,2,8,0,78
1996,"Site of facilitation of diaphragm EMG to corticospinal stimulation during inspiration","Davey N.J., Murphy K., Maskill D.W., Guz A., Ellaway P.H.",00345687,"Respiration Physiology",106, 2,13,0,2,0,2,0,15
1996,"Control of breathing in man; insights from the 'locked-in' syndrome","Heywood P., Murphy K., Corfield D.R., Morrell M.J., Howard R.S., Guz A.",00345687,"Respiration Physiology",106, 1,25,1,2,0,3,0,28
1996,"Human cerebral activity with increasing inspiratory force: A study using positron emission tomography","Fink G.R., Corfield D.R., Murphy K., Kobayashi I., Dettmers C., Adams L., Frackowiak R.S.J., Guz A.",87507587,"Journal of Applied Physiology",81, 3,41,4,0,1,5,0,46
1996,"Eicosanoids and lipocortin-1 in BAL fluid in asthma: Effects of smoking and inhaled glucocorticoids","Van Hal P.T.W., Overbeek S.E., Hoogsteden H.C., Zijlstra F.J., Murphy K., Oosterhoff Y., Postma D.S., Guz A., Smith S.F.",87507587,"Journal of Applied Physiology",81, 2,16,1,3,0,4,0,20
1996,"Inspiratory coactivation of the genioglossus enlarges retroglossal space in laryngectomized humans","Kobayashi I., Guz A., Perry A., Rhymer J., Wuyam B., Hughes P., Murphy K., Innes J.A., McIvor J., Cheesman A.D.",87507587,"Journal of Applied Physiology",80, 5,40,4,2,4,10,0,50
1996,"Activation of limbic structures during CO2-stimulated breathing in awake man","Corfield D.R., Fink G.R., Ramsay S.C., Murphy K., Harty H.R., Watson J.D.G., Adams L., Frackowiak R.S.J., Guz A.",00652598,"Advances in Experimental Medicine and Biology",393, ,5,0,0,2,2,0,7
1996,"Investigation of central CO2-sensitivity around eucapnia in awake humans using a brief hypoxic stimulus","Roberts C.A., Corfield D.R., Murphy K., De Cort S., Adams L., Guz A.",00652598,"Advances in Experimental Medicine and Biology",393, ,0,0,0,0,0,0,0
1996,"Erratum: Modulation by 'central' P(CO2) of the response to carotid body stimulation in man (Respiration Physiology 102 (1995) (149-161))","Roberts C.A., Corfield D.R., Murphy K., Calder N.A., Hanson M.A., Adams L., Guz A.",00345687,"Respiration Physiology",104, 1,0,0,0,0,0,0,0
1995,"Modulation by 'central' P(CO2) of the response to carotid body stimulation in man","Roberts C.A., Corfield D.R., Murphy K., Calder N.A., Hanson M.A., Adams L., Guz A.",00345687,"Respiration Physiology",102, 2-3,6,1,0,1,2,0,8
1995,"Hyperpnoea during and immediately after exercise in man: Evidence of motor cortical involvement","Fink G.R., Frackowiak R.S.J., Guz A., Adams L., Watson J.D.G., Innes J.A., Wuyam B., Kobayashi I., Corfield D.R., Murphy K., Jones T.",00223751,"Journal of Physiology",489, 3,54,3,4,0,7,0,61
1995,"Is voluntary control of breathing impaired in patients with chronic obstructive pulmonary disease?","Cohen E., Murphy K., Adams L., Guz A., Benchetrit G.",01435221,"Clinical Science",88, 4,4,0,0,0,0,0,4
1995,"Evidence for limbic system activation during CO2-stimulated breathing in man","Corfield D.R., Fink G.R., Ramsay S.C., Murphy K., Harty H.R., Watson J.D.G., Adams L., Frackowiak R.S.J., Guz A.",00223751,"Journal of Physiology",488, 1,70,5,7,4,16,0,86
1993,"Evidence concerning the site of facilitation of phrenic motoneurone output in response to volitional inspiration in man","Davey N.J., Murphy K., Maskill D.W., Guz A., Ellaway P.H.",00223751,"Journal of Physiology",473, ,3,0,0,0,0,0,3
1993,"Motor cortical activation in exercise induced hyperpnoea in man: Evidence for involvement of supra-brainstem structures in control of breathing","Fink G.R., Jones T., Guz A., Adams L., Watson J.D.G., Innes J.A., Wuyam B., Kobayashi I., Corfield D.R., Murphy K., Frackowiak R.S.J.",00223751,"Journal of Physiology",473, ,1,0,0,0,0,0,1
1993,"Does cortical activation of the human diaphragm act via brainstem respiratory centres?","Corfield D.R., Murphy K., Guz A.",00223751,"Journal of Physiology",467, ,1,0,0,0,0,0,1
1993,"Hypoxic challenge during hypocapnia in man: Is there a chemosensitive drive to breathe at a low P(CO2)?","Corfield D.R., Murphy K., De Cort S., Guz A.",00223751,"Journal of Physiology",467, ,1,0,0,0,0,0,1
1993,"Changes in global cerebral blood flow in humans: Effect on regional cerebral blood flow during a neural activation task","Ramsay S.C., Murphy K., Shea S.A., Friston K.J., Lammertsma A.A., Clark J.C., Adams L., Guz A., Frackowiak R.S.J.",00223751,"Journal of Physiology",471, ,84,3,3,0,6,0,90
1993,"Regional cerebral blood flow during volitional expiration in man: A comparison with volitional inspiration","Ramsay S.C., Adams L., Murphy K., Corfield D.R., Grootoonk S., Bailey D.L., Frackowiak R.S.J., Guz A.",00223751,"Journal of Physiology",461, ,64,5,7,2,14,0,78
1991,"Capillary blood cell velocity is reduced in fever without hypotension.","Weinberg J.R., Boyle P., Thomas K., Murphy K., Tooke J.E., Guz A.",01676865,"International journal of microcirculation, clinical and experimental / sponsored by the European Society for Microcirculation",10, 1,13,2,2,1,5,0,18
1991,"The language of breathlessness: Use of verbal descriptors by patients with cardiopulmonary disease","Elliott M.W., Adams L., Cockcroft A., Macrae K.D., Murphy K., Guz A.",00030805,"American Review of Respiratory Disease",144, 4,104,11,10,3,24,0,128
1991,"Motor cortical representation of the diaphragm in man","Maskill D., Murphy K., Mier A., Owen M., Guz A.",00223751,"Journal of Physiology",443, ,69,3,8,3,14,0,83
1991,"Where is the motor cortical representation of the inspiratory muscles in man?","Maskill D., Murphy K., Mier A., Guz A.",00223751,"Journal of Physiology",434, ,0,0,0,0,0,0,0
1991,"Regional cerebral blood flow during volitional breathing in man","Colebatch J.G., Murphy K., Martin A.J., Lammertsma A.A., Tochon-Danguy Clark H.J.J.C., Friston K.J., Guz A., Adams L.",00223751,"Journal of Physiology",443, ,94,7,7,3,17,0,111
1991,"Evidence for reflex upper airway dilator muscle activation by sudden negative airway pressure in man","Horner R.L., Innes J.A., Murphy K., Guz A.",00223751,"Journal of Physiology",436, ,141,10,10,1,21,0,162
1990,"Putative cerebral cortical involvement in the ventilatory response to inhaled CO2 in conscious man","Murphy K., Mier A., Adams L., Guz A.",00223751,"Journal of Physiology",420, ,39,1,3,2,6,0,45
1990,"Cortical magnetic stimulation in amyotrophic lateral sclerosis","Eisen A., Shytbel W., Murphy K., Hoirch M.",0148639X,"Muscle and Nerve",13, 2,90,1,3,0,4,0,94
1988,"Ventilatory and circulatory responses at the onset of exercise in man following heart or heart-lung transplantation","Banner N., Guz A., Heaton R., Innes J.A., Murphy K., Yacoub M.",00223751,"Journal of Physiology",399, ,21,1,0,0,1,0,22
1988,"The effects of exercise and subject age on pulsed Doppler measurements of left ventricular ejection in normal man","Innes J.A., Simon T.D., Murphy K., Guz A.",01448757,"Quarterly Journal of Experimental Physiology",73, 3,1,0,0,0,0,0,1
1987,"Is hypercapnia necessary for the ventilatory response to exercise in man?","Murphy K., Stidwill R.P., Cross B.A., Leaver K.D., Anastassiades E., Phillips M., Guz A., Semple S.J.G.",01435221,"Clinical Science",73, 6,2,0,0,0,0,0,2
1987,"Respiratory modulation of left ventricular stroke volume in man measured using pulsed Doppler ultrasound","Guz A., Innes J.A., Murphy K.",00223751,"Journal of Physiology",393, ,39,6,1,0,7,0,46
1987,"The early circulatory and ventilatory response to voluntary and electrically induced exercise in man","Adams L., Guz A., Innes J.A., Murphy K.",00223751,"Journal of Physiology",383, ,22,0,0,0,0,0,22
1987,"Evidence for individuality of breathing patterns in resting healthy man","Shea S.A., Walter J., Murphy K., Guz A.",00345687,"Respiration Physiology",68, 3,27,1,0,0,1,0,28
1980,"Diazepam in the treatment of dyspnoea in the 'pink puffer' syndrome","Mitchell-Heggs P., Murphy K., Minty K.",,"Quarterly Journal of Medicine",49, 193,27,0,3,1,4,0,31
1980,"Effect of electrically induced exercise in anaesthetized dogs on ventilation and arterial pH [proceedings]","Brewer A., Solomon M., Stidwill R., Cross B.A., Davey A., Guz A., Jones P., Katona P., MacLean M., Murphy K., Semple S.J.",00223751,"Journal of Physiology",298, ,0,0,0,0,0,0,0
1979,"Effect of spinal cord blockade on steady state ventilatory response to electrically induced exercise in anaesthetized dogs [proceedings]","Brewer A., Solomons M., Stidwill R., Cross B.A., Davey A., Guz A., Jones P., Katona P., MacLean M., Murphy K., Semple S.J.",00223751,"Journal of Physiology",296, ,0,0,0,0,0,0,0
1978,"Variation of central sensitivity to CO2 associated with relief from breathlessness in 'pink puffer' bronchitis","Mitchell-Heggs P., Murphy K., Paterson S.",,"Quarterly Journal of Medicine",47, 188,0,0,0,0,0,0,0
1977,"Respiratory ventilation.","Mitchell-Heggs P., Guz A., Murphy K.",00071250,"British Journal of Psychiatry",131, ,0,0,0,0,0,0,0
1977,"Use of diazepam to relieve breathlessness in the 'pink puffer' syndrome","Guz A., Mitchell Heggs P., Murphy K.",03010538,"Clinical Science and Molecular Medicine",52, 2,0,0,0,0,0,0,0
