Source Title	Print-ISSN
Pacific sociological review	308919
Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing	
Padiatrie und Padologie	309338
Padiatrische Praxis	309346
Paediatria Croatica	13301403
"Paediatria Croatica, Supplement"	1330724X
Paediatria Japonica	
Paediatric Anaesthesia	11555645
Paediatric and Perinatal Drug Therapy	14630095
Paediatric and Perinatal Epidemiology	2695022
Paediatric Drugs	11745878
Paediatric nursing	9629513
Paediatric Respiratory Reviews	15260542
Paediatrics and Child Health	12057088
"Paediatrics, Child and Adolescent Health"	17933110
Pahlavi Medical Journal	309427
Pain	3043959
Pain and headache	2553910
Pain Clinic	1691112
Pain Digest	9389016
Pain Forum	10823174
Pain Management Nursing	15249042
Pain Medicine	15262375
Pain Medicine	16811232
Pain Physician	15333159
Pain Practice	15307085
Pain Research and Management	12036765
Pain Reviews	9681302
Pakistan Journal of Medical Sciences	1682024X
Pakistan Journal of Nutrition	16805194
Pakistan Paediatric Journal	3044904
Pakistan Veterinary Journal	2538318
Paleopathology newsletter	1484737
Palliative & supportive care.	14789515
Palliative Medicine	2692163
Pan American Health	3775119
Pan American medical woman's journal	
Pan Arab Journal of Neurosurgery	13196995
Pancreas	8853177
Pancreatology	14243903
Panminerva Medica	310808
"Papeles de poblacion / Centro de Investigacion y Estudios Avanzados de la Poblacion, Universidad Autonoma del Estado de Mexico"	
Paper series (United Hospital Fund of New York)	8983135
Papua and New Guinea Medical Journal	311480
Paradentologie	
Paramedics international	1916351
Paraplegia	311758
Parasites and Vectors	17563305
Parasitologia Latinoamericana	7177712
Parasitology	311820
Parasitology International	13835769
Parasitology Research	9320113
Paris médical	3698300
Parish Nurse Perspectives	
Parkinsonism and Related Disorders	13538020
"Parodontologie (Zurich, Switzerland : 1954)"	312339
Part B news	8938121
Partisan Review	312525
"Pathobiology : journal of immunopathology, molecular and cellular biology"	10152008
PathoGenetics	17558417
Pathologia et microbiologia	312959
Pathologia Europaea	312967
Pathologia veterinaria	312975
Pathologica	312983
Pathologie Biologie	3698114
Pathologie et biologie	3698114
Pathology	313025
"Pathology (Philadelphia, Pa.)"	10413480
Pathology and immunopathology research	2572761
Pathology Annual	790184
Pathology Case Reviews	10829784
Pathology International	13205463
Pathology Oncology Research	12194956
Pathology Research and Practice	3440338
Pathophysiology	9284680
Pathophysiology of Haemostasis and Thrombosis	14248832
Patient	11781653
Patient accounts	1957775
Patient Care	0031305X
Patient care management	15328880
Patient Counselling and Health Education	1902040
Patient Education and Counseling	7383991
Patient Preference and Adherence	1177889X
Patient Safety in Surgery	17549493
Patient-focused care : the health care executive's guide to organizational restructuring	10828672
Patient-focused care and satisfaction / American Health Consultants	10979530
Patologia Del Aparato Locomotor	16965981
Patologia Polska	313114
Pavlovian Journal of Biological Science	932213
Pediatria	313904
Pediatria Catalana	11358831
Pediatria de Atencion Primaria	11397632
Pediatria i Medycyna Rodzinna	17341531
Pediatria Integral	11354542
Pediatria Medica e Chirurgica	3915387
Pediatria Oggi Medica e Chirurgica	0391898X
Pediatria Polska	313939
Pediatria Wspolczesna	15075532
Pediatric AIDS and HIV Infection	10455418
Pediatric Allergy and Immunology	9056157
"Pediatric Allergy and Immunology, Supplement"	9065784
Pediatric and Developmental Pathology	10935266
Pediatric Annals	904481
"Pediatric Asthma, Allergy and Immunology"	8831874
Pediatric Blood and Cancer	15455009
Pediatric Cardiac Surgery Annual	10929126
Pediatric Cardiology	1720643
Pediatric Case Reviews	15329798
Pediatric Clinics of North America	313955
Pediatric Critical Care Medicine	15297535
Pediatric Dentistry	1641263
Pediatric Dermatology	7368046
Pediatric Diabetes	1399543X
Pediatric Emergency Care	7495161
Pediatric Endocrinology Reviews	15654753
Pediatric Endosurgery and Innovative Techniques	10926410
Pediatric Excercise Science	8998493
Pediatric Health	17455111
Pediatric Hematology and Oncology	8880018
Pediatric Infectious Disease	2779730
Pediatric Infectious Disease Journal	8913668
Pediatric Intensive Care Nursing	
Pediatric Nephrology	0931041X
Pediatric Neurology	8878994
Pediatric Neuroscience	2557975
Pediatric Neurosurgery	10162291
Pediatric nursing	979805
Pediatric Pathology	2770938
Pediatric Pathology and Laboratory Medicine	10771042
Pediatric Pathology and Molecular Medicine	15227952
Pediatric Physical Therapy	8985669
Pediatric Pulmonology	87556863
Pediatric pulmonology. Supplement	1054187X
Pediatric Radiology	3010449
Pediatric Rehabilitation	13638491
Pediatric Research	313998
Pediatric Reviews and Communications	8829225
Pediatric Rheumatology	15460096
Pediatric Surgery International	1790358
Pediatric Transplantation	13973142
"Pediatric, Allergy, Immunology, and Pulmonology"	2151321X
Pediatrické listy	
Pediatrics	314005
Pediatrics and Neonatology	18759572
Pediatrics and Related Topics	0030932X
Pediatrics in Review	1919601
Pediatrics International	13288067
Pediatrie	314021
"Pediatrie (Bucharest, Romania)"	
Pediatrik Cerrahi Dergisi	10165142
Pediatrika	2113465
Pediatriya	4797876
Pelvi-perineologie	17783712
Pennsylvania dental journal	314439
Pennsylvania health & you	15398684
Pennsylvania history	314528
Pennsylvania Medicine	314595
"People & the planet / IPPF, UNFPA, IUCN"	9681655
Pepperdine law review	0092430X 
Performance improvement advisor	15436160
Perfusion	2676591
Perianesthesia and Ambulatory Surgery Nursing Update	10899480
Perinatology	9722408
Periodicum Biologorum	315362
Periodontal abstracts	10691502
Periodontal case reports : a publication of the Northeastern Society of Periodontists	2774216
Periodontal clinical investigations : official publication of the Northeastern Society of Periodontists	10652418
Periodontology 2000	9066713
Perioperative Medizin	18752772
Perioperative Nursing Clinics	15567931
Peritoneal Dialysis Bulletin	2268787
Peritoneal Dialysis International	8968608
Personality and Mental Health	19328621
"Personality Disorders: Theory, Research, and Treatment"	19492715
Personalized Medicine	17410541
Perspective infirmiere : revue officielle de l'Ordre des infirmieres et infirmiers du Quebec	17081890
Perspectives (Gerontological Nursing Association (Canada))	8317445
Perspectives in Biology and Medicine	315982
Perspectives in Colon and Rectal Surgery	8948054
"Perspectives in health information management / AHIMA, American Health Information Management Association"	15594122
Perspectives in Medicinal Chemistry	11773910
Perspectives in Psychiatric Care	315990
Perspectives in Public Health	17579139
Perspectives in respiratory nursing : a publication of the Respiratory Nursing Society	10755756
Perspectives in Vascular Surgery and Endovascular Therapy	15310035
Perspectives on Science	10636145
Perspectives on Sexual and Reproductive Health	15386341
Perspectives on the professions	
Pesquisa Brasileira em Odontopediatria e Clinica Integrada	15190501
Pesquisa odontologica brasileira = Brazilian oral research	15177491
Pesquisa Veterinaria Brasileira	0100736X
Pest Control	316121
Pests and their control	962147
PET Clinics	15568598
Pferdeheilkunde	1777726
Pflege	10125302
"Pflege aktuell / DBfK, Deutscher Berufsverband für Pflegeberufe"	9448918
Pflege Zeitschrift	9451129
Pflugers Archiv European Journal of Physiology	316768
Pflugers Archiv für die gesamte Physiologie des Menschen und der Tiere	0365267X
Pharma Fokus Herz-Kreislauf	18604730
Pharmaca	316857
Pharmaceutical Biology	13880209
Pharmaceutical biotechnology	10780467
Pharmaceutical bulletin	3699471
Pharmaceutical Care Espana	11396202
Pharmaceutical historian	791393
Pharmaceutical Medicine	2650673
Pharmaceutical Medicine	11782595
Pharmaceutical Outsourcing	19453337
Pharmaceutical Research	7248741
Pharmaceutical Statistics	15391604
Pharmaceuticals Policy and Law	13892827
Pharmaceutisch Weekblad	316911
Pharmaceutische Weekblad Wetenschappelijk Platform	18738982
Pharmacia	8670609
Pharmacien Hospitalier	7689179
PharmacoEconomics	11707690
PharmacoEconomics - Italian Research Articles	15909158
Pharmacoeconomics - Spanish Research Articles	1695405X 
Pharmacoepidemiology and Drug Safety	10538569
Pharmacogenetics and Genomics	17446872
Pharmacognosy Reviews	9737847
Pharmacology and Therapeutics	1637258
Pharmacology and Therapeutics Part B General and Systematic Pharmacology	0306039X
Pharmacology and Therapeutics Part C Clinical Pharmacology and Therapeutics	3625486
Pharmacology for physicians	970115
Pharmacopeial Forum	3634655
Pharmacopsychiatria	7204280
Pharmacopsychiatry	1763679
Pharmacotherapy	2770008
PharmacoVigilance Review	17526752
Pharmacy history Australia : the newsletter of the Australian Academy of the History of Pharmacy	
Pharmacy in history	317047
Pharmacy in Practice	13581538
Pharmacy News	1448207X
Pharmacy practice management quarterly	10805737
Pharmacy Practice News	0886988X
Pharmacy times	30627
Pharmacy World and Science	9281231
Pharmaklinik	10114386
Pharmakopsychiatrie und Neuropsychopharmakologie	317098
Pharma-Kritik	10105409
Pharmazeutische Zeitung	317136
Pharmazie in Unserer Zeit	483664
Pharmeuropa bio & scientific notes	20752164
"Pharmeuropa bio / the Biological Standardisation Programme, EDQM"	16847075
Pharmeuropa scientific notes	18142435
Pharmeuropa. Special issue biologicals	
PHC4 FYI [electronic resource] / Pennsylvania Health Care Cost Containment Council	
Philippine Journal of Internal Medicine	5560071
Philippine Journal of Nursing	483818
"Philippine journal of obstetrics & gynecology : official publication, Philippine Obstetrical and Gynecological Society"	1166069
Philippine journal of surgery	
Philippine journal of surgery and surgical specialties	3700267
Philippine journal of surgical specialties	317691
Philippine Journal of Veterinary Medicine	317705
Phillip Journal	9451412
Phillip Journal für restaurative Zahnmedizin	1745980
"Philosophy & public policy quarterly / the Institute for Philosophy and Public Policy, School of Public Affairs, University of Maryland."	10672478
"Philosophy, Ethics, and Humanities in Medicine"	17475341
Phlebologie	0939978X
Phlebologie und Proktologie	0340305X
Phlebology	2683555
Phlebolymphology	12860107
Photochemistry and Photobiology	318655
Photo-dermatology	1089684
Photodermatology Photoimmunology and Photomedicine	9054383
Photodiagnosis and Photodynamic Therapy	15721000
Photomedicine and Laser Surgery	15495418
Physica Medica	11201797
Physical and Occupational Therapy in Geriatrics	2703181
Physical and Occupational Therapy in Pediatrics	1942638
Physical Education and Sport Pedagogy	17408989
Physical Medicine and Rehabilitation Clinics of North America	10479651
Physical Therapy	319023
Physical Therapy in Sport	1466853X
Physician and Sportsmedicine	913847
Physician executive	8982759
Physician performance & payment report	15287378
Physician relations update / American Health Consultants	10790349
Physics Bulletin	319112
Physics in Medicine and Biology	319155
Physics of Particles and Nuclei Letters	15474771
Physikalische Medizin Rehabilitationsmedizin Kurortmedizin	9406689
Physikalische Medizin und Rehabilitation	319287
Physiological chemistry and physics	319325
Physiological Chemistry and Physics and Medical NMR	7486642
Physiological Measurement	9673334
Physiological Reviews	319333
Physiologist	319376
Physiotherapy	319406
Physiotherapy Canada. Physiotherapie Canada	3000508
Physiotherapy in Sport	9540741
Physiotherapy Practice	2666154
Physiotherapy research international : the journal for researchers and clinicians in physical therapy	13582267
Physiotherapy Singapore	2191091
Physiotherapy Theory and Practice	9593985
"Physis (Rio de Janeiro, Brazil)"	1037331
Physis; rivista internazionale di storia della scienza	319414
Phytochemical Analysis	9580344
Phytomedicine : international journal of phytotherapy and phytopharmacology	9447113
PHYTOPATHOL. Z.	319481
Phytotherapie	16248597
Phytotherapie Europeenne	16286847
Piel	2139251
Pigment Cell and Melanoma Research	17551471
Pituitary	1386341X
Placenta	1434004
Planned parenthood challenges / International Planned Parenthood Federation	3076857
Planta Medica	320943
Plasma Therapy and Transfusion Technology	2786222
Plastic and Reconstructive Surgery	321052
Plastic and reconstructive surgery (1946)	10751270
Plastic and reconstructive surgery and the transplantation bulletin	968501
Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses	7415206
Plasticidad y Restauracion Neurologica	16653254
Platelets	9537104
PLoS Clinical Trials	15555887
PLoS Genetics	15537390
PLoS Medicine	15491277
PLoS Neglected Tropical Diseases	19352727
PLoS ONE	19326203
Plucne Bolesti	3525503
Plucne Bolesti i Tuberkuloza	3700380
PM and R	19341482
Pneumologe	16135636
Pneumologia	
Pneumologie	9348387
Pneumon	1105848X
Pneumonologia Danubiana	3244229
Pneumonologia Hungarica	1331728
Pneumonologia i Alergologia Polska	8677077
Pneumonologia Polska	3764761
Pneumonologie. Pneumonology	334073
"Pogon sahoe nonjip = Journal of population, health, and social welfare"	12260282
Pohybove Ustroji	12107182
Point of Care	1533029X
Point Veterinaire	3354997
Police Surgeon	3080242
Policing	1363951X
Policlinico - Sezione Medica	484717
Policlinico infantile	3910474
Policy analysis	982067
"Policy analysis brief. W series / Project Hope, Walsh Center for Rural Health Analysis"	
Policy brief (Center for Home Care Policy and Research (U.S.))	
Policy brief (UCLA Center for Health Policy Research)	
"Policy, Politics, and Nursing Practice"	15271544
Polimery w medycynie	3700747
Polish Journal of Food and Nutrition Sciences	12300322
Polish Journal of Gynaecological Investigations	15064794
Polish Journal of Medical Physics and Engineering	14254689
Polish Journal of Microbiology	17331331
Polish Journal of Occupational Medicine	8606536
Polish Journal of Occupational Medicine and Environmental Health	8678383
Polish Journal of Pathology	12339687
Polish Journal of Radiology	1733134X
Polish Journal of Veterinary Sciences	15051773
Polish medical science and history bulletin	913340
Polish medical sciences and history bulletin	3010236
Polish population review / Polish Demographic Society [and] Central Statistical Office	8677905
Poloznictwo Ginekologia i Medycyna Rozrodu	18982115
Polska Medycyna Paliatywna	1644115X
Polski Merkuriusz Lekarski	14269686
Polski Przeglad Chirurgiczny	0032373X
Polski Przeglad Kardiologiczny	15075540
Polski Przeglad Radiologii	8601089
Polski Przeglad Radiologii i Medycyny Nuklearnej	1377183
Polski Tygodnik Lekarski	323756
Polskie Archiwum Medycyny Wewnetrznej	323772
Polskie archiwum weterynaryjne	793647
Pop Sahel : bulletin d'information sur la population et le developpement	10108246
Popline	
"Population briefs : reports on Population Council research,"	10846786
Population Bulletin Of Escwa	10114793
Population et avenir	2235706
Population et Famille	0772764X 
Population geography : a journal of the Association of Population Geographers of India	2565331
Population headliners	2523639
Population Health Management	19427891
Population Health Metrics	14787954
Population index	324701
"Population newsletter / issued by the Population Division of the Department of Economic and Social Affairs, United Nations"	484849
Population Reports - Special Topic Monographs	0161679X
"Population reports (Washington, D.C.). Series D, Male sterilization"	8910049
"Population reports (Washington, D.C.). Series D, Sterilization"	934488
Population reports. Series J: Family planning programs	0091925X
"Population reports. Series L, Issues in world health"	1975838
"Population reports. Series M, Special topic monographs"	2758792
Population reports. Series M. Special topics	7339135
Population Studies	0082805X 
Population today	7492448
Population Trends	3074463
Population. English selection	
Portuguese Studies Review	10571515
"Positive Directions news : a support and information network of people with HIV/AIDS, their families, friends and providers"	
"Positive living (Los Angeles, Calif.)"	10830650
Positively aware : the monthly journal of the Test Positive Aware Network	15232883
Post Marketing Surveillance	2692333
Postepy biochemii	325422
Postepy Dermatologii I Alergologii	1642395X
Postepy higieny i medycyny doswiadczalnej	325449
Postepy Mikrobiologii	794252
Postepy Psychiatrii i Neurologii	12302813
Postepy Rehabilitacji	8606161
Postepy w Kardiologii Interwencyjnej	17349338
Postgraduate Medical Journal	325473
Postgraduate Medicine	325481
Post-Soviet Geography	10605851
Poznan Studies in Contemporary Linguistics	17320747
PPAR Research	16874757
PPmP Psychotherapie Psychosomatik Medizinische Psychologie	1737937
"Prace Komisji Medycyny Doswiadczalnej / Poznanskie Towarzystwo Przyjaciól Nauk, Wydzial Lekarski"	3011658
Pracovni Lekarstvi	326291
Practica Otologica	326313
"Practica Otologica, Supplement"	9121870
Practica Oto-Rhino-Laryngologica	326305
Practica Pediatrica	14051168
Practical Cardiovascular Risk Management	14786575
Practical Diabetes	0266447X
Practical Diabetes International	13578170
Practical Gastroenterology	2774208
Practical Neurology	14747758
Practical Optometry	11816058
Practical periodontics and aesthetic dentistry : PPAD	10422722
Practical procedures & aesthetic dentistry : PPAD	15346846
Practical Radiation Oncology	18798500
Practice Development in Health Care	14759861
Practice Nurse	9536612
Practiques Medicales et Therapeutiques	12992518
Practitioner	326518
Prague medical report.	12146994
Prakticky Lekar	326739
"Praktische Anasthesie, Wiederbelebung und Intensivtherapie"	3027600
Praktische Tierarzt	0032681X
Praticien en Anesthesie Reanimation	12797960
Pratique Medicale et Chirurgicale de l'Animal de Compagnie	7581882
Pratique Neurologique - FMC	18787762
Pratique Vet	17674417
Pratiques du Soignant	17649137
Pratiques en Nutrition	17667305
Pravara Medical Review	9750533
Pravention und Gesundheitsforderung	18616755
Pravention und Rehabilitation	0937552X
Praxis	16618157
Praxis der Kinderpsychologie und Kinderpsychiatrie	327034
Praxis der Pneumologie vereinigt mit Der Tuberkulosearzt	327069
Praxis der Psychotherapie	327077
Praxis der Psychotherapie und Psychosomatik	0171791X
Praxis Magazin Med.	9411046
Praxis med.	14329190
Praxis und Klinik der Pneumologie	3427498
Pregnancy Hypertension	22107789
Prehospital and disaster medicine : the official journal of the National Association of EMS Physicians and the World Association for Emergency and Disaster Medicine in association with the Acute Care Foundation	1049023X
Prehospital Emergency Care	10903127
Prenatal and Neonatal Medicine	13598635
Prenatal Diagnosis	1973851
Prensa Medica Argentina	0032745X
Prescrire International	11677422
Presse Medicale	7554982
Preventing chronic disease [electronic resource].	15451151
Prevention and Control	15732088
Prevention and Management of Congestive Heart Failure	10797998
Prevention in Human Services	2703114
Prevention Science	13894986
Preventive Cardiology	1520037X
Preventive Medicine	917435
Preventive Veterinary Medicine	1675877
Prevenzione & assistenza dentale	3939960
Prevenzione stomatologica	3901030
Pride Institute journal of long term home health care	7435088
"Prilozi / Makedonska akademija na naukite i umetnostite, Oddelenie za bioloiki i medicinski nauki = Contributions / Macedonian Academy of Sciences and Arts, Section of Biological and Medical Sciences."	3513254
Primary Care - Clinics in Office Practice	954543
Primary Care and Community Psychiatry	17468841
Primary Care Cardiovascular Journal	17565138
Primary Care Case Reviews	10968954
Primary Care Companion to the Journal of Clinical Psychiatry	15235998
Primary Care Diabetes	17519918
Primary Care Mental Health	14764717
Primary Care Psychiatry	13552570
Primary Care Respiratory Journal	14714418
Primary Care Update for Ob/Gyns	1068607X
Primary dental care : journal of the Faculty of General Dental Practitioners (UK)	13557610
Primary health care research & development	14771128
Primary Psychiatry	10826319
Princeton journal of bioethics	
Principles of Medical Biology	15692582
Prion	19336896
PRN forum	0743345X
"Probe (Ottawa, Ont.)"	8341494
Probe Microscopy	1355185X
Probleme de terapeutica	4783522
Problemi na Khigienata	3239179
Problemi na Pnevmologiyata i Ftiziatriyata	3239357
Problems in Anesthesia	8894698
Problems in General Surgery	7398328
Problems of economic transition	10611991
Problems of Economics	329436
Problems of Infectious and Parasitic Diseases	2049155
Problemy endokrinologii i gormonoterapii	329509
Problemy gematologii i perelivaniia krovi	5522080
Problemy HIV i AIDS	12349496
Problemy Medycyny Wieku Rozwojowego	3032264
Problemy Sotsial Noi Gigieny I Istoriia Meditsiny NII Sotsial Noi Gigieny Ekonomiki I Upravleniia Zdravookhraneniem Im N A Semashko RAMN AO Assotsiatsiia Meditsinskaia Literatura	0869866X
Problemy Tuberkuleza	329533
Problemy tuberkuleza i boleznei legkikh	17282993
Procedia in Vaccinology	1877282X 
Proceedings / . International Conference on Intelligent Systems for Molecular Biology ; ISMB. International Conference on Intelligent Systems for Molecular Biology	
Proceedings / AMIA . Annual Symposium. AMIA Symposium	1531605X
Proceedings : a conference of the American Medical Informatics Association / . AMIA Annual Fall Symposium. AMIA Fall Symposium	10918280
Proceedings of the . annual Meeting of the Western Society for French History	990329
Proceedings of the American Thoracic Society	15463222
Proceedings of the Analytical Division of the Chemical Society	3061396
Proceedings of the Association of American Physicians	1081650X
Proceedings of the Australian Association of Neurologists	847224
Proceedings of the British Paedodontic Society	3084922
Proceedings of the European Dialysis and Transplant Association - European Renal Association. European Dialysis and Transplant Association - European Renal Association. Congress	9599800
Proceedings of the Finnish Dental Society. Suomen Hammaslaakariseuran toimituksia	3554651
Proceedings of the Institution of Electrical Engineers	203270
"Proceedings of the Institution of Mechanical Engineers, Part H: Journal of Engineering in Medicine"	9544119
Proceedings of the Japan Academy Series B: Physical and Biological Sciences	3862208
"Proceedings of the National Science Council, Republic of China. Part B, Life sciences"	2556596
Proceedings of the Nutrition Society	296651
Proceedings of the Royal College of Physicians of Edinburgh	9530932
Proceedings of the Royal Society B: Biological Sciences	9628452
Proceedings of the Royal Society of Medicine	359157
Proceedings of the staff meetings. Mayo Clinic	0092699X 
Produits & problemes pharmaceutiques	329959
Produits pharmaceutiques	3701565
"Profamilia : planificacion, poblacion y desarollo"	1220977
Professional care of mother and child	9644156
Professional Case Management	19328087
"Professional ethics (Gainesville, Fla.)"	10636579
"Professional nurse (London, England)"	2668130
Professioni infermieristiche	330205
Profiles in healthcare communications.	19319592
Profiles in healthcare marketing	10407480
Profiles in hospital marketing	2759632
Pro-fono : revista de atualizacao cientifica	1045687
Program notes (Association of University Programs.)	981559
Progres en Urologie	11667087
Progres en Urologie	1761676X
Progresos en Obstetricia y Ginecologia	3045013
Progress in Allergy	796034
Progress in Anesthesiology	8915784
Progress in behavior modification	0099037X
Progress in biophysics and biophysical chemistry	964174
Progress in Cardiovascular Diseases	330620
Progress in cardiovascular nursing	8897204
Progress in cell cycle research	10872957
Progress in Clinical and Biological Research	3617742
"Progress in community health partnerships : research, education, and action"	15570541
Progress in experimental personality & psychopathology research	10567151
Progress in experimental personality research	796255
Progress in Food and Nutrition Science	3060632
Progress in Growth Factor Research	9552235
Progress in Histochemistry and Cytochemistry	796336
Progress in human reproduction research	15640655
Progress in Liver Diseases	1060913X
Progress in molecular and subcellular biology	796484
Progress in Molecular Biology and Translational Science	18771173
Progress in Neurological Surgery	796492
Progress in Neurology and Psychiatry	13677543
Progress in Neuro-Psychopharmacology	3647722
Progress in Neurotherapeutics and Neuropsychopharmacology	17482321
Progress in Nutrition	11298723
Progress in Orthodontics	17237785
Progress in Palliative Care	9699260
Progress in Pediatric Cardiology	10589813
Progress in psychotherapy	5554241
Progress in Retinal and Eye Research	13509462
Progress in Retinal Research	2784327
Progress in the chemistry of fats and other lipids	796832
Progress in Transplantation	2664852
Progress in Water Technology	3066746
Progressi in Reumatologia	11298758
Progressive architecture	330752
Project Inform perspective	10587454
Proktologia	16405382
Promotion & education	10253823
Prostaglandins and Medicine	1614630
Prostate	2704137
Prostate Cancer and Prostatic Diseases	13657852
Prostate Journal	10955100
Prosthetics and Orthotics International	3093646
PROtech	15910067
Protecting human subjects	
"Proteins: Structure, Function and Genetics"	8873585
Provence Historique	331856
"Provider (Washington, D.C.)"	8880352
Przeglad Dermatologiczny	332526
Przeglad Epidemiologiczny	332100
Przeglad Gastroenterologiczny	18955770
Przeglad Kardiodiabetologinczny	18969666
Przeglad Lekarski	332240
Przeglad Menopauzalny	16438876
Przeglad Pediatryczny	0137723X
PS	308269
Psichiatria dell'Infanzia e dell'Adolescenza	0393361X
Psicologia Clinica	1035665
Psicooncologia	16967240
Psihoterapija	3503186
Psikiyatride Guncel Yaklasimlar	13090658
Psiquiatria Biologica	1047787
Psiquis	2108348
PSN	16398319
Psyche	332623
Psychiatria	17329841
Psychiatria Clinica	0033264X
Psychiatria Danubina	3535053
Psychiatria et neurologia	3701956
Psychiatria et Neurologia Japonica - Seishin Shinkeigaku Zasshi	332658
Psychiatria Hungarica	2377896
Psychiatria i Psychologia Kliniczna	16446313
Psychiatria Polska	332674
"Psychiatria, neurologia, neurochirurgia"	332666
Psychiatric Annals	485713
Psychiatric Bulletin	9556036
Psychiatric Clinics of North America	0193953X
Psychiatric Genetics	9558829
Psychiatric Hospital	8857717
Psychiatric Journal of the University of Ottawa	7028466
Psychiatric Quarterly	332720
Psychiatric Rehabilitation Journal	1095158X
Psychiatric Services	10752730
Psychiatric Times	8932905
Psychiatrie	12117579
Psychiatrie de l'Enfant	0079726X
Psychiatrie et Psychobiologie	0767399X
Psychiatrie pro Praxi	12130508
Psychiatrik? = Psychiatriki	11052333
Psychiatrische Praxis	3034259
"Psychiatrische Praxis, Supplement"	9343008
Psychiatrist	17583209
Psychiatry	332747
Psychiatry	14761793
Psychiatry	15505952
Psychiatry and Clinical Neurosciences	13231316
Psychiatry digest	332771
Psychiatry in Medicine	0033278X
Psychiatry Investigation	17383684
Psychiatry Research	1651781
Psychiatry Research - Neuroimaging	9254927
"Psychiatry, Psychology and Law"	13218719
Psychoanalysis and history	14608235
Psychoanalysis and Psychotherapy	10575723
Psychoanalysis and the Psychoanalytic Review	8857830
Psychoanalytic Psychotherapy	2668734
Psychoanalytic Quarterly	332828
Psychoanalytic Study of the Child	797308
Psychodynamic Counselling	13533339
Psychogeriatria Polska	17322642
Psychogeriatrics	13463500
Psychological Assessment	10403590
Psychological Injury and Law	1938971X
Psychological issues	485748
Psychological Medicine	332917
Psychological Studies	332968
Psychologie et NeuroPsychiatrie du Vieillissement	17601703
Psychology and Aging	8827974
Psychology and Health	8870446
"Psychology and Psychotherapy: Theory, Research and Practice"	14760835
Psychology of Addictive Behaviors	0893164X
Psychology Research and Behavior Management	11791578
Psychology Today	333107
"Psychology, Crime and Law"	1068316X
"Psychology, Health and Medicine"	13548506
Psychoneuro	16119991
Psychoneuroendocrinology	3064530
Psycho-Oncologie	17783798
Psycho-Oncology	10579249
Psychopathology	2544962
Psychopharm Review	19369255
Psychopharmacology and Biological Narcology	16068181
Psychopharmacology Bulletin	485764
Psychopharmacology series	9316795
Psychopharmacology Service Center bulletin	3760162
Psychopharmacology. Supplementum	1798456
Psychopharmakotherapie	9446877
"Psychopharmakotherapie, Supplement"	9465146
Psychophysiology	485772
Psychosomatic Medicine	333174
Psychosomatics	333182
Psychosomatik und Konsiliarpsychiatrie	18628818
Psychoterapia	2394170
Psychotherapie und Medizinische Psychologie	3028984
Psychotherapies	0251737X
Psychotherapy	333204
Psychotherapy and Psychosomatics	333190
Psychotherapy in Private Practice	7317158
Psychotropes	7159684
Public affairs quarterly	8870373
Public finance quarterly	485853
Public Health	333506
Public Health Engineering	3005925
Public Health Ethics	17549973
Public Health Forum	9445587
Public health genomics	16624246
Public Health Medicine	14651505
Public Health Nursing	7371209
Public Health Nutrition	13689800
Public Health Reports	333549
Public Health Reviews	3010422
Public sector contracting report : the monthly guide to Medicare and Medicaid managed care	10849483
Public Welfare	333816
Publication - American Institute of the History of Pharmacy	2700611
Publication - Group for the Advancement of Psychiatry	1492640
Puerto Rico health sciences journal	7380658
Puerto Rico y su enfermera	1456652
"Puesta al Dia en Urgencias, Emergencias y Catastrofes"	15760316
Pulmonary Pharmacology	9520600
Pulmonary Pharmacology and Therapeutics	10945539
Pumps & their applications	1414283
Purchasing administration	1924311
Q.A. brief	
Qatar Medical Journal	2538253
QJM - Monthly Journal of the Association of Physicians	14602725
QRC advisor	7477384
Quaderni ACP	
Quaderni di Criminologia Clinica	334928
Quaderni di Medicina e Chirurgia	3935930
Quaderni internazionali di storia della medicina e della sanita	11222654
Quaderni Italiani di Psichiatria	3930645
Quaderni per la storia dell'Universita di Padova	0300175X
Quaker history	335053
Qualitas Plantarum et Materiae Vegetabiles	335134
Qualitas Plantarum Plant Foods for Human Nutrition	3773205
Qualitative Health Research	10497323
Qualitative Research in Sport and Exercise	19398441
Quality and Safety in Health Care	14753898
"Quality assurance (San Diego, Calif.)"	10529411
Quality assurance and utilization review : official journal of the American College of Utilization Review Physicians	0885713X
Quality Assurance in Health Care	10406166
Quality Assurance Journal	10878378
"Quality connection (Brookline, Mass.)"	
Quality in Health Care	9638172
Quality in Primary Care	14791072
Quality Management in Health Care	10638628
Quality of Life Research	9629343
Quality Review Bulletin	975990
"Quarterly bulletin of Sea View Hospital. New York. Sea View Hospital, Staten Island. Clinical Society"	965448
Quarterly Dental Review	335479
Quarterly Journal Of Crude Drug Research	335525
Quarterly Journal of Experimental Psychology	17470218
Quarterly Journal of Experimental Psychology Section B: Comparative and Physiological Psychology	2724995
Quarterly Journal of Medicine	335622
Quarterly Journal of Nuclear Medicine	11250135
Quarterly Journal of Nuclear Medicine and Molecular Imaging	18244785
Quarterly journal of pharmacy and pharmacology	3702979
Quarterly journal of studies on alcohol	335649
Quarterly review of medicine	967114
Quarterly review of obstetrics and gynecology	969230
Quarterly review of pediatrics	970107
Quarterly review of psychiatry and neurology	
